word,score,freq
upâ€,0.07590387761592865,1
ballin,0.07569290697574615,1
kill,0.07513201352048782,15
different,0.07499727384290761,9
reign,0.07493017613887787,1
project,0.07456132600135687,9
mumbling,0.0730525329709053,1
tvs,0.07204803079366684,1
juss,0.07182972878217697,1
crazyshit,0.07156698405742645,1
fool!â€,0.07132067531347275,1
chill,0.06993011385202408,1
guilt,0.0697239488363266,1
frequent,0.06890325993299484,1
damien,0.06738194823265076,2
afterlife,0.06736152619123459,1
sentence,0.06637980788946152,2
greedy,0.06637929938733578,2
bomb,0.0661839172244072,1
waronwomen,0.06591799110174179,1
armour,0.0644787847995758,1
@dickyv,0.06437933444976807,1
peak,0.06434018909931183,1
roomie,0.06415987759828568,1
feelspower,0.06388580054044724,2
okay,0.062272210605442524,4
quitting,0.06204372504726052,2
michael,0.060452913865447044,4
juvenile,0.06041807308793068,1
mr,0.05980272094408671,3
nohomo,0.05841909348964691,1
reason,0.058371714201798784,19
attacking,0.057873427867889404,1
gchat,0.05740024894475937,1
forgiveness,0.05588704971160041,2
wrath,0.05495310574769974,1
grrr,0.054460491985082626,1
group,0.054396580904722214,1
tweet,0.054112932695261406,31
4give,0.053936053067445755,1
forgive,0.053105100989341736,4
bash,0.053002823144197464,1
facebook,0.052325197389688,11
pen,0.05222753854468465,4
pressure,0.05210575112141669,2
saxon,0.051788248121738434,1
bc,0.0515576537465157,6
defensive,0.05109799653291702,1
hates,0.05073736421763897,2
spice,0.05041363835334778,2
midnite,0.05008504167199135,1
enemy,0.04925696179270744,1
decisions,0.04814419150352478,2
nah,0.0474743377417326,2
pounding,0.04698581248521805,1
anpointment,0.04650356248021126,1
grammys,0.0458194836974144,1
pussy,0.04554192163050175,2
tebow,0.045277129858732224,1
garments,0.04526107758283615,1
petite,0.04407140985131264,1
racism,0.04331718338653445,2
gtfoh,0.04262309521436691,1
somebody,0.042411076525847115,3
ferdinand,0.04227231815457344,1
loving,0.04203800484538078,1
championscentre.com,0.04183205962181091,1
zero,0.04134354212631782,3
crashing,0.04124606866389513,2
concert,0.040999777091201395,2
max,0.04046954587101936,1
tension,0.04014874684313933,3
malice,0.03907010704278946,1
clogging,0.03886859118938446,1
armband,0.037936702370643616,1
vocabulary,0.037670865654945374,1
em,0.03720490066388444,7
help,0.03708543050447781,23
shame,0.03615931669871012,3
outta,0.036051216224829354,3
matthew,0.03599308431148529,1
unfollowed,0.035782868353029094,3
cube,0.03557801991701126,1
actors,0.03549258038401604,1
song,0.035315173253223975,15
scott,0.035158637911081314,2
rail,0.03444848582148552,1
facepalm,0.0342988558113575,1
ishh,0.03357803449034691,1
selfcontrol,0.03343226760625839,1
nth,0.03302869200706482,1
parade,0.03290496895533579,2
interprets,0.03283667456707917,2
dweebs,0.03239888325333595,1
upsetting,0.03204132989048958,1
bitches,0.031993870506994426,7
truely,0.031964369118213654,1
starves,0.03179919347167015,1
trafford,0.03059207648038864,1
matchday,0.030553562566637993,1
coke,0.0304928719997406,2
roommate,0.030404187738895416,2
insane,0.03021562471985817,2
snowglobe,0.030146507546305656,1
hyperbole,0.030058564618229866,1
franklin,0.029772436246275902,1
odd,0.029306162148714066,1
twilight,0.028190936592485134,3
200,0.027819905430078506,1
put,0.02777226077812837,38
drunken,0.027587154880166054,1
managing,0.027583051472902298,1
ok,0.027523779310286045,11
screwed,0.027139124770959217,3
someone,0.02706253678544609,60
dis,0.0265293802076485,2
caffiene,0.02611897699534893,1
tht,0.025858654604962793,5
crystal,0.025622287765145302,1
worst,0.024479281443815965,13
want,0.02391021417644902,77
fat,0.023602933370663475,11
should,0.02330894327254403,39
@coldplays,0.023271122947335243,1
@yrtvivastrike,0.023244965821504593,1
paying,0.023085897671990097,5
nail,0.022962477058172226,2
cost,0.022814417956396937,2
dumb,0.02280327118933201,2
waaay,0.022781413048505783,1
phone,0.02246916079516145,37
squares,0.022192789241671562,1
frikkin,0.02200610376894474,1
credit,0.021974414587020874,1
rascal,0.02195187285542488,1
whip,0.02194615639746189,1
fck,0.021732067689299583,1
secret,0.021679834800579556,5
fail,0.02153396900801378,6
clothes,0.021518073976039886,4
growl,0.021319596096873283,1
fuckn,0.021076472223891567,3
allergy,0.021002786234021187,1
kohl,0.020922929048538208,1
nbc,0.020830285269767046,2
rite,0.02070919053221587,3
serious,0.020349822628001373,3
stubbing,0.020210424438118935,1
eat,0.02008291968377307,6
assault,0.01997257024049759,1
woman,0.019938080973588512,16
k,0.019901836290955544,1
drunk,0.01976157631725073,2
imprint,0.01953979581594467,1
ordered,0.01948378966517339,2
flipped,0.019446292892098427,1
ram,0.019440555945038795,1
skyrim,0.019426570590591535,3
hotel,0.01942540518939495,1
fuckk,0.019273094832897186,1
thankfully,0.019223496317863464,1
married,0.019211111590266228,1
ohhh,0.019120799377560616,1
connect,0.01905009985785,6
noise,0.018982726459701855,3
meg,0.01871848851442337,1
homeless,0.01857501035556197,2
maths,0.01846473477780819,1
infant,0.018340429291129112,1
territorial,0.018173160031437874,1
fantasyfootball,0.018093135324306786,2
unloved,0.017894690856337547,1
ship,0.017884057015180588,1
stream,0.017494885250926018,1
riding,0.017182450741529465,1
replacement,0.01710030296817422,3
french,0.017074396833777428,3
said,0.016916452107125224,16
@alexaadee,0.016705404967069626,1
bowl,0.016607217490673065,2
rude,0.01658087968826294,3
studies,0.016523195430636406,2
ahhhh,0.016431326046586037,1
passion,0.016355426982045174,1
mind,0.01635358190417589,19
nevermind,0.016220193821936846,2
drove,0.01610342354979366,2
lonely,0.016039881544808548,3
junky,0.016009844839572906,1
gears,0.01552897971123457,2
tgif,0.015518035739660263,1
17,0.015512485057115555,1
depression,0.015204068884486333,8
until,0.014993267750671495,16
poured,0.01441079843789339,1
d,0.014149134456584552,13
burt,0.013909980654716492,1
nattie,0.013815876096487045,1
cash,0.013802260160446167,1
owl,0.013768128119409084,1
shutting,0.013763782364549115,2
daughters,0.013663245365023613,1
calebs,0.01363514456897974,1
orr,0.013605314306914806,1
mariokart7,0.013594239018857479,1
kettle,0.013512028381228447,1
treachery,0.013475303538143635,1
nights,0.013043002458289266,2
shirt,0.013036244781687856,2
vidic,0.01303412951529026,1
rebecca,0.012967646898080906,3
moaning,0.012879710644483566,1
screwing,0.012727883644402027,1
pathetic,0.012712407857179642,1
ank,0.012489198707044125,1
daniel,0.012323633767664433,1
touch,0.012244172365171835,5
tedious,0.012235932983458042,1
insurance,0.01208322774618864,1
nt,0.012002080778699261,65
immediate,0.011950273998081684,1
lottie,0.011873416602611542,1
espresso,0.011860024183988571,1
trust,0.011628389820846982,5
violent,0.011621316894888878,2
dose,0.011516954749822617,1
@katem3,0.01149784866720438,1
juz,0.011358397721778601,1
@fearnecotton,0.011292579583823681,1
bacardi,0.011190910823643208,1
bills,0.01117038819938898,2
racist,0.011103330180048943,1
burger,0.011102094314992428,1
conspire,0.011049051769077778,1
cook,0.011038308354909532,5
doin,0.011016126722097397,2
slut,0.011008327826857567,1
ucas,0.010951044037938118,1
consumes,0.010914627462625504,1
sucks,0.010782616961175032,6
jail,0.010680023187887855,2
tiredness,0.010575031861662865,1
stern,0.010431780305225402,2
pissmeoff,0.010397144593298435,1
auburn,0.010383110493421555,1
kickingoff,0.010344129055738449,1
bowls,0.010325056500732899,1
sprinkle,0.01029570959508419,1
4000th,0.010282889008522034,1
changing,0.010258668335154653,2
suffer,0.010146097745746374,1
hitting,0.010117221623659134,1
cherish,0.010091260386010012,6
cans,0.010030127130448818,1
gu,0.01000690832734108,1
insert,0.009987733326852322,1
unscrew,0.009931953623890877,1
blogtv,0.009874582290649414,1
sinner,0.00986984372138977,1
contempt,0.00978667102754116,1
crisp,0.009667515754699707,1
@raidersrbacbaby,0.00966440886259079,1
eddy,0.00965352263301611,1
resent,0.009620247408747673,1
mmhmm,0.00950468610972166,1
snapped,0.009481452842010185,2
go2,0.009415076114237309,1
danger,0.009400452254340053,2
eliot,0.009356917813420296,1
erotic,0.009280383586883545,1
skype,0.009214869700372219,1
teleprompter,0.008985482156276703,1
righteousness,0.008965603075921535,1
matte,0.00894511082151439,2
ruins,0.008841801434755325,2
kart,0.008783497847616673,2
left,0.00876282895549061,22
article,0.00864657701458782,2
sheparty,0.008594941347837448,1
ugh--,0.008580249734222889,1
stage,0.008568588527850807,3
sick,0.00850896628346165,8
pet,0.008462680503726006,1
lay,0.008411056362092495,1
prohibit,0.008388725109398365,1
darkside,0.008357268758118153,1
enemies,0.008355391444638371,2
log,0.008176226712142428,3
gave,0.008154274856982132,3
gallon,0.008147994987666607,1
pad,0.00804720725864172,1
homegirl,0.007998919114470482,1
slow2,0.007975862361490726,1
fergie,0.007974094711244106,1
sum1,0.007945351302623749,1
sure,0.00793092454852526,17
7.50am,0.00791699718683958,1
heading,0.007900337246610434,2
becomes,0.007861369987949729,2
discussing,0.007631354965269566,2
lump,0.007555760443210602,1
creature,0.0074516101740300655,1
les,0.007403888817255695,3
ltc,0.007255622651427984,1
flipping,0.007242363062687218,2
egg,0.007133534178137779,1
kayla,0.007115155924111605,1
homebush,0.007006483152508736,1
themselves,0.00698615421051727,4
bite,0.006878418615087867,1
broken,0.00687208211941955,6
cock,0.0068540084175765514,1
omar,0.006811041850596666,1
delay,0.006756877992302179,1
mcdonalds,0.006728742271661758,1
taurus,0.0066976710222661495,1
olympics,0.0066771660931408405,1
motivation,0.0066360789351165295,2
members,0.006505799014121294,1
babygirl,0.006494472734630108,1
ballot,0.006413734517991543,1
kinda,0.00640442967414856,4
shoeslipperyenoughtomoonwalk,0.006391474045813084,1
atleast,0.006315841303072982,3
pressed,0.0063046025461517274,1
reporter,0.006249967496842146,1
arouse,0.006224445455397169,12
ooo,0.006217184942215681,1
brushed,0.006213316228240728,1
wahh,0.006177176721394062,1
maid,0.006139571312814951,1
m&ms,0.006130509544163942,1
destroy,0.006130480673164129,1
ring,0.006118812132626772,1
bren,0.0060949986800551414,1
twain,0.00590610271319747,1
celebrating,0.005876067283679731,3
letitgo,0.005847073160111904,1
plural,0.005818047560751438,1
