,column1,column2
6418,hannah,-0.00013720399419919787
2880,sleepy,-0.00013709678712601984
2625,xoxo,-0.0001370250577745854
4441,protected,-0.0001368324764722364
2391,chemicals,-0.0001366452550680543
8341,wars,-0.00013659421216784978
8201,3615,-0.00013654634076051657
2828,brown,-0.00013653759319242505
2107,othello,-0.00013644093443848185
8347,shuffle,-0.00013622709498594207
5109,shelley,-0.00013613635088452228
4829,freeze,-0.00013606038618595596
954,lesson,-0.00013601096061050628
3201,chem,-0.00013597868869919008
7021,jewish,-0.00013586877466109545
3159,escape,-0.00013584187096130068
6353,defeat,-0.00013579476871795
4386,destroy,-0.00013576389401133621
2978,button,-0.00013560840638639478
7145,life-,-0.00013532866528277032
7568,gordon,-0.0001352965887336955
1790,keegan,-0.00013519885650823692
6416,bolognaise,-0.00013517543778495796
8791,damage,-0.00013509491873449746
10,victory,-0.00013508900122546097
2034,whole-hearted,-0.00013503810870764245
4835,freeways,-0.00013502097872580872
2304,sleepless,-0.00013486005418085923
1923,lakers,-0.0001347435350998681
8106,quella,-0.0001344769329876672
1120,missing,-0.00013446529831546124
8660,providence,-0.00013426405934349007
4697,timmy,-0.00013423106689180433
7555,vizinho,-0.0001341643070562644
5032,cords,-0.00013405718645313823
4403,sono,-0.00013396002793458604
4329,reminder,-0.00013389593652505578
2326,doh,-0.00013386289606399704
5246,wilhelm,-0.00013385819976974411
331,wells,-0.0001336823581600543
6160,2009,-0.00013353415913115821
8663,garage,-0.00013343845932241755
1097,actions,-0.00013334720949472926
4976,dedicated,-0.00013328435062219307
3432,patriots,-0.00013294077077277895
4025,spare,-0.0001328938848572749
8520,entertainer,-0.00013275267295575618
5611,5-10,-0.00013241041230757118
6987,waren,-0.00013221650800640172
7022,occupied,-0.0001321356372580254
1448,lugar,-0.0001319592005538639
8295,chamber,-0.00013188105322162395
1454,birth,-0.00013181050834252666
7996,gringos,-0.00013175560538965673
5085,destroyed,-0.00013172236143672628
7236,seguro,-0.0001315942488816421
2398,forget,-0.0001313323569288781
6163,spirt,-0.00013127295968054135
5630,halve,-0.0001311424228643596
7607,slob,-0.00013099127276363428
6507,restore,-0.0001308786690877926
8393,nakita,-0.00013084704994601937
3136,wrenching,-0.0001307778805959245
622,class,-0.00013076021105224803
4940,hearts,-0.00013073916599590384
5495,mute,-0.00013069284589070003
4528,salle,-0.00013068325636121587
1555,asleep,-0.0001306589976722602
624,sinking,-0.000130616550334482
7106,stephen,-0.00013059879872388865
1854,decade,-0.0001305581657694237
1847,hrs,-0.00013048936100038748
837,remember,-0.00013036376333879046
6718,bendito,-0.00013028628146131497
1934,heating,-0.00013026000765416516
7837,7s,-0.00013020980250782945
8067,truepower,-0.0001302056900957566
4171,winehouse,-0.00012999434884537387
2779,ir,-0.00012993341138716575
8223,muy,-0.00012979930194373528
5756,leadership,-0.0001297988832164799
6689,helpfull,-0.0001297341099356519
1272,calm,-0.0001296392466563434
7601,makem,-0.00012938150302967437
5271,pino,-0.0001293007245320243
2599,idiot-,-0.00012918723966800791
2890,key,-0.0001291331559167088
6872,carefree,-0.0001290178883606848
5976,quiero,-0.00012889648112694358
577,eht,-0.0001287655294090622
4929,safer,-0.00012875801984929943
2604,1-2,-0.00012868127275621506
6731,pounds,-0.00012862138794148882
8490,rowdy,-0.00012858695799526157
2586,human,-0.00012854809718351374
472,wo,-0.0001284054420854666
890,'re,-0.00012831391257434909
1632,sleeper,-0.0001282857562362054
3740,decs,-0.00012818625552608916
3299,church,-0.00012813696733884208
2701,havent,-0.0001280949562215333
6735,holt,-0.00012807834527818688
6100,older,-0.0001280693692624414
4124,bodyguard,-0.00012803117440496022
5974,por,-0.00012787023138014937
1850,levels,-0.00012786562961977866
3663,neighbors,-0.00012757044653907254
2760,rumah,-0.00012750335595238972
8692,overprotected,-0.0001274187475345027
5040,failed,-0.00012730282822111336
7339,1000th,-0.0001272885470050117
3566,juan,-0.0001270915164679973
6769,2010,-0.00012707530335549137
2839,rodriguez,-0.00012685944585709948
5969,ron,-0.00012671756008168262
1486,bless,-0.00012663511653927256
5619,swift,-0.0001266332202686225
7724,championships,-0.0001266156204456147
1009,sã,-0.00012658881168945907
3315,babies,-0.00012657566395188517
5314,regen,-0.00012652555553111322
6481,priest,-0.0001264517566532782
3105,connections,-0.0001264235246960628
7415,puede,-0.00012621284946079031
1085,pathway,-0.0001258275890015065
3259,victoria,-0.00012577976346729195
1269,nurtured,-0.00012571417157105524
4742,respond,-0.0001257032986117299
2449,mal,-0.00012565363479757227
3667,build,-0.00012544975914903224
3956,deffintly,-0.00012544545027913696
796,maintenance,-0.00012542704920211678
8544,muffle,-0.0001253999540760217
8792,check-in,-0.00012539948074251022
6429,chanukah,-0.00012532365567927736
8361,lone,-0.00012529394833534028
1972,asians,-0.00012526228043774392
5090,terror,-0.00012520956449384383
1289,step,-0.0001251798537514281
5388,como,-0.00012511394414128316
8235,leve,-0.00012486680018498715
5206,revenir,-0.00012481861651548483
2085,6,-0.00012467752314284744
1228,sacrificed,-0.0001246334103198594
1556,deathly,-0.00012437614106793085
5179,nests,-0.00012430115198010927
4725,butternut,-0.0001242841899637581
258,pour,-0.0001241655600461192
2091,samedi,-0.00012411366748596626
6114,terrified,-0.00012410323069835132
4932,smokers,-0.00012399046085571758
220,jen,-0.00012384076801983518
135,<,-0.00012374202262837897
2871,wired,-0.00012356562350403796
3250,npc,-0.00012351755798499406
5324,rooms,-0.00012327243266787232
8028,x-men,-0.00012327241344694292
6977,replace,-0.00012319685167805645
8170,hz,-0.0001231918310475477
8179,orgasm,-0.0001230437976358436
8099,fearless,-0.00012299289591087545
6646,grandfather,-0.00012297677529700602
8442,breach,-0.0001228430635464902
580,8,-0.00012282520839334283
5385,cancion,-0.00012270008430430152
6864,precedenti,-0.00012261413626834524
7766,goggles,-0.0001225602117337732
4642,ds,-0.00012255266557776695
28,people,-0.00012251827539384215
8095,oil,-0.0001224546438918156
4091,devant,-0.00012238199133375366
5322,hunters,-0.00012237994623589995
3805,reset,-0.00012236024275435502
3624,surrender,-0.0001223448885610612
2933,20th,-0.00012229303170444643
299,doctors,-0.0001222465500898825
5981,cowards,-0.00012213319981163264
8294,sensors,-0.00012210431418239413
6932,uggs,-0.00012210026049019982
6994,veterans,-0.00012207747802121813
7212,simpan,-0.00012195346218977596
528,yet,-0.00012194014972813
2594,oomf,-0.00012188945129450448
3175,riots,-0.00012182510544859371
3025,bottling,-0.0001217019126045718
4220,comme,-0.0001216886409956193
3357,tam,-0.00012164035710917888
2447,novo,-0.00012156615631681886
5623,lungs,-0.00012155981070640546
8358,katie,-0.00012154254062654753
7383,1999,-0.0001215003523470686
1558,attack,-0.00012137496461014664
7495,kills,-0.00012137433866290605
5637,rememered,-0.00012133639188092989
7805,william,-0.00012129685218175179
551,5,-0.00012112903470770421
6610,pac,-0.00012101939207125261
4291,anthony,-0.00012091286284245643
7396,cables,-0.00012087421719717192
2300,waking,-0.00012085215440114446
4113,self-aware,-0.0001207007712780587
5091,burn,-0.00012068280308752688
8575,spilt,-0.00012061953834143858
1646,baking,-0.00012056359230648415
407,part,-0.00012056003055743345
4400,completa,-0.00012054571554789361
1904,sons,-0.00012050683631593941
7440,bastards,-0.00012040714130313323
5806,deployment,-0.00012035694087529128
8753,preserver,-0.00012033418990116747
1650,roommates,-0.00012025081063846141
2777,quedo,-0.00011994915858310906
6744,piano,-0.00011991721415694665
4005,prayer,-0.0001199107500504192
3765,noel,-0.00011983295256539642
5802,3.5,-0.00011981691290641807
2086,years,-0.0001197884928005899
3414,wie,-0.00011974036496505076
1634,alarm,-0.00011970444402353032
8219,hcc,-0.0001196939988270308
6766,drilling,-0.00011955532478140135
5181,twins,-0.0001194875863584797
3661,productive,-0.00011945832289877415
1091,newsnight,-0.00011935717515867442
6171,zeer,-0.00011935697396425666
971,,-0.00011908643158856956
522,eve,-0.00011905855110674143
3096,staging,-0.00011901545130388875
1574,day3,-0.00011882764921840254
4659,autistic,-0.000118794556987537
2373,police,-0.00011879318867021483
1629,classes,-0.00011870707717462489
7413,nunca,-0.0001186735457451716
1263,keating,-0.00011866285737794281
1717,fill,-0.0001186590223573961
8574,alarms,-0.00011840881468892607
3346,rat,-0.00011837039663751524
452,4,-0.00011836714667538462
5239,incapable,-0.0001183464229095003
7850,toman,-0.00011831039535604442
4833,lml,-0.00011823725016813252
2227,blonde,-0.00011812976611088572
4600,monster,-0.00011811698081749054
6482,fearful,-0.00011806136151552277
4010,speaker,-0.00011798058308993489
3795,mini,-0.00011788515713284814
8407,thom,-0.00011782382261815383
4524,aller,-0.00011779761224921607
1471,cleaning,-0.0001177282041058227
447,washing,-0.0001176486114375919
8579,negro,-0.00011764271450309904
7619,biological,-0.00011754169109163347
1873,shedding,-0.00011748008945312998
7676,silence,-0.00011715639697805984
3927,belonging,-0.0001171089910598747
434,2,-0.00011705698254102287
7589,freeview,-0.00011692229014948791
8096,enema,-0.00011686180266810049
411,adults,-0.00011686039178061064
5550,emergency,-0.00011668256094007082
4564,require,-0.00011660078950428043
8075,power.,-0.00011655923321668973
425,hardening,-0.0001164703081323655
6330,porta,-0.000116395998994269
8339,engulf,-0.0001163241823333376
5130,beep,-0.00011631371753628333
4009,pilot,-0.00011627419531108435
7848,teaching,-0.00011622397145296434
6454,joseph,-0.00011619672610891157
5291,laker,-0.0001161754550978285
793,patients,-0.00011609523944564863
760,3,-0.00011586604257325436
6331,tremendo,-0.00011578656680336523
4428,era,-0.00011577085296716107
882,appearance,-0.00011560946063252313
3332,aliens,-0.00011560752913376891
3578,praying,-0.00011560360057035693
3889,nika,-0.00011553613910745964
2546,cell,-0.00011552120296310317
5679,caused,-0.00011550783680358873
6940,nok,-0.00011550761090026514
663,play,-0.00011542884276040346
2789,upstairs,-0.00011530490135375974
5897,ch9,-0.00011527365930280219
8137,ernie,-0.00011526307669121661
4565,drywall,-0.00011516796658887132
6876,visible,-0.0001151661048093495
6162,enemy,-0.0001151485002193738
6504,hace,-0.00011507982111236823
6158,toen,-0.0001150690337793248
2754,controlled,-0.00011506671540009006
8090,elevator,-0.00011503808002834663
2242,2011,-0.00011493272483792443
3032,teve,-0.00011487510143587244
305,trick,-0.00011465051267602935
8614,triumph,-0.00011463378910297906
6215,temporary,-0.00011456776187842736
4923,jack,-0.00011455583775264589
2183,bass,-0.00011453796006970843
7959,pract,-0.00011443025571442708
2042,coach,-0.00011433167825119281
4843,fuel,-0.00011422021747958751
4418,eurgh,-0.00011418577458378682
5344,tou,-0.00011418425177505931
3307,observing,-0.00011412582254649043
4471,rappel,-0.00011412390005780862
5800,mike,-0.0001141112263715075
5391,precioso,-0.00011400528371714467
5878,deprived,-0.00011395509426501335
1164,wheelchair,-0.00011390453638111873
6951,adam,-0.00011384958661896945
1692,during,-0.00011377916957056635
4051,damien,-0.00011362129467556811
1232,annonce,-0.00011360185290680315
1863,aka,-0.00011359816313810074
3729,siblings,-0.0001135651779525311
4906,warming,-0.00011356005002573971
3979,peter,-0.00011354718646970784
8457,squeak,-0.0001135407727986693
958,49ers,-0.00011341916377544753
7843,sweat,-0.00011336569632195647
3097,environment,-0.00011334596849298495
4101,gill,-0.00011334120243444015
7338,kot,-0.00011328435635351963
5463,vous,-0.0001132431975345937
5020,quiere,-0.00011304077252654965
2670,deprivation,-0.00011296751331695905
7337,ssp,-0.00011295197131028399
8014,kampung,-0.00011292040550555109
8091,don,-0.0001129063164890917
34,machines,-0.00011289043315860832
992,bubble,-0.00011288686541916446
3980,paso,-0.00011285967744647865
5957,rangers,-0.0001128401254496451
6772,devastated,-0.00011268094074137866
3386,mindful,-0.00011263270330623504
418,failing,-0.0001126043592446085
5678,vincent,-0.00011257919744259356
2445,louco,-0.00011245350254312338
997,viens,-0.00011243248398274735
2829,steve,-0.00011241583723301252
1016,100th,-0.00011231494756556756
920,emotionally,-0.00011229728637664099
2211,green,-0.0001122868780563107
2552,remind,-0.0001120574743074933
7678,zou,-0.00011205577415983045
2316,12,-0.00011203776523790571
1038,weeks,-0.00011182112745170059
