,column1,column2
2793,guest,-5.535922270765528e-05
7690,cannonball,-5.534156245083112e-05
1560,shrek,-5.533391348542018e-05
3826,involve,-5.532940409595238e-05
2193,holyspirit,-5.528740894691627e-05
2971,24,-5.528416019110854e-05
8296,secrets,-5.5257923720589456e-05
405,need,-5.522811884327888e-05
4598,stocking,-5.5219308937979454e-05
4399,su,-5.514918688784316e-05
3048,50th,-5.511909639411452e-05
5908,5555,-5.508179865724755e-05
5377,smarter,-5.501328656654735e-05
2521,probably,-5.49964568874395e-05
1969,downtown,-5.4991118543283556e-05
1412,extremely,-5.497979207877338e-05
4957,spiritual,-5.496589040209124e-05
8290,kat,-5.486337763912545e-05
6046,amy,-5.48377713026809e-05
8578,tiene,-5.4792462147368165e-05
7960,debut,-5.476960171581563e-05
2008,tom,-5.476793423066081e-05
5727,calling,-5.469460536054944e-05
2110,tomo,-5.468986928945925e-05
6431,r.,-5.4686604285144104e-05
5169,lewis,-5.468396789798072e-05
2799,overtime,-5.459660346064479e-05
6262,waves,-5.458051467901054e-05
2759,balik,-5.457336039766232e-05
5928,resolve,-5.452974222304789e-05
1897,heat,-5.452372458317271e-05
6880,tijdens,-5.4506702301333086e-05
8315,powers,-5.440472675940628e-05
1983,bosses,-5.432951980676846e-05
3039,joshua,-5.432873289387268e-05
634,skip,-5.430432181567995e-05
301,9am,-5.423264381263294e-05
5127,moines,-5.4227899138778414e-05
2301,theres,-5.4201631976805386e-05
8700,clock,-5.4190759844216946e-05
7002,duplicate,-5.417380885955834e-05
2501,final,-5.415076365924624e-05
5413,wacht,-5.414122326893133e-05
7835,stoke,-5.4140144112567535e-05
6358,7eme,-5.409953899780102e-05
2012,tds,-5.4097851791491244e-05
7662,wahooo,-5.408424653284151e-05
7281,jobe,-5.407685941322073e-05
7074,food.,-5.406187076032488e-05
6134,dentist,-5.404645043266261e-05
7015,awaking,-5.397753713442963e-05
5681,mri,-5.395889729827585e-05
4224,drawing,-5.395078859474344e-05
111,represent,-5.39047553151586e-05
1958,student,-5.390040885904988e-05
7661,zvi,-5.386418121477129e-05
1154,campo,-5.381183457595705e-05
510,john,-5.380231893673604e-05
3592,dam,-5.3787731564086346e-05
3568,blockbuster,-5.3717607685497863e-05
2756,paranoid,-5.3703128708352235e-05
5306,scares,-5.370046995469213e-05
6007,656,-5.3680209981479484e-05
7096,400,-5.3639662783980604e-05
5735,sneezing,-5.3639251860732444e-05
7123,deck,-5.362051687272298e-05
8747,lisa,-5.357577119009254e-05
6695,tl,-5.3574011971774645e-05
8505,ach,-5.3552299471468916e-05
4678,casey,-5.3551467890330026e-05
2872,motivate,-5.353672238670751e-05
260,le,-5.352619571715976e-05
8316,edmund,-5.346633461867172e-05
3126,nan,-5.345058738872574e-05
276,stashed,-5.344708891791193e-05
7560,83,-5.343361526949475e-05
12,old,-5.3421160528150216e-05
2733,relaxing,-5.3413411003074136e-05
3725,packing,-5.334713503634149e-05
3972,si,-5.334047554500701e-05
4290,fiesta,-5.333823587554394e-05
4647,eggs,-5.3306558054905415e-05
4060,bastard,-5.327396338314259e-05
4737,ability,-5.324952710711039e-05
3317,voices,-5.324770584700105e-05
1297,schedule,-5.323052225815768e-05
3238,realise,-5.321645597113162e-05
4766,lsu,-5.313280484277897e-05
4367,hier,-5.3115115634392905e-05
3726,reach,-5.307868524430259e-05
1284,fail,-5.305624589408665e-05
861,row,-5.3034338329392924e-05
3940,hv,-5.303297626806177e-05
39,how,-5.301168635359253e-05
7511,siap,-5.299779291612326e-05
2285,baked,-5.298120208651939e-05
6223,unlocked,-5.296625638182846e-05
5519,components,-5.2943598702458274e-05
1098,staying,-5.291460755792348e-05
6026,refresher,-5.290552777924065e-05
7953,ornaments,-5.288103305595142e-05
3270,poem,-5.2879681634764704e-05
1072,overcome,-5.2784499219549835e-05
823,happen,-5.2782062462344396e-05
3869,callme,-5.2778545226737174e-05
1459,tested,-5.277339279757722e-05
3121,advance,-5.276665104967509e-05
7463,security,-5.2728790803352246e-05
8518,bikes,-5.2709303515076726e-05
8117,size,-5.2673424476086966e-05
328,joy,-5.261619340715532e-05
3750,seconds,-5.259311158970371e-05
3177,germs,-5.256558516910643e-05
5581,pressure,-5.255572044009745e-05
4834,nearly,-5.2554346608186324e-05
3344,carol,-5.255216563506325e-05
520,take,-5.253081354997544e-05
8144,kidnapping,-5.252980703223579e-05
3961,professional,-5.2488632128520396e-05
2148,computers,-5.2465539815128544e-05
1325,fleet,-5.245050139448848e-05
7691,xxx,-5.2434787880721575e-05
912,celebrations,-5.243347743046875e-05
7392,somehow,-5.242900587506508e-05
1795,zaal,-5.237313483522913e-05
2000,nephew,-5.236845500577833e-05
6049,marmite,-5.2303457141246234e-05
1686,mommy,-5.22887770080179e-05
2420,ze,-5.226823763475605e-05
7452,actaully,-5.2253673893875906e-05
6858,senza,-5.2226794416200484e-05
1760,steal,-5.2216696765245126e-05
7426,snake,-5.2214610242169065e-05
3890,jerome,-5.2201572430336426e-05
7387,longsuffering,-5.219280094392829e-05
4790,modern,-5.218763252021254e-05
491,de,-5.218636357096402e-05
4666,suit,-5.213537475943786e-05
2337,stretch,-5.208219740950876e-05
6523,yard,-5.2073990879856994e-05
5621,succes,-5.2025297455572696e-05
6640,ans,-5.199827267303805e-05
7518,allowing,-5.197827499383335e-05
2187,scott,-5.195108442599762e-05
4414,roommate,-5.192140250994915e-05
3335,centipedes,-5.1903184647443935e-05
4902,register,-5.187710486432401e-05
3642,non-driver,-5.1871068479403766e-05
5262,kd,-5.1721489591427805e-05
5664,happy2,-5.168257562226104e-05
1148,avoiding,-5.1682025905103066e-05
3067,messiah,-5.168045093780944e-05
2319,rich,-5.165897194935789e-05
5783,planning,-5.165612002629104e-05
391,sorry,-5.156663570639025e-05
6213,operas,-5.155249248655531e-05
1957,ryerson,-5.1502333193860024e-05
864,fight,-5.148771231321541e-05
7573,closet,-5.1437284478633625e-05
2841,santos,-5.13527757005218e-05
8500,orientated,-5.1299573045363505e-05
5849,aggies,-5.1224341254713624e-05
6465,38,-5.122359425388302e-05
1106,light,-5.122067583893134e-05
6641,fought,-5.1197575521522107e-05
6664,experiences,-5.119130331877434e-05
1944,syd,-5.113612808937188e-05
3436,cook,-5.112437185090843e-05
8671,planes,-5.108189368396416e-05
6627,413,-5.1053817840003437e-05
306,yourself,-5.103519618941317e-05
6823,iero,-5.099953128105488e-05
3098,private,-5.099344705778775e-05
932,es,-5.0925841127534395e-05
3421,papa,-5.0922057635984565e-05
5489,storm,-5.0918713039036015e-05
1046,arthur,-5.089363835426296e-05
2070,ive,-5.0883201847113175e-05
2753,military,-5.086164151928986e-05
6254,pin,-5.085924365609298e-05
2671,lot,-5.085296430028751e-05
3600,sorrowful,-5.0834126382220005e-05
4100,vince,-5.079741194252639e-05
6945,med,-5.079347929705491e-05
6395,signin,-5.076803526754374e-05
7912,intensive,-5.071492530247522e-05
2864,growth,-5.0709099924386045e-05
7582,striving,-5.065610101405117e-05
3061,d.,-5.0608911262586894e-05
6053,mbt,-5.059497200727914e-05
6543,ging,-5.05853254275647e-05
898,dan,-5.0559376746213926e-05
7633,-we,-5.0497670852279084e-05
7179,vivement,-5.046657234122701e-05
5050,outward,-5.043380272997019e-05
1001,mes,-5.03963586928884e-05
6389,compus,-5.0385344869858555e-05
5580,center,-5.036571487784367e-05
508,little,-5.0350150796193983e-05
2776,estudiar,-5.0293848342002415e-05
7768,helft,-5.028790025583929e-05
441,being,-5.0285298229161815e-05
1273,everything,-5.02730201632093e-05
4530,thich,-5.026663959891772e-05
2654,return,-5.02526064075402e-05
6183,creator,-5.02304598846005e-05
3901,als,-5.0203908107517664e-05
8670,pensando,-5.0191333924216194e-05
3312,mold,-5.009900322880911e-05
8225,sorprender,-5.008652846008191e-05
94,gay,-5.007586675758011e-05
309,change,-5.006474357730673e-05
1899,tear,-5.005090388675268e-05
5848,8.,-5.001275232731377e-05
7550,lendo,-5.0000580543114404e-05
4535,hun,-4.99766828835631e-05
1112,80,-4.9973802501930614e-05
2402,30,-4.993225557419177e-05
7358,possibly,-4.992941502662235e-05
3338,chez,-4.99130731125595e-05
701,deep,-4.9905085541417487e-05
3050,whether,-4.989658220642195e-05
3695,cayendo,-4.989223400831366e-05
87,26,-4.987809752762191e-05
6754,miller,-4.9812578591108466e-05
1311,brukte,-4.979814102621598e-05
5045,mr,-4.979432121347586e-05
134,wife,-4.974536434362439e-05
4573,absence,-4.9727295770814585e-05
5857,anniversary,-4.964455129210495e-05
4969,no1,-4.962524173502442e-05
3127,mi,-4.960319848246433e-05
3536,matt,-4.957959631382094e-05
59,who,-4.9565379822967604e-05
2831,gramma,-4.9528688785739244e-05
5797,ms,-4.951883309124024e-05
4637,gens,-4.9510799827539674e-05
6632,ion,-4.947487947586738e-05
478,still,-4.936600452156758e-05
7416,pasar,-4.936555121964961e-05
727,'m,-4.927899778938393e-05
6591,mayhem,-4.924614364891211e-05
900,pea,-4.9245831507640005e-05
2582,stabbing,-4.9226849234927897e-05
8569,cram,-4.915309754953561e-05
8665,damnit,-4.9018280999778226e-05
4688,bisexual,-4.895309917914404e-05
4744,correct,-4.888123241792606e-05
2500,comm,-4.886290081313767e-05
4568,0l,-4.8818180889940206e-05
1851,entry,-4.8815137085361156e-05
7653,lamar,-4.875473770283729e-05
2666,closed,-4.8744135265553755e-05
8265,mop,-4.870997755704184e-05
3211,dc,-4.869419341856188e-05
6089,recently,-4.8671087401236377e-05
4035,forte,-4.861993972901683e-05
351,happy,-4.859836098297368e-05
1644,hq,-4.8583026994334155e-05
4821,grunts,-4.856597414487258e-05
8746,costumes,-4.8554946202921404e-05
3807,defending,-4.85526101392895e-05
2394,boost,-4.8516510669398445e-05
5669,carrefour,-4.851580077767394e-05
5921,sewers,-4.850383931194045e-05
7817,grr,-4.8490140961434255e-05
8284,precal,-4.8484614780266536e-05
5989,],-4.848109887758352e-05
7389,stalled,-4.847664036577823e-05
2724,manipulate,-4.844024504687603e-05
3738,ear,-4.842227907044798e-05
3400,inflamed,-4.838013162192576e-05
8352,impending,-4.8355969517747775e-05
1736,power,-4.829733587580389e-05
800,dark,-4.8271304433392184e-05
4870,vineyard,-4.825770122076311e-05
6081,pep,-4.822939146693101e-05
8648,6am-9pm,-4.8175845621731e-05
1455,baby,-4.8093473708692656e-05
4468,motherless,-4.809265219383318e-05
3533,daddy,-4.803903269067793e-05
8499,anybody,-4.8017500471474224e-05
2619,grateful,-4.8003324511776155e-05
155,fighting,-4.794496361758815e-05
3333,snakes,-4.794487964323772e-05
3697,rec,-4.785946016064747e-05
291,thankful,-4.78279874587717e-05
4353,paloma,-4.7749499432960205e-05
4281,terrorism,-4.771627487033814e-05
2392,propel,-4.7647624448100073e-05
5274,6am,-4.7616033300045006e-05
3944,immaculate,-4.76090705685378e-05
7611,stopped,-4.756028467944115e-05
3636,dunked,-4.75345249610253e-05
7598,strangers,-4.749288017951789e-05
2071,angry,-4.741067558462757e-05
3343,chirstmas,-4.7361979080385745e-05
1245,dad,-4.729740193108654e-05
2195,production,-4.726149147720617e-05
7442,gorilla,-4.725893293203927e-05
6513,resistance,-4.725600686055977e-05
6195,oj,-4.7234840162546754e-05
4699,whoever,-4.722857606121841e-05
230,someone,-4.718598622124747e-05
3768,cadeaux,-4.7112003978143944e-05
4763,d-line,-4.703062586421924e-05
1896,nor,-4.6987317020669084e-05
431,ha,-4.698086135249782e-05
621,something,-4.69487936600807e-05
8794,incredibly,-4.692076256967646e-05
1706,weapon,-4.682877503133108e-05
4916,cleaned,-4.6799023202537273e-05
3005,notice,-4.67722029363282e-05
5644,employers,-4.67427154378381e-05
5447,bottom,-4.668909487364569e-05
8085,dryer,-4.6654727258296436e-05
410,number,-4.662368827997357e-05
3492,57,-4.6616076413478676e-05
1383,xx,-4.6607518926613075e-05
6534,naomi,-4.660193157775919e-05
3458,cycle,-4.656808954816474e-05
3649,helpin,-4.6560804148871686e-05
4032,mai,-4.6560142618587914e-05
2685,teenage,-4.650321436088384e-05
181,keep,-4.6378803574350475e-05
3395,112,-4.632032061217401e-05
7624,juggling,-4.6243690960243216e-05
1573,host,-4.620847521030249e-05
40,us,-4.61783674392021e-05
7489,rick,-4.6139395902084885e-05
124,be,-4.6115626354762505e-05
8623,contain,-4.61096193100463e-05
7118,schools,-4.6049410994256354e-05
5345,ahh,-4.599590996556087e-05
5998,rte,-4.594274057569752e-05
3760,meal,-4.593857688485187e-05
1797,youre,-4.592656763334836e-05
5520,install,-4.587939711951413e-05
7715,awwww,-4.582420403146206e-05
4567,3w,-4.581986694995838e-05
4081,cultivate,-4.5764755959453846e-05
5497,simple,-4.573583354282444e-05
3561,ook,-4.573057476784727e-05
2173,dragging,-4.572425615471681e-05
3784,nauseated,-4.5618781610872246e-05
2054,99.7,-4.5608074123635304e-05
7475,awkard,-4.5587090417148373e-05
3398,discover,-4.555889910361996e-05
2653,dragon,-4.554209164410599e-05
6121,neighborhoods,-4.551412081026656e-05
7091,gladness,-4.548225762267643e-05
516,them,-4.542420542900179e-05
3368,ewwwwww,-4.529744075068506e-05
5024,rider,-4.528941569826831e-05
1898,wipe,-4.52854830933202e-05
5317,ninth,-4.5280346807699224e-05
7241,21,-4.5244590385268386e-05
5900,shoe,-4.5226168726118604e-05
8701,ipods,-4.521765965584747e-05
2702,fallen,-4.515576220626814e-05
5185,congresswomen,-4.513357574826064e-05
320,woke,-4.512327446586062e-05
961,nfc,-4.511160549829944e-05
379,christ,-4.5062574883831115e-05
1137,90min,-4.505346243613682e-05
2233,flash,-4.502652985403168e-05
4166,organized,-4.500486873737928e-05
6321,prof,-4.4997643723706436e-05
3083,uncle,-4.496235551928412e-05
294,&,-4.4954897725424424e-05
8785,auntie,-4.494805437317165e-05
5510,educating,-4.492415213965238e-05
6123,mailroom,-4.489189828238902e-05
278,majority,-4.482157714200605e-05
7162,deer,-4.4797712852116045e-05
2509,feature,-4.4794958062832544e-05
5220,kugel,-4.479428315031215e-05
4594,giants,-4.478411209417501e-05
990,where,-4.477620732038066e-05
892,vet,-4.47684352209368e-05
8173,bc2,-4.4724480569420244e-05
251,1st,-4.4696931909517226e-05
2527,iknow,-4.468996063505526e-05
1962,those,-4.463651461946687e-05
2936,character,-4.4632407481869836e-05
2585,pinnacle,-4.46297760490462e-05
6289,surrounds,-4.459723466272842e-05
1877,needed,-4.45835378284147e-05
5698,sortie,-4.4576114230082494e-05
3962,solo,-4.453090818307167e-05
5652,pound,-4.452866510345161e-05
1660,trying,-4.447809602509265e-05
3789,apart,-4.443743674780362e-05
139,now,-4.441198899247773e-05
5119,sewing,-4.435893809265261e-05
1124,coming,-4.4351489779492865e-05
4401,propria,-4.4291357866083e-05
5025,congress,-4.42630732101217e-05
2658,tap,-4.425578047367704e-05
72,have,-4.421475355552372e-05
4273,lads,-4.420743168274153e-05
7256,hodet,-4.4189387615735095e-05
7529,cumberland,-4.4147974727922456e-05
7842,fuck.,-4.4094766242099984e-05
2923,33,-4.4086263114162854e-05
5865,babysit,-4.407647967443677e-05
5726,poured,-4.40216110572269e-05
8058,deff,-4.401269864792737e-05
7302,rachel,-4.3982559904117204e-05
5420,somebody,-4.3982309724745376e-05
8009,misplaced,-4.395368873761818e-05
2915,remains,-4.394048695840139e-05
1799,18,-4.393827146298328e-05
8587,balconies,-4.393758779735711e-05
5586,smelled,-4.392976095803956e-05
5475,leslie,-4.3891153240343236e-05
3736,whispering,-4.3870401642402474e-05
8666,former,-4.3815144376471444e-05
6540,daughters,-4.381248141051118e-05
2650,single,-4.3780715933803484e-05
2693,basketball,-4.377444862176526e-05
3455,successfully,-4.373255811973846e-05
4157,tips,-4.371646110732962e-05
3930,kyle,-4.36309681240791e-05
2581,accused,-4.3551541055207226e-05
4076,orleans,-4.342145687288521e-05
2955,urself,-4.342135845345844e-05
396,himself,-4.3404203810474675e-05
8314,robs,-4.335154460659655e-05
6194,pickled,-4.3330953978348676e-05
4451,930,-4.3309775377620266e-05
504,avoid,-4.3226820663080606e-05
5852,bcs,-4.317353161691787e-05
7084,taylor,-4.311241484201317e-05
3676,workout,-4.3088778396436755e-05
8729,stil,-4.302037304624325e-05
5124,wood,-4.2995469875267205e-05
686,imagination,-4.298448209939544e-05
3229,humor,-4.29731076804122e-05
2663,welcome,-4.297012508783825e-05
1583,mother,-4.296129031992396e-05
2377,barricade,-4.2950744873919036e-05
2197,fast,-4.291502409540225e-05
2171,yo,-4.2899764849144404e-05
5736,fit,-4.2895828560880207e-05
5724,vessel,-4.288274665261404e-05
7946,hett,-4.285379932735198e-05
8580,asusta,-4.2729967535298384e-05
4998,bleeding,-4.2694107653683475e-05
2393,ahead,-4.2672399354643194e-05
3675,bunch,-4.2659033011448073e-05
4174,didnt,-4.259126745996413e-05
5801,anderson,-4.2584275238767546e-05
7139,presidency,-4.2567091957939006e-05
3435,visiting,-4.256051273135095e-05
6235,approaching,-4.254323281979826e-05
743,windows,-4.250726218300089e-05
2232,cards,-4.244804851644407e-05
3324,pee,-4.2431598452189105e-05
3303,maths,-4.242490362101998e-05
6526,womens,-4.2403735623890436e-05
8401,puzzle,-4.239762508743877e-05
6047,stores,-4.23974140297856e-05
712,kingsway,-4.236098460261217e-05
7048,evans,-4.233731577794636e-05
7509,sudah,-4.23160642763871e-05
3527,kang,-4.228346377037912e-05
7277,restrooms,-4.22746956138754e-05
1012,weak,-4.223665674031251e-05
4065,taxi,-4.2173217252278285e-05
4494,scout,-4.2166951281155244e-05
98,glasses,-4.2157087468793266e-05
2877,stressful,-4.213870682032728e-05
7459,protests,-4.213306100754976e-05
2011,passing,-4.21293575021907e-05
1481,count,-4.2106373943041686e-05
3463,tommorrow,-4.207603765509609e-05
7175,tous,-4.198380131783339e-05
37,really,-4.1975342826759084e-05
4926,flight,-4.197334964358611e-05
4036,bart,-4.196503454808419e-05
1575,blessing,-4.19466455823074e-05
2616,kunnen,-4.189433468791493e-05
6668,willard,-4.189055290329679e-05
8637,23rd,-4.184326349889668e-05
8101,opps,-4.1755001756604996e-05
4240,opposite,-4.1747194006341176e-05
5366,mr.,-4.1719301716797174e-05
1073,xmas,-4.1713927029932004e-05
334,niv,-4.165196727028743e-05
8322,sophia,-4.160554948106951e-05
2758,ask,-4.157818769267459e-05
6554,wasnt,-4.154255539727282e-05
1731,assessment,-4.1539969937824316e-05
7556,barulho,-4.1537919899480935e-05
8434,srry,-4.152836226402821e-05
2357,relaxed,-4.1497560261389846e-05
703,done,-4.1489644802661435e-05
2461,accomplished,-4.1459701709074606e-05
4283,twin,-4.1449758817020594e-05
7825,soundcheck,-4.1434395919522376e-05
8207,knocked,-4.142737727066991e-05
5953,stressed,-4.142725155510388e-05
3075,worked,-4.142598434413053e-05
7351,bueno,-4.141425041184914e-05
1893,jerusalem,-4.14095795702209e-05
505,doing,-4.1404872189730106e-05
66,are,-4.135328210135908e-05
6607,sejarah,-4.1292663511651286e-05
6700,search,-4.1291090825940486e-05
4662,k9,-4.128013223604184e-05
6324,vicinity,-4.127751537556851e-05
1831,fourth,-4.125029449007321e-05
7071,worlds,-4.1213111705393545e-05
3144,yellow,-4.1188724025989796e-05
527,ill,-4.115976335206499e-05
3430,bloody,-4.115760390334295e-05
1520,well,-4.112685056616483e-05
5482,fooled,-4.1118211177311594e-05
4900,bijna,-4.108446640559339e-05
1744,crying,-4.1077808968439566e-05
8472,uniform,-4.104878923913889e-05
2706,alot,-4.094089764277887e-05
5016,maldita,-4.088356044828467e-05
3638,carr,-4.084787158137482e-05
4898,jera,-4.0843276970228757e-05
1207,pictures,-4.082707928547e-05
2580,woman,-4.0801560044902195e-05
1324,called,-4.072955416634611e-05
3959,duty,-4.0725485446389684e-05
1050,pbs,-4.069859061445139e-05
8248,lapel,-4.0680274489047137e-05
2584,discovered,-4.066705590625383e-05
6372,molesting,-4.064165526668356e-05
8812,campfire,-4.062818542432589e-05
7225,ironing,-4.06190839520166e-05
7688,omega,-4.059605374102475e-05
3253,grocery,-4.05575895626272e-05
284,dems,-4.053037900762537e-05
1337,sinterklaas,-4.052511411442048e-05
458,gym,-4.051447480814826e-05
8419,bowel,-4.0500338841421076e-05
3989,vida,-4.0479168432460304e-05
4854,improve,-4.043846303250262e-05
3393,thin,-4.038898495551242e-05
2208,launch,-4.0369938597530053e-05
7446,cancel,-4.034015902253883e-05
5456,civil,-4.027837819138398e-05
3465,note,-4.0256250323517694e-05
8164,8h30,-4.0234507988118944e-05
3024,bottles,-4.022153464389281e-05
4694,47,-4.021422046765945e-05
26,apparently,-4.02138411462767e-05
6396,recruited,-4.020966330470605e-05
1698,sink,-4.015670072101813e-05
6029,bezoek,-4.010042968836063e-05
8145,trafficking,-4.00771157182761e-05
2479,becoming,-4.006560127508451e-05
2559,finding,-4.005285982881387e-05
3433,maroon,-4.0007967218430644e-05
1169,vanished,-4.0006270560100585e-05
951,log,-3.9998708360991736e-05
7646,stolen,-3.9949599258919295e-05
5723,harm,-3.994800131351551e-05
8202,junior,-3.99296577191395e-05
1276,battle,-3.99082258998869e-05
3616,entier,-3.9899521083745874e-05
7789,convince,-3.98954153009981e-05
5761,reception,-3.985779656575272e-05
884,loved,-3.983208814837303e-05
926,clean,-3.9807938007817714e-05
7584,tzu,-3.9756901745313006e-05
6377,dedicate,-3.974020755687381e-05
4123,eddies,-3.967853331362426e-05
3923,ele,-3.9677327774196246e-05
4607,fingers,-3.9664979714676334e-05
4901,klein,-3.965674693644191e-05
2199,session,-3.96526514163236e-05
8584,mentira,-3.95744251695871e-05
6001,grumpy,-3.954980904485207e-05
4582,fried,-3.952363508620822e-05
388,only,-3.9522681645285144e-05
4533,gold,-3.9518291712912815e-05
2690,functions,-3.9505052665110454e-05
5232,tomor,-3.9489237059291455e-05
4537,christmastime,-3.9415653362119074e-05
809,theaters,-3.94156159795052e-05
5223,muffins,-3.9412684191449476e-05
4729,messages,-3.939297199687601e-05
5774,teary,-3.938995970523102e-05
5575,tem,-3.9387256518310446e-05
2848,gain,-3.9369349620144605e-05
5596,garden,-3.936280899213814e-05
7291,xd,-3.934567525856951e-05
1777,device,-3.933279634196693e-05
935,ne,-3.932522267255162e-05
933,une,-3.931665567683057e-05
6314,kettle,-3.93069286592338e-05
6281,utilise,-3.9304391219855565e-05
555,giving,-3.930195904010134e-05
4029,paura,-3.929849319675862e-05
7802,prank,-3.922812101523167e-05
5351,pema,-3.9209868873679375e-05
5044,vocal,-3.919365429691618e-05
7839,detentions,-3.917779028331742e-05
5958,surging,-3.90973699927051e-05
8369,eternity,-3.9084336250321424e-05
6371,penn,-3.9054412898120983e-05
7386,fruits,-3.905324324286359e-05
1764,everybody,-3.902865848334345e-05
3698,700,-3.90227326360127e-05
8016,earphone,-3.9022048907002444e-05
210,another,-3.8996608595370426e-05
5222,pumpkin,-3.898579254415073e-05
8023,pong,-3.895225136539029e-05
7083,ja,-3.8917367991276964e-05
5141,250,-3.888700971639671e-05
4571,3l,-3.885785476995443e-05
6014,photos,-3.884944012228189e-05
6506,vieja,-3.884843678204338e-05
3838,sincere,-3.874293303873969e-05
5511,ourselves,-3.870465399427847e-05
3625,posture,-3.8645868954461385e-05
3670,60,-3.864038046099322e-05
5960,prayed,-3.858961699451163e-05
205,always,-3.858639272292534e-05
8524,femme,-3.85350195999788e-05
6634,temp,-3.846355122659088e-05
2473,photo,-3.8416354222556675e-05
2700,-this,-3.8412080962103935e-05
7576,snap,-3.8350488855964387e-05
7822,colleague,-3.834928699124044e-05
314,ago,-3.8343057101465383e-05
7543,sovereign,-3.829297282072796e-05
6039,70,-3.826821797826854e-05
1579,ah,-3.825210222843029e-05
654,blistered,-3.8233523282810236e-05
3502,producing,-3.822461970529423e-05
4505,departing,-3.8163163079829324e-05
35,...,-3.812366839779505e-05
5264,fears,-3.8097233325057617e-05
5814,strike,-3.809421948704906e-05
4442,seed,-3.804605665730753e-05
2453,browne,-3.801226371174003e-05
5483,bright,-3.8001963702487085e-05
4130,iam,-3.799923921709062e-05
5060,colonel,-3.7991934792395816e-05
2833,age,-3.799099936579512e-05
6142,foot,-3.7955720868928716e-05
178,mall,-3.795463504201577e-05
1372,liz,-3.7924169851869126e-05
5628,round,-3.788054551273569e-05
5980,bullies,-3.787193956038141e-05
4757,schott,-3.7838219542222556e-05
6583,ryan,-3.781046695656167e-05
3189,tues.,-3.7769238035752334e-05
1286,fl,-3.774419789371345e-05
8537,fault,-3.7713382862415656e-05
4203,rising,-3.768952330661022e-05
2132,laughter,-3.7633264267251633e-05
8274,marche,-3.759749092768965e-05
6783,recovering,-3.7564290132802306e-05
1307,sleep,-3.7560578697831055e-05
252,staff,-3.7519315951315184e-05
599,mention,-3.749241600685158e-05
4705,lacking,-3.7460390941536106e-05
4222,quoi,-3.7443911286936e-05
8674,turing,-3.743823731765956e-05
159,dodo,-3.7417458508882884e-05
3859,lil,-3.740183377680083e-05
4936,feast,-3.740032766000884e-05
2726,devil,-3.737657651596609e-05
180,am,-3.7326512925714856e-05
3166,literal,-3.731066004283526e-05
5787,paps,-3.729128460661486e-05
84,you,-3.728165126783073e-05
3853,walker,-3.725659942357446e-05
6780,on-line,-3.7252870742426894e-05
6499,dell,-3.723881888206906e-05
4515,mens,-3.7228606401495854e-05
7397,anatomies,-3.721221972105821e-05
5431,intense,-3.7160784581326905e-05
4371,safc,-3.708926188304747e-05
4300,event,-3.7075076068524364e-05
8355,bruno,-3.706714357449393e-05
259,que,-3.705805068998429e-05
1626,core,-3.7050713702255816e-05
5453,sudden,-3.704590782980051e-05
7213,klo,-3.696759066508487e-05
6989,dachten,-3.694456754149875e-05
5135,singles,-3.69402727812463e-05
5126,west,-3.6933927059184465e-05
494,abren,-3.6931427607903265e-05
3751,uncles,-3.692727754771282e-05
261,bus,-3.6907652122705544e-05
6105,council,-3.6848058102880306e-05
7867,escorte,-3.684273108360003e-05
7759,thers,-3.684049554919326e-05
4882,max,-3.68151413653417e-05
4864,bath,-3.680639303614534e-05
6923,terrifying,-3.6784298106442105e-05
4172,plasma,-3.6759432096597575e-05
3512,itu,-3.675374052078105e-05
1178,certainly,-3.674991435873e-05
8783,homecoming,-3.673101276929689e-05
860,fat,-3.672615980337835e-05
7424,wonderfully,-3.6699004741819305e-05
5531,manana,-3.65985023966694e-05
6119,setting,-3.65358881831609e-05
7734,dose,-3.6509955991567124e-05
2310,knows,-3.648573014552711e-05
4851,speaking,-3.6401585784773755e-05
4575,unknown,-3.63939292233506e-05
5949,barnes,-3.6382156306358005e-05
8431,mating,-3.638136960204973e-05
2279,pillar,-3.636716281976595e-05
2355,sadness,-3.63608947503759e-05
2288,peppermint,-3.632621992251365e-05
876,before,-3.631693064051917e-05
3054,500,-3.6276924423700975e-05
369,me,-3.627369893864121e-05
2785,baileys,-3.6209225149636875e-05
1517,laugh,-3.618182687187167e-05
5861,grams,-3.612958274957179e-05
5945,dumb,-3.6111883011005454e-05
4453,parent,-3.607910141683587e-05
5434,whens,-3.6018826634167224e-05
3464,121,-3.601046683277946e-05
4177,dreading,-3.59556898444545e-05
567,ben,-3.5954930674556086e-05
1363,casa,-3.5920868110288205e-05
8724,lad,-3.592077564085658e-05
2055,fm,-3.591102929778887e-05
7198,technische,-3.5886670071536053e-05
8669,lados,-3.5873615416048634e-05
5132,sauna,-3.586358832046892e-05
4139,personality,-3.584370410380946e-05
343,job,-3.581602979687138e-05
702,drake,-3.581217926140095e-05
6774,desolate,-3.578185189011781e-05
5755,tin,-3.575499094072038e-05
3610,vieux,-3.574719068303951e-05
2985,ttk,-3.573942329537817e-05
1020,link,-3.572974856183476e-05
4695,mp3,-3.5727341502529304e-05
7968,struggling,-3.56295242606179e-05
506,thing,-3.559724410736766e-05
7205,mindfulness,-3.557755213792415e-05
5850,joining,-3.5557157011179996e-05
5907,dingen,-3.5484808908641866e-05
