Word,Bert,Distilbert,Bert_Mask,DistilBert_Mask
older,-4.07e-05,-2.78e-06,0.019552968442440036,-0.03389986976981163
ties,-4.07e-05,2.6e-06,0.057911872863769524,-0.09668898582458496
waving,-4.05e-05,-3.2200000000000003e-05,-0.01826953887939453,-0.006572882179170847
belfast,-4.05e-05,-3.86e-05,-0.020688533782958984,0.07346487045288086
goods,-4.03e-05,-2.4e-05,-0.01381826400756836,-0.040860652923583984
poke,-4.03e-05,-1.7800000000000002e-05,0.0012041727313771846,-0.006058772560209036
monroe,-4.02e-05,3.18e-06,0.11795425415039062,0.05391120910644531
uniform,-4.02e-05,3.32e-06,0.2329488694667816,0.14406056702136993
tragedy,-4.02e-05,-7.4e-06,2.061033010482788,0.10338735580444336
lifestyle,-4.01e-05,-2.8999999999999997e-05,-0.005156993865966797,0.04060840606689453
stab,-4.01e-05,7.53e-06,0.012229442596435549,-0.10469213873147963
cricket,-4e-05,-1.75e-05,-0.0350983627140522,0.026931952685117718
pancakes,-4e-05,3.35e-06,0.003360271453857422,-0.029852423816919323
baptist,-4e-05,7.25e-06,-0.07412266731262207,-0.01883673667907715
nigel,-4e-05,-1.38e-06,0.01093912124633789,-0.07315444946289062
needy,-3.9899999999999994e-05,1.34e-05,0.05470538139343262,-0.09000182151794434
fridge,-3.9899999999999994e-05,-5.2e-06,0.14578589797019958,0.0005496820085681975
sniffing,-3.97e-05,-3.12e-05,-0.07205390930175781,0.02329111099243164
fooled,-3.96e-05,-5.08e-06,0.07199764251708984,-0.011205315589904785
scissors,-3.9500000000000005e-05,4.33e-06,-0.05140066146850586,-0.10661602020263672
mushrooms,-3.9399999999999995e-05,-5.79e-06,0.20580816268920896,-0.17612195014953613
nazi,-3.929999999999999e-05,1.11e-05,0.031098484992980964,-0.011472404003143309
destination,-3.8900000000000004e-05,-9.77e-06,0.013204336166381836,-0.019789457321166992
advertising,-3.8900000000000004e-05,-2.8999999999999997e-05,-0.3181452751159668,-0.13768815994262695
banana,-3.87e-05,-6.47e-06,0.026828169822692868,-0.03019249439239502
starving,-3.87e-05,-2.34e-06,-0.3791929185390472,-0.007157060783356428
lobster,-3.87e-05,2.6899999999999997e-05,0.01416158676147461,-0.0002593994140625
preston,-3.86e-05,4.92e-06,-0.05740213394165039,0.0012867450714111328
gained,-3.85e-05,-2.13e-05,-0.2655270993709564,-0.043730735778808594
garage,-3.85e-05,1.08e-06,0.26797786355018616,0.11881113052368165
flicking,-3.8299999999999996e-05,8.08e-06,0.16026592254638672,-0.002090930938720703
jackets,-3.82e-05,-2.9199999999999998e-05,-0.004792213439941406,-0.06020212173461914
veterans,-3.82e-05,-1.63e-05,0.04550600051879883,-0.06892013549804688
kidney,-3.8e-05,3.43e-06,0.005732893943786621,0.08418053388595581
guards,-3.79e-05,-5.3e-06,-0.013250350952148438,-0.03267192840576172
vomiting,-3.79e-05,5.23e-06,0.02587238885462284,0.06336164474487305
geek,-3.78e-05,-2.08e-05,-0.035390757024288184,0.01952676847577095
leash,-3.76e-05,5.36e-06,0.07001852989196777,-0.02161860466003418
worker,-3.76e-05,1.06e-05,1.3668485879898071,0.1530129313468933
proven,-3.75e-05,-1.8e-05,-0.005611419677734375,-0.002464771270751953
stores,-3.74e-05,1.74e-06,0.02597658894956112,0.062122683972120285
threw,-3.74e-05,1.6800000000000002e-05,0.14163805544376373,0.04942940175533295
eliminate,-3.72e-05,-1.88e-05,0.10818557441234587,-0.026141071692109108
literature,-3.72e-05,-2.44e-05,-0.012696981430053713,0.07716059684753418
mlb,-3.71e-05,-1.05e-05,0.15127801895141602,0.09517860412597656
sophomore,-3.69e-05,4.79e-06,0.030083894729614258,0.012978792190551758
stuffing,-3.68e-05,-9.4e-06,-0.16795358061790466,-0.14988580346107486
packers,-3.65e-05,1.9e-06,-0.04177872464060784,0.08721590042114258
ribs,-3.65e-05,6.13e-06,0.1989603042602539,0.03961849212646485
celebrations,-3.65e-05,-1.93e-05,-0.016455650329589844,-0.012285470962524414
fanny,-3.65e-05,-1e-06,0.0856332778930664,0.012314796447753906
liberal,-3.63e-05,3.6099999999999997e-05,0.4718032777309418,0.01089294720441103
depth,-3.6099999999999997e-05,-3.05e-05,0.0598522424697876,0.006899893283843994
suspect,-3.6e-05,-4.15e-06,-0.027862548828125,0.040254831314086914
graphic,-3.59e-05,4.7e-07,-0.0550236701965332,-0.0895380973815918
shaved,-3.59e-05,5.33e-06,-0.1590437889099121,0.06382560729980469
allison,-3.59e-05,-1.49e-05,0.0429530143737793,-0.0167083740234375
reliable,-3.5799999999999996e-05,-4.5799999999999995e-05,-0.05032968521118164,-0.010559558868408205
coma,-3.570000000000001e-05,-1.11e-05,0.015827655792236328,0.003801703453063965
honestly,-3.5600000000000005e-05,-1.7100000000000002e-05,0.013776663690805435,0.010708480142056942
experienced,-3.5600000000000005e-05,-1.78e-06,0.05444376915693283,-0.002837044885382056
shooter,-3.5499999999999996e-05,6.36e-05,-0.9554679393768309,-0.944960117340088
cheat,-3.5499999999999996e-05,1.04e-05,-0.04728794097900391,0.04691855236887932
citizen,-3.5499999999999996e-05,3.12e-06,0.05124950408935547,-0.029910564422607425
upper,-3.54e-05,1.6899999999999997e-05,0.11791814863681792,-0.03200013190507889
cougars,-3.54e-05,-4.49e-05,0.020805835723876957,-0.04647684097290039
giants,-3.53e-05,-6.14e-06,-1.1548136472702026,0.03298981860280037
soup,-3.53e-05,-8.49e-06,0.039800576865673065,-0.04635943844914436
forced,-3.53e-05,-1.39e-05,0.504031240940094,0.67097407579422
trial,-3.52e-05,-9.53e-06,-0.05579710006713867,-0.016247272491455078
brit,-3.52e-05,1.25e-05,-0.01717548444867134,-0.04370727390050888
appeal,-3.5100000000000006e-05,-6.41e-06,-0.02116298675537109,-0.05063136294484138
average,-3.4899999999999995e-05,-1.21e-05,0.15092897415161133,0.027564525604248047
israelis,-3.47e-05,-5.4600000000000006e-05,-0.029737472534179688,0.009329795837402344
gallon,-3.47e-05,2.44e-05,-0.056621551513671875,0.007717132568359375
mick,-3.47e-05,1.09e-05,0.024491151794791218,-0.056903678923845284
hurting,-3.46e-05,1.74e-05,-0.0545596107840538,-0.0017867088317871094
newspaper,-3.46e-05,-2.34e-05,0.02367782592773437,-0.012172222137451172
weighed,-3.46e-05,1.49e-06,0.2100999355316162,-0.1050812005996704
pajamas,-3.46e-05,-1.34e-05,-0.04286054894328117,0.0415445975959301
interviewing,-3.46e-05,-2.05e-05,-0.03709268569946289,0.01270453166216612
workplace,-3.45e-05,-3.34e-06,0.04041767120361328,0.009757041931152344
devin,-3.45e-05,2.78e-05,0.002773046493530273,-0.005459308624267578
australian,-3.45e-05,-1.3000000000000001e-05,-0.0028884410858154297,0.0526735782623291
maturity,-3.4399999999999996e-05,-2.2899999999999998e-05,0.01001119613647461,-0.15233254432678225
theater,-3.4399999999999996e-05,-4.59e-06,0.002552236896008253,-0.041928905993700034
carrying,-3.43e-05,-1.53e-05,0.033479053527116776,-0.04328751564025879
betrayed,-3.4200000000000005e-05,3.68e-05,-0.07033824920654297,0.4022955894470215
intend,-3.4200000000000005e-05,-2.6000000000000002e-05,-0.04272007942199707,-0.0087510347366333
victim,-3.4e-05,-1.9e-05,0.0911976471543312,-0.01778697967529297
moral,-3.39e-05,2.8800000000000002e-05,0.010463714599609377,-0.021013855934143063
hiv,-3.39e-05,-2.75e-06,0.06296944618225098,0.04081201553344727
corporate,-3.37e-05,1.55e-05,0.15413475036621094,-0.03260517120361328
hail,-3.3600000000000004e-05,1.15e-05,-0.022036710754036903,-0.05559206008911133
stations,-3.35e-05,-1.64e-05,0.08067178726196289,0.00341796875
vile,-3.3299999999999996e-05,-1.0800000000000002e-05,0.04350900650024414,-0.14280319213867188
promote,-3.32e-05,-1.66e-05,-0.016912877559661862,-0.0113297700881958
praised,-3.3100000000000005e-05,-4.86e-06,-0.1680734157562256,-0.04715251922607422
sperm,-3.3100000000000005e-05,3.52e-05,1.3218764066696167,0.1332240104675293
brutal,-3.3e-05,4.1899999999999995e-05,-0.003415107727050781,0.04302310943603516
tucked,-3.3e-05,-2.99e-05,0.01304340362548828,-0.04091072082519531
sole,-3.28e-05,4.95e-07,-0.05025339126586914,-0.016385555267333984
besides,-3.28e-05,-4.02e-06,-0.08624368160963057,0.021005550399422646
maggie,-3.28e-05,2.08e-05,-0.018665313720703125,-0.06467640399932861
commit,-3.27e-05,-1.4499999999999998e-05,0.06013333797454834,-0.0498502254486084
bun,-3.27e-05,-7.44e-06,0.02264043316245079,0.02355051040649414
patients,-3.27e-05,-2.6300000000000002e-05,0.006616115570068359,-0.003209114074707031
sausage,-3.26e-05,1.4400000000000001e-05,-0.0029980342369526625,0.4743834435939789
etc,-3.24e-05,-1.31e-05,-0.009929154999554156,0.012162133120000362
snoop,-3.229999999999999e-05,-3.45e-05,0.0011513233184814453,-0.05181622505187988
carnage,-3.229999999999999e-05,-2.3799999999999998e-08,0.03207683563232422,-0.1183784008026123
strictly,-3.21e-05,-5.8e-06,-0.007713991217315197,0.08779284358024597
fountain,-3.2e-05,-2.77e-06,-0.00028014183044433594,0.0036995410919189453
arrogance,-3.2e-05,-4.49e-05,0.0001926422119140625,-0.005773544311523438
footballer,-3.2e-05,-3.07e-06,0.12216917425394057,0.04157114028930664
cane,-3.19e-05,-1.7100000000000002e-05,-0.01969585381448269,-0.003492021467536688
orleans,-3.18e-05,-4.21e-07,0.02232297323644161,-0.017369747161865234
liar,-3.18e-05,-6.43e-06,0.014217758551239969,0.2808525562286377
yearbook,-3.18e-05,2.59e-06,-0.022200345993041992,-0.08262753486633301
coke,-3.18e-05,-1.85e-06,0.104618102312088,0.006079292390495539
balloon,-3.18e-05,-1.4499999999999998e-05,-0.002149740932509303,-0.0480494499206543
attract,-3.17e-05,-1.0199999999999999e-05,-0.7922735810279846,-0.06215493008494378
supply,-3.17e-05,-2.9199999999999998e-05,0.014011542312800884,-0.036739509552717216
opinion,-3.16e-05,-1.0199999999999999e-05,0.12956666946411133,-0.018261194229125977
jets,-3.15e-05,-2.64e-06,0.02847711183130741,0.0009450912475585938
canada,-3.13e-05,-6.1e-06,0.08572322875261308,0.006633009295910597
thai,-3.13e-05,2.2899999999999998e-05,-0.016927147284150124,-0.04647226259112358
grandma,-3.12e-05,9.32e-06,0.047517668455839164,-0.012839122675359249
degrees,-3.11e-05,1.68e-06,-0.02835392951965332,0.004038214683532715
common,-3.11e-05,-7.91e-06,-0.001865126891061664,-0.04372382164001465
waist,-3.11e-05,-2.65e-05,0.048207998275756836,0.013035774230957031
fling,-3.11e-05,-1.76e-05,0.12624597549438474,0.08429479598999022
jenna,-3.1e-05,-2.2e-06,-0.05609416961669922,-0.05621282383799553
compromise,-3.0799999999999996e-05,-1.3300000000000001e-05,0.04123091697692871,-0.06450748443603516
rd,-3.06e-05,-1.27e-05,-0.0036521751899272203,-0.01472965907305479
salty,-3.05e-05,-3.42e-06,0.10974518209695816,-0.11859432607889175
significant,-3.05e-05,-1.73e-05,-0.14190657436847687,-0.2584000527858734
rail,-3.05e-05,1.7e-05,0.05712699890136719,0.10588860511779784
cooked,-3.04e-05,-8.53e-06,0.07641400396823883,-0.04816007614135742
curly,-3.04e-05,-7.87e-06,0.10712718963623047,-0.09030485153198242
floating,-3.04e-05,8.73e-06,-0.05344414710998535,0.034954506903886795
sundays,-3.02e-05,-1.25e-05,-0.1336355209350586,0.0651242733001709
reporter,-3.02e-05,-1.84e-06,0.07650136947631836,-0.03693532943725586
primary,-3.02e-05,-8.24e-06,0.022610854357481003,-0.006177997682243586
challenged,-3.01e-05,-9.88e-06,-0.11178112030029297,-0.06534743309020996
busted,-3.01e-05,6.63e-06,-0.0497773177921772,0.03161654621362686
ram,-3.01e-05,8.4e-06,0.002144132275134325,-0.0362679623067379
invited,-2.9999999999999997e-05,5.64e-06,0.048421263694763184,-0.017073750495910645
nbc,-2.9999999999999997e-05,-1.12e-06,0.07877600193023683,-0.01780998706817627
china,-2.9999999999999997e-05,-6.36e-07,-0.005419124383479357,-0.02259341068565845
politician,-2.99e-05,-8.16e-06,-0.04328155517578125,-0.021790027618408203
voting,-2.98e-05,-2.1600000000000003e-05,-0.05597758293151856,-0.08551812171936035
shakes,-2.98e-05,-7.82e-06,0.0635366439819336,-0.004947185516357422
serial,-2.97e-05,-2.46e-05,0.052557706832885735,-0.01982021331787109
blow,-2.97e-05,-8.57e-07,0.03893531858921051,0.00022169947624206543
hardcore,-2.9600000000000005e-05,-9.23e-06,-0.02545865438878536,-0.09854936599731444
flavour,-2.9600000000000005e-05,2.84e-05,-0.2895798683166504,-0.02421808242797852
sip,-2.9600000000000005e-05,-1.0300000000000001e-05,0.01626911200582981,-0.007658577058464289
nightmares,-2.95e-05,7.69e-06,0.10881908982992172,0.029931226745247837
screamed,-2.95e-05,-8.51e-06,0.05538606643676758,0.07977433502674103
turtle,-2.95e-05,-1.8e-05,-0.006325364112854004,-0.08099126815795897
antonio,-2.94e-05,2.18e-05,-0.004114866256713867,-0.028110027313232425
colleague,-2.94e-05,-1.47e-05,0.03614377975463867,0.02638128399848938
dakota,-2.94e-05,-2.7699999999999996e-05,0.7221007347106934,0.059871673583984375
credibility,-2.9199999999999998e-05,4.41e-05,2.751570224761963,0.09288930892944336
pale,-2.9199999999999998e-05,2.51e-05,0.09864568710327147,-0.0011234283447265623
muse,-2.9100000000000003e-05,-2.5e-05,-0.03352522850036621,-0.15904688835144046
mixture,-2.9100000000000003e-05,3.229999999999999e-05,-0.0038285255432128906,-0.028929710388183594
lies,-2.8999999999999997e-05,-1.64e-05,-0.011780723929405212,-0.08254802227020264
poverty,-2.8999999999999997e-05,-1.26e-05,-0.02726205252110958,0.007096926216036081
remorse,-2.8899999999999998e-05,-1.35e-06,-0.09461355209350586,-0.04288148880004883
bites,-2.8899999999999998e-05,1.56e-06,-0.017453670501708984,-0.01711440086364746
illness,-2.8899999999999998e-05,-2.58e-05,-1.1669172048568726,-0.8945016860961914
frozen,-2.8800000000000002e-05,-1.13e-05,1.4391812328540256e-05,0.04193199798464775
landed,-2.8800000000000002e-05,-1e-06,-0.10322292894124983,0.004134019371122122
vancouver,-2.8800000000000002e-05,-2.65e-05,-0.032627105712890625,-0.038514453917741776
