,Word,Bert,Distilbert
1866,note,-1.93E-05,-3.10E-06
1867,half,-1.93E-05,-1.42E-05
1868,sermon,-1.92E-05,-1.53E-05
1869,moose,-1.92E-05,-4.03E-06
1870,guy,-1.92E-05,-1.42E-05
1871,iii,-1.92E-05,-1.87E-05
1872,basketball,-1.91E-05,-9.23E-06
1873,ot,-1.91E-05,-1.39E-05
1874,momma,-1.91E-05,-5.75E-06
1875,clarify,-1.90E-05,2.20E-05
1876,praising,-1.90E-05,-3.01E-05
1877,max,-1.89E-05,-1.85E-05
1878,guessed,-1.88E-05,-4.57E-05
1879,host,-1.88E-05,-1.67E-05
1880,rose,-1.87E-05,-1.40E-05
1881,adam,-1.87E-05,-4.21E-06
1882,basket,-1.87E-05,7.11E-06
1883,jill,-1.86E-05,7.55E-07
1884,song,-1.86E-05,-2.50E-06
1885,intelligence,-1.86E-05,-3.04E-05
1886,ancient,-1.86E-05,-8.54E-06
1887,shooting,-1.86E-05,-9.76E-07
1888,geography,-1.86E-05,1.45E-05
1889,gave,-1.84E-05,-1.05E-05
1890,video,-1.84E-05,1.63E-06
1891,blacks,-1.84E-05,-2.11E-05
1892,jacob,-1.84E-05,-3.80E-06
1893,leading,-1.84E-05,-1.46E-05
1894,caps,-1.83E-05,-4.58E-06
1895,habits,-1.83E-05,-1.74E-05
1896,dishes,-1.81E-05,-1.88E-05
1897,realistic,-1.81E-05,-5.56E-05
1898,shake,-1.81E-05,-2.03E-06
1899,papers,-1.81E-05,-1.08E-05
1900,alex,-1.81E-05,-1.59E-05
1901,spot,-1.80E-05,-1.56E-06
1902,outfits,-1.80E-05,-3.42E-05
1903,caught,-1.80E-05,-1.54E-05
1904,timing,-1.78E-05,-9.94E-06
1905,crab,-1.78E-05,-1.46E-06
1906,on,-1.77E-05,-1.16E-05
1907,np,-1.77E-05,-2.53E-05
1908,ace,-1.77E-05,-5.29E-06
1909,turn,-1.77E-05,5.30E-06
1910,katy,-1.77E-05,1.27E-05
1911,90s,-1.76E-05,-2.38E-05
1912,top,-1.76E-05,-5.44E-06
1913,itunes,-1.76E-05,-1.59E-05
1914,bomb,-1.76E-05,-4.68E-06
1915,auburn,-1.76E-05,1.48E-06
1916,wow,-1.75E-05,-5.77E-06
1917,pow,-1.74E-05,-3.49E-05
1918,tommy,-1.74E-05,-4.21E-07
1919,showing,-1.73E-05,-1.09E-05
1920,mole,-1.72E-05,-1.68E-05
1921,wireless,-1.72E-05,4.58E-05
1922,meant,-1.72E-05,-4.15E-06
1923,mata,-1.71E-05,-1.13E-05
1924,surely,-1.71E-05,-1.48E-05
1925,bio,-1.71E-05,-1.11E-05
1926,jumped,-1.71E-05,1.89E-05
1927,writing,-1.70E-05,-1.41E-06
1928,ve,-1.70E-05,-6.75E-06
1929,ow,-1.70E-05,-2.83E-05
1930,signing,-1.70E-05,-9.46E-06
1931,deeper,-1.70E-05,-6.19E-05
1932,today,-1.69E-05,-1.95E-05
1933,organized,-1.68E-05,-3.19E-05
1934,marathon,-1.67E-05,-1.77E-05
1935,tri,-1.67E-05,-5.20E-06
1936,weren,-1.66E-05,4.68E-07
1937,gig,-1.65E-05,-3.04E-06
1938,joey,-1.64E-05,-4.95E-06
1939,version,-1.64E-05,-1.60E-07
1940,cooked,-1.64E-05,-1.24E-05
1941,upper,-1.64E-05,1.90E-05
1942,natalie,-1.64E-05,-2.65E-05
1943,aisle,-1.63E-05,-3.10E-06
1944,nfl,-1.63E-05,1.21E-05
1945,lilly,-1.63E-05,-7.53E-06
1946,reviews,-1.62E-05,-2.16E-05
1947,41,-1.62E-05,1.52E-05
1948,excellent,-1.62E-05,-7.81E-06
1949,lit,-1.62E-05,-1.83E-05
1950,trio,-1.61E-05,-6.24E-06
1951,menu,-1.61E-05,1.04E-05
1952,elephants,-1.60E-05,6.85E-06
1953,kettle,-1.60E-05,-1.78E-05
1954,speech,-1.59E-05,-2.43E-05
1955,theater,-1.59E-05,-2.03E-05
1956,france,-1.58E-05,-2.40E-05
1957,better,-1.58E-05,-7.34E-06
1958,maybe,-1.57E-05,-1.22E-05
1959,umm,-1.56E-05,-9.37E-06
1960,shiny,-1.56E-05,-2.44E-05
1961,online,-1.56E-05,-5.26E-06
1962,minutes,-1.56E-05,-8.42E-06
1963,write,-1.56E-05,-1.19E-05
1964,visible,-1.55E-05,-2.72E-06
1965,cinnamon,-1.54E-05,2.58E-05
1966,clark,-1.54E-05,5.43E-05
1967,lecturer,-1.54E-05,-2.70E-05
1968,clean,-1.53E-05,-1.40E-05
1969,ii,-1.53E-05,-1.27E-05
1970,pattern,-1.52E-05,-2.17E-05
1971,downstairs,-1.52E-05,-3.26E-05
1972,75,-1.52E-05,4.40E-05
1973,bra,-1.52E-05,-4.48E-06
1974,exist,-1.51E-05,-1.24E-05
1975,tie,-1.51E-05,9.40E-06
1976,athlete,-1.50E-05,-8.26E-05
1977,animation,-1.50E-05,-2.39E-05
1978,semi,-1.50E-05,-2.16E-05
1979,directions,-1.50E-05,5.18E-05
1980,shop,-1.49E-05,-1.40E-05
1981,sketch,-1.49E-05,-8.31E-06
1982,whole,-1.48E-05,-1.30E-05
1983,wars,-1.48E-05,-6.78E-06
1984,glee,-1.48E-05,-1.62E-05
1985,were,-1.48E-05,-4.46E-06
1986,fun,-1.47E-05,-1.87E-06
1987,lamp,-1.46E-05,-2.09E-05
1988,jeans,-1.45E-05,-6.89E-06
1989,starbucks,-1.45E-05,-1.33E-05
1990,gov,-1.43E-05,-7.03E-08
1991,book,-1.43E-05,-2.03E-05
1992,cleaning,-1.42E-05,-1.65E-05
1993,carey,-1.42E-05,1.70E-05
1994,pen,-1.42E-05,-1.12E-05
1995,bradford,-1.40E-05,-1.79E-05
1996,magic,-1.38E-05,-2.75E-05
1997,block,-1.38E-05,-1.23E-05
1998,georgia,-1.37E-05,7.26E-06
1999,logo,-1.37E-05,1.31E-05
2000,casting,-1.37E-05,2.24E-05
2001,chicken,-1.37E-05,1.43E-06
2002,hidden,-1.37E-05,6.02E-06
2003,perfect,-1.36E-05,-1.46E-05
2004,shirts,-1.36E-05,-2.76E-06
2005,was,-1.36E-05,-1.40E-05
2006,knight,-1.36E-05,-6.03E-06
2007,ford,-1.36E-05,-4.01E-05
2008,adorable,-1.35E-05,1.19E-05
2009,58,-1.34E-05,-7.59E-05
2010,pt,-1.34E-05,-1.75E-05
2011,tools,-1.34E-05,-1.38E-05
2012,agent,-1.34E-05,1.97E-05
2013,audio,-1.33E-05,7.57E-06
2014,diva,-1.32E-05,-1.89E-05
2015,brilliant,-1.32E-05,-1.15E-05
2016,electric,-1.32E-05,-8.46E-06
2017,travis,-1.31E-05,-6.67E-05
2018,los,-1.31E-05,-4.76E-06
2019,volleyball,-1.31E-05,6.57E-07
2020,mic,-1.31E-05,-4.01E-06
2021,lace,-1.30E-05,-1.50E-05
2022,tay,-1.29E-05,-6.81E-06
2023,andy,-1.29E-05,-2.65E-05
2024,though,-1.28E-05,-2.28E-06
2025,fighters,-1.28E-05,-4.07E-05
2026,tony,-1.27E-05,9.03E-06
2027,failing,-1.27E-05,-1.05E-05
2028,bros,-1.27E-05,8.58E-06
2029,sue,-1.27E-05,-1.23E-05
2030,rock,-1.26E-05,-6.24E-06
2031,seconds,-1.26E-05,-8.52E-06
2032,liking,-1.26E-05,-5.56E-06
2033,technique,-1.25E-05,6.80E-06
2034,performer,-1.24E-05,-6.17E-06
2035,held,-1.24E-05,-2.54E-05
2036,designing,-1.24E-05,2.31E-05
2037,guitar,-1.24E-05,-1.59E-05
2038,sync,-1.23E-05,1.20E-05
2039,arabic,-1.23E-05,-1.18E-05
2040,presentation,-1.23E-05,-1.15E-05
2041,chemistry,-1.22E-05,-3.97E-06
2042,german,-1.22E-05,-1.22E-05
2043,eddie,-1.22E-05,-1.35E-05
2044,halftime,-1.22E-05,-3.33E-05
2045,scene,-1.22E-05,-4.16E-06
2046,burton,-1.22E-05,-9.58E-06
2047,magazine,-1.22E-05,-9.34E-06
2048,article,-1.22E-05,-1.65E-05
2049,sarah,-1.21E-05,-9.48E-06
2050,art,-1.21E-05,-8.32E-06
2051,johnson,-1.21E-05,-2.95E-05
2052,hats,-1.21E-05,-3.17E-05
2053,correctly,-1.21E-05,-1.10E-06
2054,iphone,-1.20E-05,-1.31E-06
2055,debut,-1.20E-05,1.60E-05
2056,normally,-1.20E-05,-3.90E-05
2057,brown,-1.19E-05,9.76E-06
2058,test,-1.19E-05,-7.19E-06
2059,footballer,-1.19E-05,2.61E-05
2060,went,-1.19E-05,-1.09E-05
2061,cook,-1.18E-05,-1.81E-05
2062,rainbow,-1.18E-05,2.50E-05
2063,stripes,-1.17E-05,-5.18E-05
2064,oregon,-1.17E-05,-2.56E-05
2065,hu,-1.17E-05,-9.27E-07
2066,workshop,-1.15E-05,1.16E-05
2067,green,-1.15E-05,1.58E-07
2068,comic,-1.15E-05,-1.12E-05
2069,beast,-1.14E-05,5.92E-06
2070,fbi,-1.14E-05,-7.92E-06
2071,ultimate,-1.14E-05,2.05E-06
2072,photos,-1.14E-05,-1.49E-05
2073,huge,-1.13E-05,-1.53E-05
2074,owning,-1.13E-05,-1.64E-05
2075,radio,-1.13E-05,-1.24E-06
2076,buffalo,-1.13E-05,2.52E-06
2077,carr,-1.12E-05,-8.67E-06
2078,mustache,-1.12E-05,1.58E-05
2079,rocky,-1.12E-05,-2.55E-07
2080,del,-1.10E-05,1.96E-07
2081,building,-1.10E-05,-1.76E-05
2082,middle,-1.10E-05,3.07E-07
2083,karen,-1.10E-05,9.58E-06
2084,stars,-1.10E-05,-6.30E-06
2085,law,-1.09E-05,-8.14E-06
2086,ion,-1.09E-05,-3.66E-05
2087,visited,-1.08E-05,-2.88E-05
2088,table,-1.08E-05,-1.09E-05
2089,europa,-1.08E-05,-5.34E-06
2090,perhaps,-1.07E-05,1.10E-06
2091,sophia,-1.06E-05,-1.11E-05
2092,shook,-1.06E-05,3.20E-07
2093,record,-1.05E-05,1.52E-05
2094,beard,-1.05E-05,-2.52E-05
2095,whiskey,-1.04E-05,-4.18E-05
2096,beats,-1.04E-05,-2.20E-05
2097,snap,-1.04E-05,-6.96E-06
2098,decor,-1.04E-05,-1.70E-05
2099,lighting,-1.04E-05,-2.30E-05
2100,keeper,-1.03E-05,5.10E-05
2101,disneyland,-1.03E-05,-9.77E-06
2102,chair,-1.03E-05,-1.37E-05
2103,med,-1.03E-05,-4.03E-06
2104,familiar,-1.03E-05,-3.55E-05
2105,fires,-1.03E-05,-6.09E-06
2106,walks,-1.03E-05,-2.12E-06
2107,pink,-1.02E-05,-2.56E-07
2108,washington,-1.02E-05,1.94E-05
2109,plaza,-1.02E-05,-4.21E-05
2110,album,-1.01E-05,1.73E-06
2111,blast,-1.00E-05,-1.26E-05
2112,performed,-9.99E-06,-2.88E-06
2113,arena,-9.98E-06,3.44E-06
2114,front,-9.96E-06,-3.02E-06
2115,planning,-9.88E-06,-6.64E-06
2116,considering,-9.87E-06,-4.22E-05
2117,civil,-9.85E-06,-1.55E-05
2118,pencil,-9.82E-06,-1.09E-05
2119,director,-9.80E-06,-6.15E-06
2120,albert,-9.72E-06,-1.63E-05
2121,charms,-9.67E-06,-1.12E-05
2122,packing,-9.65E-06,-1.35E-05
2123,laser,-9.61E-06,-2.43E-05
2124,si,-9.57E-06,-7.15E-06
2125,artists,-9.53E-06,2.62E-06
2126,opponent,-9.47E-06,-3.27E-05
2127,pulls,-9.47E-06,2.34E-05
2128,dolls,-9.39E-06,1.90E-06
2129,accomplish,-9.36E-06,-2.65E-05
2130,scent,-9.31E-06,-2.77E-05
2131,japanese,-9.30E-06,2.04E-06
2132,96,-9.30E-06,-2.26E-06
2133,wooden,-9.27E-06,3.71E-06
2134,noble,-9.25E-06,-5.97E-06
2135,yoga,-9.20E-06,-2.20E-05
2136,journals,-9.16E-06,-5.73E-06
2137,laundry,-8.95E-06,-1.86E-06
2138,paris,-8.91E-06,-2.86E-05
2139,2008,-8.87E-06,-3.83E-06
2140,squash,-8.77E-06,7.97E-06
2141,tee,-8.76E-06,-7.65E-06
2142,ipad,-8.65E-06,-6.93E-06
2143,quarterback,-8.64E-06,-3.90E-05
2144,ap,-8.61E-06,-1.63E-05
2145,ali,-8.60E-06,-2.55E-05
2146,soundtrack,-8.59E-06,7.25E-07
2147,chick,-8.54E-06,-2.63E-06
2148,chris,-8.52E-06,-1.65E-06
2149,signed,-8.48E-06,6.91E-06
2150,staying,-8.42E-06,-9.39E-06
2151,movies,-8.34E-06,-7.29E-06
2152,whisper,-8.30E-06,-8.18E-06
2153,ba,-8.27E-06,-4.11E-06
2154,assignments,-8.24E-06,-5.98E-06
2155,meets,-8.23E-06,-4.06E-05
2156,detroit,-8.23E-06,-3.74E-05
2157,flag,-8.21E-06,1.15E-05
2158,erica,-8.17E-06,1.65E-05
2159,ufc,-8.10E-06,1.93E-05
2160,blasting,-7.99E-06,-1.42E-05
2161,tad,-7.96E-06,-3.83E-06
2162,rode,-7.86E-06,-6.60E-06
2163,katherine,-7.85E-06,-6.01E-05
2164,alright,-7.84E-06,-3.81E-05
2165,observing,-7.83E-06,1.85E-05
2166,incredible,-7.79E-06,4.49E-06
2167,side,-7.77E-06,5.42E-07
2168,main,-7.75E-06,2.63E-06
2169,blink,-7.71E-06,-6.56E-05
2170,owl,-7.68E-06,2.37E-05
2171,pulled,-7.67E-06,-1.97E-05
2172,star,-7.66E-06,-6.19E-06
2173,missy,-7.65E-06,1.34E-05
2174,ed,-7.64E-06,-1.16E-05
2175,jets,-7.61E-06,-2.45E-05
2176,information,-7.59E-06,-7.71E-06
2177,prevent,-7.57E-06,9.60E-08
2178,had,-7.55E-06,-8.18E-06
2179,potter,-7.54E-06,-1.49E-05
2180,harper,-7.49E-06,-2.02E-05
2181,veil,-7.40E-06,1.09E-05
2182,completely,-7.30E-06,-1.42E-05
2183,brighton,-7.27E-06,1.43E-05
2184,angels,-7.21E-06,-2.18E-05
2185,pandora,-7.19E-06,-3.69E-06
2186,colorado,-7.18E-06,-2.01E-05
2187,plan,-7.17E-06,-6.37E-06
2188,broadway,-7.08E-06,-2.23E-05
2189,honors,-7.07E-06,-1.69E-05
2190,triple,-7.05E-06,5.08E-06
2191,chat,-7.02E-06,-8.24E-06
2192,attempt,-6.99E-06,-6.94E-06
2193,planes,-6.98E-06,2.00E-06
2194,waved,-6.94E-06,-1.55E-05
2195,piano,-6.91E-06,-1.29E-05
2196,jumping,-6.74E-06,-2.26E-05
2197,twilight,-6.73E-06,-8.99E-06
2198,lent,-6.72E-06,-6.17E-05
2199,spanish,-6.62E-06,1.15E-05
2200,lab,-6.56E-06,1.77E-06
2201,lego,-6.56E-06,-2.87E-05
2202,bowl,-6.53E-06,-1.13E-05
2203,disney,-6.44E-06,-1.40E-05
2204,lining,-6.40E-06,8.94E-06
2205,climbing,-6.39E-06,7.71E-06
2206,notre,-6.39E-06,-1.21E-05
2207,original,-6.33E-06,-1.91E-05
2208,academy,-6.28E-06,-5.15E-06
2209,screen,-6.28E-06,-8.77E-07
2210,51,-6.26E-06,1.25E-05
2211,lung,-6.24E-06,-6.72E-06
2212,corey,-6.21E-06,5.31E-06
2213,sang,-6.08E-06,-1.24E-05
2214,microwave,-6.02E-06,-2.97E-05
2215,pull,-5.82E-06,-6.59E-06
2216,painted,-5.81E-06,3.37E-05
2217,proposal,-5.73E-06,4.63E-06
2218,project,-5.71E-06,-2.14E-06
2219,sir,-5.70E-06,-6.32E-06
2220,ron,-5.69E-06,-6.72E-06
2221,taking,-5.69E-06,-8.15E-06
2222,trey,-5.65E-06,-2.73E-05
2223,tank,-5.54E-06,-2.51E-06
2224,center,-5.53E-06,-3.34E-06
2225,somehow,-5.46E-06,-2.73E-05
2226,liked,-5.44E-06,2.04E-05
2227,colleague,-5.38E-06,5.54E-06
2228,def,-5.35E-06,-1.03E-05
2229,whales,-5.25E-06,-6.29E-05
2230,fuel,-5.23E-06,-8.21E-07
2231,francis,-5.18E-06,-4.98E-05
2232,scandal,-5.15E-06,-5.77E-06
2233,browns,-4.95E-06,1.09E-05
2234,hockey,-4.93E-06,-8.17E-06
2235,airplane,-4.88E-06,-2.22E-05
2236,engaging,-4.87E-06,-1.05E-05
2237,legacy,-4.84E-06,-1.70E-05
2238,hat,-4.82E-06,-2.11E-05
2239,cell,-4.79E-06,5.04E-06
2240,baker,-4.74E-06,1.18E-05
2241,hood,-4.70E-06,-4.34E-06
2242,class,-4.63E-06,-1.12E-06
2243,topping,-4.62E-06,7.84E-05
2244,visual,-4.61E-06,1.36E-05
2245,managing,-4.61E-06,2.27E-05
2246,ball,-4.57E-06,7.71E-07
2247,bulls,-4.54E-06,3.72E-05
2248,mac,-4.43E-06,-3.98E-06
2249,bean,-4.37E-06,-1.18E-05
2250,background,-4.28E-06,1.92E-05
2251,rod,-4.26E-06,-1.32E-05
2252,drum,-4.15E-06,-9.82E-06
2253,opening,-4.07E-06,-1.76E-05
2254,gypsy,-4.04E-06,1.74E-08
2255,der,-3.99E-06,-6.94E-06
2256,sara,-3.90E-06,-3.40E-05
2257,entire,-3.87E-06,-1.55E-05
2258,spain,-3.85E-06,1.17E-06
2259,match,-3.85E-06,-1.32E-05
2260,resting,-3.82E-06,-9.25E-06
2261,shay,-3.80E-06,-1.53E-05
2262,amy,-3.80E-06,-3.03E-05
2263,realizing,-3.77E-06,-3.62E-06
2264,search,-3.71E-06,-2.94E-05
2265,artist,-3.59E-06,1.52E-05
2266,adoption,-3.57E-06,-5.98E-06
2267,compose,-3.56E-06,-1.70E-05
2268,solo,-3.51E-06,-1.10E-05
2269,brady,-3.51E-06,-3.54E-05
2270,documentary,-3.47E-06,-2.08E-05
2271,mario,-3.42E-06,-1.07E-05
2272,yellow,-3.41E-06,1.94E-05
2273,mexican,-3.38E-06,-2.25E-07
2274,completed,-3.35E-06,-6.73E-07
2275,cast,-3.26E-06,-1.65E-05
2276,boom,-3.25E-06,-3.30E-06
2277,genre,-3.17E-06,3.15E-05
2278,globe,-3.10E-06,-4.66E-05
2279,props,-3.06E-06,1.17E-05
2280,mia,-3.04E-06,9.06E-06
2281,students,-3.00E-06,-3.57E-07
2282,mills,-2.93E-06,3.00E-05
2283,bars,-2.91E-06,-4.70E-06
2284,sends,-2.88E-06,-5.04E-05
2285,headlines,-2.87E-06,-9.19E-06
2286,beam,-2.75E-06,-2.69E-05
2287,ledger,-2.68E-06,-1.65E-05
2288,daryl,-2.66E-06,-7.06E-07
2289,view,-2.63E-06,-2.43E-05
2290,nz,-2.62E-06,-2.17E-05
2291,twenty,-2.59E-06,-7.78E-06
2292,joined,-2.55E-06,1.29E-05
2293,rises,-2.53E-06,-2.97E-05
2294,mentioned,-2.50E-06,-2.68E-05
2295,astronomy,-2.49E-06,2.66E-05
2296,rugby,-2.47E-06,1.47E-05
2297,failed,-2.43E-06,-7.65E-06
2298,wrap,-2.41E-06,-1.16E-05
2299,steelers,-2.37E-06,-1.60E-05
2300,khan,-2.28E-06,-1.23E-05
2301,prince,-2.27E-06,-2.77E-05
2302,dam,-1.87E-06,-7.40E-06
2303,pie,-1.86E-06,-4.19E-06
2304,polish,-1.85E-06,-1.78E-05
2305,games,-1.76E-06,-1.06E-05
2306,chosen,-1.74E-06,4.83E-06
2307,coincidence,-1.72E-06,-2.69E-05
2308,hannah,-1.70E-06,-2.52E-05
2309,field,-1.58E-06,-6.49E-06
2310,mickey,-1.58E-06,-1.25E-05
2311,davis,-1.51E-06,1.93E-05
2312,jay,-1.40E-06,3.11E-06
2313,checked,-1.32E-06,3.98E-06
2314,paper,-1.09E-06,-9.48E-06
2315,cruise,-1.07E-06,-1.40E-05
2316,pod,-1.00E-06,-1.39E-05
2317,ama,-1.00E-06,-1.30E-05
2318,golden,-9.05E-07,7.92E-06
2319,farther,-8.91E-07,-3.62E-05
2320,cool,-8.89E-07,-3.54E-06
2321,wood,-7.42E-07,-1.92E-05
2322,users,-7.14E-07,-1.22E-05
2323,ward,-6.96E-07,4.09E-05
2324,100th,-6.92E-07,-1.12E-05
2325,bash,-6.85E-07,-4.30E-05
2326,breakfast,-6.48E-07,-6.56E-06
2327,becca,-5.91E-07,-2.27E-05
2328,successful,-4.68E-07,2.34E-06
2329,par,-3.62E-07,4.18E-07
2330,asian,-3.60E-07,6.45E-07
2331,apple,-2.44E-07,8.59E-06
2332,clarkson,-2.36E-07,-1.08E-05
2333,polo,-2.04E-07,4.77E-05
2334,colour,-6.62E-08,-6.03E-06
2335,spotted,-3.70E-09,2.82E-05
2336,game,5.78E-08,-1.53E-05
2337,truck,6.00E-08,-1.47E-05
2338,computers,1.38E-07,3.23E-06
2339,pages,1.69E-07,-1.51E-05
2340,american,1.82E-07,-3.04E-06
2341,evolution,2.04E-07,-3.13E-05
2342,bam,3.00E-07,-4.37E-06
2343,lines,3.15E-07,6.44E-06
2344,broncos,3.41E-07,4.25E-05
2345,cloud,3.84E-07,6.55E-06
2346,mommy,3.85E-07,-7.35E-07
2347,queens,4.87E-07,-2.20E-05
2348,newest,5.01E-07,-1.71E-05
2349,bits,5.33E-07,-2.08E-05
2350,pete,5.34E-07,-7.79E-06
2351,almost,5.61E-07,-1.26E-05
2352,cheerleading,5.63E-07,-4.76E-06
2353,zone,6.08E-07,-4.75E-05
2354,digit,6.92E-07,1.43E-05
2355,leah,7.82E-07,-2.13E-06
2356,oxford,8.32E-07,9.68E-06
2357,jose,1.06E-06,2.67E-06
2358,he,1.19E-06,-7.18E-06
2359,oklahoma,1.19E-06,-7.49E-06
2360,kong,1.23E-06,3.82E-05
2361,tiffany,1.27E-06,1.83E-05
2362,jerseys,1.35E-06,2.40E-05
2363,thanks,1.37E-06,-5.48E-06
2364,predict,1.38E-06,2.18E-05
2365,lance,1.44E-06,-3.33E-05
2366,guessing,1.45E-06,-2.07E-05
2367,fabric,1.47E-06,-1.82E-05
2368,personality,1.51E-06,-4.40E-07
2369,ribbon,1.63E-06,-2.22E-05
2370,string,1.68E-06,1.17E-05
2371,buffy,1.80E-06,-7.05E-06
2372,2009,1.81E-06,-2.58E-05
2373,suit,1.88E-06,-3.00E-05
2374,epic,1.99E-06,-1.06E-05
2375,baking,2.07E-06,1.20E-05
2376,boy,2.11E-06,-8.02E-06
2377,did,2.13E-06,-7.33E-06
2378,comedian,2.14E-06,-6.51E-06
2379,hayes,2.24E-06,6.62E-06
2380,tak,2.36E-06,-1.57E-05
2381,marijuana,2.40E-06,-3.62E-06
2382,bought,2.40E-06,9.77E-07
2383,fa,2.42E-06,-4.93E-06
2384,harry,2.42E-06,-1.18E-05
2385,thong,2.46E-06,-3.01E-05
2386,pulling,2.49E-06,-1.30E-05
2387,upstairs,2.50E-06,-2.57E-05
2388,flex,2.54E-06,1.93E-07
2389,taught,2.54E-06,-2.45E-05
2390,vegas,2.69E-06,-3.46E-06
2391,encounters,2.73E-06,3.65E-05
2392,respectful,2.73E-06,-7.69E-05
2393,belt,2.75E-06,-2.48E-05
2394,naughty,2.84E-06,2.17E-05
2395,gps,2.87E-06,-5.79E-06
2396,urban,2.89E-06,7.67E-06
2397,michigan,2.90E-06,-2.03E-05
2398,window,2.94E-06,-1.15E-05
2399,determination,2.98E-06,-5.09E-05
2400,600,2.99E-06,2.03E-05
2401,twins,3.00E-06,-7.33E-06
2402,girl,3.12E-06,-5.27E-06
2403,kentucky,3.13E-06,-1.81E-05
2404,poster,3.15E-06,2.27E-05
2405,shock,3.16E-06,-1.10E-05
2406,checking,3.28E-06,-2.14E-05
2407,forecast,3.37E-06,-2.36E-05
2408,chanting,3.40E-06,2.59E-09
2409,flash,3.57E-06,1.31E-05
2410,performance,3.62E-06,-5.11E-06
2411,fried,3.64E-06,-7.39E-06
2412,hs,3.66E-06,-8.68E-06
2413,micro,3.69E-06,-1.63E-06
2414,wayne,3.86E-06,1.01E-05
2415,scored,3.87E-06,1.85E-05
2416,spoke,3.88E-06,-2.36E-05
2417,selected,3.89E-06,1.83E-05
2418,writes,3.99E-06,3.42E-06
2419,marc,4.09E-06,1.31E-05
2420,flower,4.10E-06,-4.19E-05
2421,wrote,4.17E-06,-6.54E-06
2422,tend,4.18E-06,-1.33E-06
2423,winning,4.28E-06,-7.31E-06
2424,sci,4.30E-06,1.72E-05
2425,ta,4.52E-06,-1.46E-05
2426,phi,4.53E-06,-8.63E-06
2427,found,4.55E-06,-8.99E-06
2428,made,4.63E-06,-8.73E-06
2429,composition,4.76E-06,-8.96E-06
2430,sliced,4.77E-06,4.86E-05
2431,sheet,4.79E-06,1.59E-05
2432,morgan,4.81E-06,9.64E-06
2433,cocktail,4.83E-06,1.65E-05
2434,bosses,4.85E-06,-2.65E-05
2435,internet,4.85E-06,-1.29E-05
2436,entering,5.04E-06,3.43E-05
2437,sc,5.07E-06,-3.86E-06
2438,attractive,5.10E-06,-6.56E-06
2439,rn,5.13E-06,3.43E-05
2440,jesse,5.19E-06,1.47E-06
2441,drew,5.30E-06,4.90E-06
2442,british,5.33E-06,7.08E-06
2443,decorated,5.35E-06,-7.28E-06
2444,photographer,5.37E-06,-2.21E-05
2445,english,5.46E-06,-4.27E-06
2446,leap,5.49E-06,-2.83E-05
2447,beside,5.55E-06,-3.12E-05
2448,asked,5.58E-06,-8.72E-06
2449,advice,5.70E-06,-2.49E-05
2450,unusual,5.81E-06,2.80E-05
2451,stranger,5.85E-06,-8.04E-06
2452,allison,5.90E-06,-2.52E-05
2453,brooke,5.91E-06,2.88E-05
2454,speaks,6.01E-06,-9.33E-06
2455,possibly,6.01E-06,6.06E-07
2456,meaningful,6.04E-06,-2.94E-05
2457,pac,6.10E-06,-1.12E-05
2458,savannah,6.16E-06,-5.54E-06
2459,scissors,6.19E-06,-2.10E-05
2460,productivity,6.22E-06,-1.14E-05
2461,script,6.36E-06,-3.84E-06
2462,cinderella,6.37E-06,-4.55E-05
2463,plant,6.39E-06,-1.45E-05
2464,chapters,6.42E-06,-1.28E-05
2465,br,6.45E-06,-1.03E-06
2466,downloaded,6.50E-06,3.23E-06
2467,wade,6.61E-06,-1.69E-05
2468,check,6.71E-06,7.08E-07
2469,seventeen,6.75E-06,9.23E-06
2470,ut,6.79E-06,-1.45E-05
2471,bang,6.83E-06,-1.19E-05
2472,cafe,6.89E-06,-1.06E-05
2473,cotton,6.93E-06,8.41E-06
2474,algebra,7.02E-06,3.38E-06
2475,vs,7.04E-06,-2.80E-05
2476,court,7.12E-06,-1.32E-06
2477,smiled,7.22E-06,-1.10E-05
2478,campaign,7.22E-06,4.36E-06
2479,transition,7.26E-06,-3.52E-05
2480,5th,7.30E-06,-1.61E-05
2481,encountered,7.34E-06,7.65E-06
2482,portion,7.35E-06,3.50E-05
2483,kid,7.37E-06,-3.20E-06
2484,stands,7.45E-06,-1.22E-05
2485,dim,7.45E-06,4.51E-06
2486,rocked,7.53E-06,6.84E-05
2487,eyebrows,7.62E-06,2.32E-06
2488,bbc,7.69E-06,9.41E-06
2489,deserved,7.74E-06,-1.10E-05
2490,circus,7.78E-06,3.03E-05
2491,cabinet,7.80E-06,3.84E-06
2492,psychic,7.81E-06,-3.28E-05
2493,super,7.85E-06,-6.26E-06
2494,mma,7.92E-06,2.80E-06
2495,nailed,7.92E-06,-1.38E-05
2496,om,7.97E-06,-4.20E-07
2497,tray,7.98E-06,-1.30E-05
2498,erase,8.02E-06,1.15E-05
2499,reactions,8.08E-06,4.86E-06
2500,blew,8.10E-06,-2.46E-05
2501,existing,8.15E-06,-5.21E-05
2502,useful,8.19E-06,-2.94E-06
2503,edward,8.24E-06,-1.58E-05
2504,thought,8.40E-06,-7.44E-06
2505,present,8.44E-06,-9.34E-06
2506,pool,8.50E-06,-5.37E-06
2507,purchasing,8.50E-06,-1.60E-05
2508,aaron,8.50E-06,-8.09E-06
