,Word,Bert,Distilbert
2509,lee,8.63E-06,-8.61E-06
2510,steel,8.83E-06,-9.64E-06
2511,came,8.86E-06,-1.17E-05
2512,ending,8.87E-06,-2.62E-05
2513,anna,9.03E-06,-6.62E-06
2514,austin,9.09E-06,-1.47E-05
2515,paige,9.09E-06,-6.21E-06
2516,beau,9.10E-06,-5.47E-06
2517,comedy,9.24E-06,6.42E-06
2518,suddenly,9.24E-06,-1.49E-05
2519,mentioning,9.28E-06,3.90E-06
2520,crystal,9.30E-06,6.46E-06
2521,bollywood,9.31E-06,-2.79E-06
2522,shout,9.35E-06,-1.34E-05
2523,jessie,9.37E-06,-3.80E-05
2524,ton,9.42E-06,-1.70E-05
2525,cleveland,9.55E-06,-6.98E-07
2526,helicopter,9.56E-06,-4.04E-05
2527,particularly,9.58E-06,8.34E-05
2528,forty,9.69E-06,-9.85E-06
2529,active,9.73E-06,-3.03E-05
2530,suppose,1.01E-05,-7.13E-06
2531,ideas,1.01E-05,-1.11E-05
2532,hush,1.01E-05,5.53E-06
2533,rangers,1.02E-05,5.18E-06
2534,ing,1.03E-05,-2.31E-05
2535,purchased,1.04E-05,5.86E-05
2536,hobby,1.05E-05,-2.69E-05
2537,cha,1.05E-05,-4.25E-06
2538,cherry,1.06E-05,-2.33E-05
2539,torres,1.08E-05,2.47E-05
2540,bride,1.09E-05,-2.54E-05
2541,banner,1.09E-05,-1.86E-05
2542,big,1.09E-05,-9.17E-06
2543,cute,1.10E-05,-3.15E-06
2544,forgot,1.11E-05,-9.57E-06
2545,warriors,1.11E-05,-1.96E-05
2546,eli,1.12E-05,-7.90E-06
2547,nod,1.13E-05,-2.27E-05
2548,dozen,1.13E-05,1.60E-05
2549,organ,1.14E-05,-1.81E-06
2550,hmm,1.14E-05,-5.79E-06
2551,marshall,1.14E-05,-2.02E-05
2552,frank,1.14E-05,-8.73E-07
2553,phones,1.15E-05,-3.11E-05
2554,tidy,1.15E-05,1.22E-05
2555,6,1.15E-05,-1.03E-05
2556,movie,1.16E-05,2.95E-07
2557,slip,1.17E-05,-8.90E-06
2558,written,1.17E-05,-2.09E-05
2559,yang,1.19E-05,2.19E-06
2560,marco,1.21E-05,2.05E-05
2561,dolphins,1.21E-05,-1.04E-05
2562,nice,1.21E-05,-8.86E-06
2563,tube,1.21E-05,-1.21E-05
2564,sac,1.22E-05,-2.00E-05
2565,hair,1.23E-05,-2.77E-06
2566,agency,1.24E-05,-6.44E-07
2567,lions,1.24E-05,-2.34E-05
2568,accents,1.25E-05,-3.21E-05
2569,houses,1.25E-05,-2.23E-05
2570,draft,1.26E-05,-1.78E-05
2571,willy,1.26E-05,1.16E-05
2572,sword,1.28E-05,-1.95E-05
2573,pretty,1.29E-05,-8.99E-06
2574,nigeria,1.31E-05,-3.85E-06
2575,studies,1.33E-05,-1.09E-05
2576,ceo,1.34E-05,3.41E-05
2577,irish,1.35E-05,1.77E-06
2578,films,1.35E-05,2.34E-06
2579,mccartney,1.35E-05,6.70E-05
2580,tom,1.36E-05,-7.60E-06
2581,earlier,1.37E-05,-1.34E-05
2582,secret,1.38E-05,-1.23E-05
2583,lindsay,1.38E-05,-1.36E-05
2584,solved,1.38E-05,5.71E-06
2585,factory,1.38E-05,1.01E-05
2586,dove,1.39E-05,3.26E-06
2587,rolls,1.39E-05,-1.53E-05
2588,stoke,1.39E-05,-4.30E-06
2589,organizing,1.40E-05,2.61E-05
2590,curry,1.42E-05,-6.31E-06
2591,valley,1.42E-05,-1.83E-05
2592,fashion,1.42E-05,-6.40E-06
2593,championships,1.43E-05,-4.62E-05
2594,attempted,1.46E-05,3.07E-06
2595,reef,1.46E-05,-3.55E-05
2596,perfume,1.47E-05,-1.88E-05
2597,actress,1.47E-05,-2.08E-05
2598,toy,1.47E-05,2.07E-06
2599,show,1.47E-05,-5.67E-06
2600,kelly,1.48E-05,-1.67E-05
2601,employee,1.49E-05,-1.44E-05
2602,cities,1.49E-05,4.85E-05
2603,professor,1.50E-05,-9.01E-07
2604,southampton,1.50E-05,2.63E-05
2605,kent,1.50E-05,6.58E-08
2606,bucks,1.52E-05,-1.47E-05
2607,entertain,1.52E-05,-1.77E-05
2608,band,1.53E-05,-6.57E-06
2609,fries,1.54E-05,-9.06E-06
2610,braid,1.54E-05,-3.05E-06
2611,dd,1.56E-05,5.96E-06
2612,remembers,1.59E-05,6.49E-05
2613,coming,1.61E-05,-9.51E-06
2614,800,1.61E-05,-2.18E-06
2615,bonus,1.62E-05,-2.20E-05
2616,although,1.62E-05,-1.04E-05
2617,pole,1.62E-05,3.77E-05
2618,dt,1.62E-05,1.10E-05
2619,bumper,1.62E-05,6.50E-06
2620,planet,1.63E-05,-2.49E-05
2621,surf,1.64E-05,-1.74E-05
2622,ne,1.65E-05,-1.08E-05
2623,snoop,1.65E-05,3.92E-05
2624,rachel,1.66E-05,-4.04E-06
2625,ds,1.66E-05,-1.22E-05
2626,recognized,1.67E-05,-4.55E-05
2627,bun,1.67E-05,4.96E-06
2628,currently,1.68E-05,-2.67E-05
2629,officer,1.69E-05,-7.64E-06
2630,kitchen,1.70E-05,-4.18E-06
2631,designs,1.70E-05,-3.48E-05
2632,noodles,1.71E-05,-1.14E-05
2633,explore,1.71E-05,-4.34E-06
2634,best,1.71E-05,-1.01E-05
2635,fantastic,1.72E-05,-4.15E-05
2636,graphics,1.73E-05,-2.14E-05
2637,cartoon,1.74E-05,-6.32E-06
2638,popcorn,1.74E-05,-1.32E-05
2639,lush,1.75E-05,-2.74E-05
2640,creation,1.76E-05,-3.58E-05
2641,shower,1.76E-05,-8.21E-06
2642,bedroom,1.77E-05,-2.21E-06
2643,italian,1.77E-05,-2.28E-05
2644,sparkle,1.77E-05,-1.84E-06
2645,dalton,1.77E-05,-2.03E-05
2646,michelle,1.78E-05,-1.10E-05
2647,au,1.79E-05,-4.15E-06
2648,wondering,1.79E-05,-3.66E-06
2649,zealand,1.79E-05,-4.48E-05
2650,uh,1.80E-05,-1.49E-05
2651,emily,1.80E-05,6.69E-06
2652,sings,1.81E-05,-2.47E-05
2653,stanford,1.81E-05,3.14E-05
2654,slide,1.81E-05,-1.68E-05
2655,carter,1.82E-05,-2.94E-05
2656,knows,1.83E-05,-9.24E-06
2657,wonderland,1.85E-05,-4.14E-05
2658,dad,1.86E-05,-2.50E-05
2659,orleans,1.87E-05,-1.83E-06
2660,entertainment,1.87E-05,-2.08E-05
2661,magician,1.87E-05,-5.49E-05
2662,pack,1.87E-05,-6.41E-06
2663,hugo,1.88E-05,6.21E-05
2664,maya,1.88E-05,-1.77E-05
2665,celebrity,1.89E-05,-9.28E-06
2666,cracking,1.89E-05,1.74E-05
2667,trick,1.89E-05,2.00E-05
2668,universe,1.89E-05,-4.30E-05
2669,hero,1.91E-05,8.27E-06
2670,picked,1.91E-05,3.22E-06
2671,57,1.93E-05,-8.48E-06
2672,pep,1.93E-05,2.47E-06
2673,hall,1.95E-05,-6.43E-06
2674,filming,1.95E-05,1.69E-05
2675,savage,1.95E-05,-4.75E-05
2676,squeak,1.97E-05,-3.58E-05
2677,assigned,1.97E-05,7.24E-06
2678,texas,1.97E-05,-1.07E-05
2679,redskins,1.97E-05,4.60E-05
2680,works,1.98E-05,-1.23E-05
2681,penguins,1.98E-05,-2.58E-05
2682,guess,1.99E-05,-8.79E-06
2683,gold,1.99E-05,-5.64E-06
2684,crunch,2.00E-05,-2.14E-05
2685,shell,2.02E-05,-4.81E-05
2686,martin,2.02E-05,-2.34E-05
2687,screens,2.03E-05,1.38E-05
2688,juliet,2.04E-05,7.01E-06
2689,dedication,2.04E-05,-2.03E-05
2690,fastest,2.04E-05,5.65E-06
2691,wearing,2.06E-05,-2.08E-06
2692,imagined,2.06E-05,3.10E-05
2693,tales,2.06E-05,-2.30E-05
2694,quad,2.07E-05,-2.49E-05
2695,logan,2.07E-05,-1.38E-06
2696,coco,2.08E-05,3.32E-06
2697,score,2.09E-05,-3.46E-05
2698,room,2.09E-05,-5.48E-06
2699,cookies,2.10E-05,-5.03E-06
2700,didn,2.10E-05,-6.06E-06
2701,festival,2.11E-05,-1.33E-05
2702,unexpectedly,2.11E-05,-1.52E-05
2703,panel,2.14E-05,-6.14E-05
2704,noticed,2.14E-05,-6.15E-07
2705,fortune,2.15E-05,-3.92E-05
2706,bruno,2.15E-05,-3.19E-05
2707,baked,2.16E-05,3.92E-06
2708,brought,2.17E-05,-1.44E-05
2709,herd,2.17E-05,1.64E-05
2710,varsity,2.18E-05,1.11E-05
2711,swift,2.19E-05,-6.74E-07
2712,involves,2.20E-05,-1.19E-05
2713,lady,2.20E-05,-5.18E-06
2714,bon,2.20E-05,5.73E-07
2715,sally,2.20E-05,-2.56E-05
2716,80,2.21E-05,-2.79E-05
2717,parallel,2.22E-05,4.80E-06
2718,surprisingly,2.24E-05,-4.39E-08
2719,moon,2.25E-05,-2.88E-05
2720,dessert,2.26E-05,9.85E-06
2721,150,2.27E-05,1.16E-05
2722,facts,2.27E-05,-8.09E-06
2723,articles,2.28E-05,1.15E-06
2724,usually,2.30E-05,1.46E-06
2725,visitors,2.30E-05,-5.91E-05
2726,actual,2.30E-05,1.39E-05
2727,former,2.30E-05,4.89E-06
2728,puppy,2.30E-05,-4.75E-06
2729,adele,2.31E-05,-2.08E-05
2730,penn,2.32E-05,1.08E-05
2731,ryan,2.32E-05,-1.30E-06
2732,pr,2.33E-05,-2.18E-06
2733,wo,2.34E-05,-5.70E-06
2734,uncle,2.34E-05,-2.37E-05
2735,outlets,2.34E-05,-5.90E-06
2736,introduced,2.38E-05,5.29E-06
2737,media,2.39E-05,-1.66E-05
2738,blog,2.40E-05,-6.55E-06
2739,dee,2.40E-05,-8.63E-06
2740,despite,2.41E-05,-1.62E-05
2741,transform,2.41E-05,1.34E-05
2742,cds,2.42E-05,-4.68E-05
2743,kelsey,2.45E-05,-4.77E-07
2744,stumble,2.46E-05,-2.70E-06
2745,bo,2.46E-05,3.69E-06
2746,universities,2.46E-05,-6.30E-05
2747,devices,2.47E-05,-4.20E-05
2748,julio,2.47E-05,1.07E-05
2749,miguel,2.47E-05,1.03E-05
2750,missouri,2.48E-05,1.33E-06
2751,doin,2.48E-05,-1.42E-05
2752,megan,2.49E-05,-7.26E-06
2753,wedding,2.50E-05,-2.62E-05
2754,mr,2.51E-05,-1.11E-05
2755,flaming,2.51E-05,-1.05E-06
2756,21st,2.54E-05,3.84E-06
2757,tim,2.55E-05,8.70E-06
2758,sweetheart,2.56E-05,-2.65E-05
2759,julia,2.56E-05,-5.77E-05
2760,teacher,2.56E-05,-1.45E-05
2761,entry,2.57E-05,-1.59E-05
2762,section,2.59E-05,1.66E-05
2763,ka,2.59E-05,4.92E-06
2764,jack,2.59E-05,7.28E-07
2765,weekdays,2.60E-05,1.77E-05
2766,intentions,2.60E-05,-8.75E-06
2767,consuming,2.61E-05,2.84E-06
2768,jane,2.61E-05,-2.21E-05
2769,wrapping,2.62E-05,5.74E-06
2770,sis,2.63E-05,-1.92E-05
2771,bella,2.63E-05,1.04E-05
2772,thread,2.64E-05,-1.65E-05
2773,colors,2.64E-05,3.23E-05
2774,booth,2.66E-05,2.90E-05
2775,dinner,2.67E-05,-5.36E-06
2776,steve,2.68E-05,-2.36E-05
2777,puzzle,2.68E-05,1.07E-06
2778,ross,2.69E-05,-9.87E-06
2779,fairly,2.69E-05,-1.67E-05
2780,taylor,2.70E-05,-7.31E-06
2781,lurking,2.70E-05,-2.34E-05
2782,acoustic,2.70E-05,-7.21E-06
2783,whoa,2.71E-05,-6.35E-07
2784,giants,2.71E-05,-3.19E-05
2785,introduce,2.71E-05,1.25E-05
2786,discovered,2.72E-05,-2.17E-05
2787,concerts,2.72E-05,-3.79E-05
2788,72,2.74E-05,3.63E-05
2789,recipe,2.74E-05,-2.01E-05
2790,digging,2.74E-05,-4.95E-06
2791,advertising,2.75E-05,-1.27E-05
2792,accounting,2.75E-05,-1.43E-05
2793,seal,2.78E-05,-6.56E-06
2794,lists,2.79E-05,1.34E-05
2795,forrest,2.80E-05,-1.95E-05
2796,conor,2.80E-05,-2.26E-06
2797,manny,2.82E-05,1.59E-05
2798,finding,2.83E-05,-1.77E-05
2799,hasn,2.84E-05,-1.51E-06
2800,fourth,2.84E-05,-3.08E-05
2801,hoop,2.85E-05,1.40E-05
2802,lewis,2.85E-05,-4.97E-05
2803,camera,2.87E-05,-3.27E-06
2804,smarter,2.87E-05,4.05E-05
2805,walked,2.88E-05,-1.53E-05
2806,barney,2.89E-05,2.16E-05
2807,northern,2.91E-05,1.91E-05
2808,johns,2.91E-05,8.00E-06
2809,film,2.92E-05,-6.51E-06
2810,quilt,2.96E-05,3.58E-07
2811,feature,2.96E-05,-6.03E-06
2812,celine,2.97E-05,-3.02E-06
2813,handsome,2.97E-05,5.42E-06
2814,babe,2.97E-05,3.40E-06
2815,mix,2.97E-05,-5.18E-06
2816,award,2.98E-05,-1.50E-05
2817,lashes,2.99E-05,2.26E-06
2818,bel,3.00E-05,-2.12E-05
2819,smith,3.01E-05,9.59E-06
2820,64,3.01E-05,-1.52E-05
2821,pop,3.02E-05,1.36E-06
2822,cleaner,3.03E-05,-1.10E-05
2823,totally,3.03E-05,-1.08E-05
2824,ncaa,3.04E-05,-7.99E-06
2825,gift,3.05E-05,-1.31E-05
2826,miller,3.06E-05,1.00E-05
2827,preston,3.06E-05,-2.78E-05
2828,wig,3.09E-05,6.54E-06
2829,nationals,3.09E-05,5.33E-06
2830,calculus,3.09E-05,-8.23E-07
2831,perry,3.10E-05,4.88E-06
2832,icon,3.10E-05,-1.99E-05
2833,victoria,3.10E-05,-6.31E-06
2834,opened,3.11E-05,-7.33E-06
2835,nick,3.13E-05,-1.45E-05
2836,barrel,3.13E-05,2.56E-05
2837,greg,3.14E-05,-1.36E-05
2838,nk,3.14E-05,-1.82E-05
2839,smallest,3.14E-05,-5.61E-05
2840,floor,3.15E-05,-9.35E-06
2841,du,3.15E-05,4.11E-06
2842,earliest,3.16E-05,-5.81E-06
2843,helpful,3.16E-05,-8.21E-06
2844,rhythm,3.19E-05,3.31E-05
2845,holly,3.21E-05,-1.18E-05
2846,jess,3.21E-05,-1.88E-05
2847,aj,3.24E-05,-6.26E-06
2848,folding,3.24E-05,-2.99E-05
2849,annie,3.25E-05,-2.94E-05
2850,applause,3.25E-05,-3.98E-05
2851,cease,3.26E-05,-5.00E-05
2852,closet,3.26E-05,3.74E-06
2853,mob,3.27E-05,1.34E-05
2854,mayer,3.27E-05,7.17E-07
2855,solve,3.29E-05,2.75E-05
2856,woo,3.30E-05,6.05E-06
2857,switch,3.30E-05,-7.26E-06
2858,lin,3.30E-05,1.98E-05
2859,yard,3.31E-05,1.85E-06
2860,lo,3.32E-05,-1.37E-06
2861,freshly,3.32E-05,7.81E-06
2862,quarter,3.33E-05,2.35E-05
2863,eric,3.33E-05,-7.95E-06
2864,mrs,3.35E-05,-6.17E-06
2865,bouquet,3.35E-05,-3.02E-05
2866,winner,3.35E-05,-3.23E-05
2867,bass,3.38E-05,3.47E-06
2868,oven,3.39E-05,-9.33E-06
2869,halo,3.41E-05,1.88E-05
2870,geometry,3.42E-05,4.30E-06
2871,engagement,3.45E-05,2.67E-05
2872,pirate,3.47E-05,-4.17E-05
2873,packers,3.48E-05,2.41E-05
2874,mike,3.49E-05,-5.19E-06
2875,dexter,3.49E-05,9.85E-06
2876,adams,3.50E-05,2.92E-06
2877,cone,3.51E-05,-7.02E-06
2878,airing,3.51E-05,-1.71E-05
2879,7,3.53E-05,-4.89E-05
2880,amanda,3.54E-05,-1.54E-05
2881,gen,3.54E-05,6.22E-06
2882,fuss,3.55E-05,-8.41E-06
2883,mi,3.55E-05,-6.22E-07
2884,dub,3.56E-05,1.03E-05
2885,editor,3.56E-05,-4.01E-05
2886,jenna,3.56E-05,-9.53E-06
2887,notebook,3.57E-05,1.77E-05
2888,figured,3.57E-05,-1.27E-05
2889,duke,3.57E-05,-1.58E-05
2890,sorority,3.60E-05,5.10E-06
2891,backup,3.60E-05,7.25E-06
2892,portugal,3.60E-05,-9.86E-08
2893,stairs,3.61E-05,3.24E-07
2894,hay,3.61E-05,-1.38E-05
2895,biology,3.62E-05,-9.41E-06
2896,genius,3.62E-05,-8.22E-06
2897,les,3.62E-05,-1.18E-05
2898,canadian,3.63E-05,-2.37E-06
2899,aunt,3.64E-05,-4.55E-05
2900,tampa,3.65E-05,3.68E-06
2901,coaches,3.65E-05,-2.20E-05
2902,musical,3.65E-05,1.47E-06
2903,unusually,3.66E-05,-3.02E-05
2904,enjoys,3.67E-05,-9.38E-06
2905,ninja,3.67E-05,3.30E-05
2906,randy,3.67E-05,-2.19E-05
2907,chan,3.68E-05,3.99E-06
2908,44,3.69E-05,-2.62E-05
2909,streak,3.69E-05,-3.52E-06
2910,52,3.69E-05,-1.06E-05
2911,random,3.70E-05,3.42E-06
2912,cyrus,3.70E-05,5.40E-05
2913,blaine,3.70E-05,-1.13E-05
2914,bradley,3.71E-05,-9.72E-06
2915,defensive,3.72E-05,2.23E-06
2916,majors,3.73E-05,-2.68E-06
2917,tigers,3.73E-05,-1.71E-05
2918,olivia,3.75E-05,7.85E-06
2919,spinning,3.75E-05,4.12E-06
2920,boss,3.76E-05,-7.90E-06
2921,buffet,3.79E-05,-3.55E-05
2922,5,3.82E-05,2.12E-05
2923,shorts,3.84E-05,1.15E-05
2924,kerry,3.84E-05,-1.45E-05
2925,fry,3.85E-05,2.40E-06
2926,decent,3.86E-05,7.58E-06
2927,quiz,3.87E-05,6.29E-06
2928,wardrobe,3.90E-05,-5.38E-06
2929,cody,3.91E-05,-1.08E-05
2930,simon,3.91E-05,-1.42E-05
2931,invested,3.92E-05,5.44E-05
2932,stevie,3.95E-05,3.14E-05
2933,neighborhood,3.96E-05,-3.98E-06
2934,bald,3.96E-05,-3.42E-05
2935,theory,3.98E-05,-2.36E-05
2936,party,3.99E-05,-3.69E-06
2937,ou,3.99E-05,-1.46E-06
2938,86,3.99E-05,-2.74E-05
2939,previous,4.01E-05,8.07E-06
2940,prospect,4.01E-05,-4.77E-05
2941,turns,4.01E-05,8.35E-06
2942,50th,4.01E-05,-2.61E-05
2943,reports,4.02E-05,-3.52E-05
2944,karate,4.05E-05,-9.38E-06
2945,filmed,4.07E-05,-6.85E-06
2946,nowhere,4.08E-05,7.00E-07
2947,flies,4.08E-05,-2.51E-05
2948,theatre,4.09E-05,-2.47E-05
2949,lawrence,4.10E-05,1.23E-05
2950,eagles,4.11E-05,8.03E-05
2951,ina,4.11E-05,-2.97E-06
2952,goat,4.12E-05,5.06E-06
2953,arsenal,4.12E-05,-2.79E-07
2954,balloons,4.12E-05,-1.29E-05
2955,kenny,4.13E-05,-1.60E-05
2956,tucker,4.14E-05,1.77E-05
2957,cousin,4.14E-05,-1.41E-05
2958,networking,4.15E-05,-7.04E-06
2959,originally,4.15E-05,6.92E-06
2960,danny,4.16E-05,-9.30E-06
2961,barry,4.17E-05,-3.63E-05
2962,managed,4.18E-05,1.93E-05
2963,beers,4.18E-05,-9.27E-05
2964,showed,4.21E-05,-1.60E-05
2965,league,4.23E-05,-5.56E-06
2966,genetics,4.23E-05,8.51E-06
2967,6th,4.23E-05,-1.99E-06
2968,johnny,4.24E-05,-5.01E-06
2969,clever,4.24E-05,1.81E-05
2970,spice,4.24E-05,2.85E-05
2971,suite,4.25E-05,-1.08E-05
2972,craft,4.27E-05,-2.43E-07
2973,rhymes,4.27E-05,7.14E-05
2974,indie,4.33E-05,2.34E-05
2975,knew,4.34E-05,-6.05E-06
2976,gloves,4.35E-05,-7.27E-06
2977,gravity,4.35E-05,-1.74E-05
2978,expected,4.36E-05,-5.10E-06
2979,stumbled,4.36E-05,-1.20E-05
2980,jake,4.40E-05,-2.45E-05
2981,greeted,4.41E-05,-4.51E-05
2982,opera,4.41E-05,1.06E-06
2983,girlfriend,4.41E-05,-1.72E-05
2984,bi,4.43E-05,6.20E-06
2985,sole,4.45E-05,-2.32E-05
2986,sec,4.45E-05,-1.31E-06
2987,typing,4.47E-05,-5.46E-06
2988,cake,4.48E-05,-7.17E-06
2989,sausage,4.50E-05,3.79E-06
2990,flown,4.51E-05,-3.42E-05
2991,marry,4.51E-05,-3.15E-05
2992,interesting,4.53E-05,-7.82E-06
2993,anticipated,4.53E-05,1.69E-06
2994,gaga,4.53E-05,-1.02E-05
2995,dean,4.54E-05,-7.19E-06
2996,aside,4.56E-05,4.91E-05
2997,stereo,4.57E-05,2.59E-06
2998,indians,4.57E-05,-1.98E-05
2999,bid,4.59E-05,-2.56E-06
3000,champion,4.59E-05,-2.56E-05
3001,pawn,4.61E-05,-4.39E-05
3002,ordering,4.65E-05,-9.66E-06
3003,pops,4.66E-05,3.44E-06
3004,studio,4.67E-05,-9.11E-07
3005,hooked,4.68E-05,-2.52E-05
3006,diary,4.69E-05,-1.42E-05
3007,coach,4.69E-05,-6.98E-06
3008,shaved,4.70E-05,3.06E-06
3009,perfection,4.74E-05,-1.31E-05
3010,smooth,4.74E-05,1.55E-05
3011,talented,4.75E-05,-9.88E-06
3012,rookie,4.75E-05,9.54E-06
3013,hey,4.77E-05,-1.14E-07
3014,61,4.81E-05,-5.00E-05
3015,98,4.81E-05,3.99E-05
3016,pg,4.83E-05,1.54E-05
3017,karl,4.83E-05,3.96E-06
3018,unpredictable,4.83E-05,-2.17E-05
3019,sean,4.85E-05,-7.65E-06
3020,smoothly,4.86E-05,-8.86E-06
3021,rio,4.87E-05,9.10E-07
3022,writer,4.88E-05,1.63E-07
3023,lipstick,4.88E-05,-9.86E-06
3024,info,4.89E-05,-1.38E-05
3025,australian,4.89E-05,3.20E-05
3026,lloyd,4.92E-05,-3.24E-06
3027,batter,4.93E-05,-2.10E-05
3028,delightful,4.96E-05,1.65E-05
3029,brian,5.02E-05,-1.66E-05
3030,vinyl,5.02E-05,-1.83E-05
3031,trouble,5.03E-05,-1.08E-05
3032,dakota,5.04E-05,-2.60E-05
3033,confirmed,5.05E-05,-2.64E-05
3034,logged,5.06E-05,4.69E-06
3035,batman,5.07E-05,1.71E-05
3036,idea,5.07E-05,-5.42E-06
3037,worn,5.09E-05,1.32E-07
3038,squad,5.09E-05,1.38E-05
3039,planets,5.10E-05,-2.20E-05
3040,16th,5.10E-05,-4.92E-06
3041,duet,5.12E-05,2.34E-06
3042,directors,5.13E-05,-2.15E-05
3043,box,5.15E-05,-8.25E-06
3044,heath,5.18E-05,2.77E-05
3045,served,5.20E-05,-1.34E-06
3046,federal,5.25E-05,-1.04E-06
3047,brooklyn,5.25E-05,3.97E-05
3048,mil,5.26E-05,3.18E-05
3049,edible,5.29E-05,3.89E-05
3050,blows,5.32E-05,-4.42E-05
3051,owner,5.32E-05,-3.48E-07
3052,19th,5.32E-05,3.96E-05
3053,oz,5.32E-05,5.42E-06
3054,syria,5.34E-05,-5.05E-05
3055,mlb,5.36E-05,-5.03E-05
3056,kristen,5.39E-05,2.35E-05
3057,hart,5.45E-05,-3.41E-05
3058,devon,5.47E-05,-3.18E-05
3059,salmon,5.48E-05,2.34E-05
3060,finn,5.48E-05,-5.33E-06
3061,indian,5.49E-05,1.44E-05
3062,feather,5.51E-05,-6.40E-05
3063,loop,5.51E-05,1.66E-05
3064,sirens,5.51E-05,2.73E-05
3065,spears,5.51E-05,9.22E-07
3066,jamie,5.52E-05,-2.48E-05
3067,shannon,5.52E-05,-2.66E-05
3068,ellie,5.55E-05,-1.48E-05
3069,textbook,5.56E-05,-6.24E-05
3070,texted,5.58E-05,-2.49E-05
3071,nicole,5.58E-05,-1.20E-05
3072,onion,5.59E-05,-1.70E-05
3073,performances,5.60E-05,-3.02E-06
3074,designer,5.63E-05,1.43E-05
3075,porter,5.67E-05,2.41E-05
3076,basement,5.70E-05,2.96E-05
3077,websites,5.72E-05,8.52E-06
3078,infinite,5.72E-05,1.65E-05
3079,hindi,5.74E-05,1.12E-05
3080,context,5.75E-05,5.20E-06
3081,harris,5.76E-05,-2.40E-05
3082,amber,5.77E-05,-4.76E-06
3083,pitcher,5.80E-05,-2.57E-05
3084,actually,5.82E-05,-3.21E-06
3085,arkansas,5.83E-05,1.94E-05
3086,rented,5.84E-05,1.04E-05
3087,rapper,5.87E-05,2.14E-05
3088,visit,5.87E-05,-1.18E-05
3089,groups,5.88E-05,1.14E-05
3090,britney,5.88E-05,-2.96E-05
3091,asia,5.89E-05,2.57E-05
3092,straightened,5.89E-05,-1.83E-05
3093,simpsons,5.90E-05,-1.71E-05
3094,mama,5.90E-05,-8.47E-06
3095,freestyle,5.91E-05,-2.49E-05
3096,lifetime,5.92E-05,-7.12E-05
3097,legally,5.95E-05,7.75E-06
3098,joshua,5.95E-05,7.63E-06
3099,unicorn,5.98E-05,1.39E-05
3100,protocol,6.01E-05,-1.51E-05
3101,jewish,6.02E-05,-2.18E-05
3102,abby,6.03E-05,1.25E-05
3103,antonio,6.03E-05,2.18E-05
3104,senate,6.04E-05,-1.35E-05
3105,paul,6.06E-05,-7.96E-06
3106,explorer,6.07E-05,-2.66E-05
3107,sheldon,6.07E-05,-1.97E-05
3108,anniversary,6.08E-05,1.47E-05
3109,classroom,6.10E-05,-1.50E-06
3110,effectively,6.10E-05,3.45E-05
3111,championship,6.10E-05,-9.08E-06
3112,whites,6.11E-05,-7.58E-06
3113,sees,6.16E-05,-1.69E-05
3114,kansas,6.18E-05,-2.44E-05
3115,dame,6.19E-05,-8.51E-06
3116,id,6.20E-05,-1.43E-05
3117,unsure,6.20E-05,-8.31E-06
3118,winners,6.20E-05,-2.38E-06
3119,rushed,6.21E-05,8.46E-06
3120,pockets,6.24E-05,-2.28E-05
3121,shirt,6.28E-05,-4.00E-06
3122,30th,6.30E-05,-2.34E-05
3123,reid,6.31E-05,-2.37E-05
3124,hugh,6.31E-05,5.94E-06
3125,unaware,6.32E-05,1.44E-05
3126,parental,6.34E-05,-2.39E-05
3127,tracking,6.36E-05,-2.50E-05
3128,landon,6.36E-05,1.83E-05
3129,inception,6.37E-05,-2.94E-05
3130,color,6.39E-05,-3.19E-06
3131,carl,6.41E-05,-5.12E-06
3132,spontaneous,6.44E-05,5.09E-05
3133,mystery,6.45E-05,-3.34E-05
3134,dixie,6.45E-05,2.62E-05
3135,jonas,6.47E-05,-2.55E-05
3136,mm,6.48E-05,1.11E-05
3137,folder,6.49E-05,-3.57E-05
3138,blonde,6.49E-05,3.70E-06
3139,invitation,6.50E-05,-1.94E-05
3140,li,6.51E-05,-1.31E-07
3141,birthday,6.51E-05,-7.96E-08
3142,dressed,6.52E-05,9.67E-06
3143,chalk,6.52E-05,-5.47E-07
3144,leafs,6.56E-05,1.26E-05
3145,dutch,6.58E-05,-8.52E-06
3146,colin,6.61E-05,2.98E-05
3147,attire,6.63E-05,-4.16E-05
3148,skies,6.66E-05,8.96E-06
3149,pilot,6.68E-05,-8.19E-06
3150,kendall,6.69E-05,-2.22E-05
3151,zoo,6.71E-05,-9.25E-06
3152,model,6.72E-05,-9.05E-06
3153,victor,6.76E-05,-2.85E-05
3154,81,6.78E-05,1.86E-05
3155,carly,6.80E-05,-5.19E-06
3156,62,6.83E-05,2.32E-05
3157,lauren,6.83E-05,-1.29E-05
3158,vocal,6.84E-05,1.34E-05
3159,named,6.84E-05,-5.51E-07
3160,confirm,6.85E-05,-3.84E-06
3161,slid,6.87E-05,-1.61E-05
3162,peer,6.89E-05,-5.06E-05
3163,impressed,6.89E-05,5.98E-05
3164,backpack,6.89E-05,3.89E-07
3165,posters,6.91E-05,-3.13E-05
3166,wendy,6.92E-05,-5.38E-06
3167,amsterdam,6.92E-05,1.91E-05
3168,marley,6.95E-05,-1.71E-05
3169,cole,6.97E-05,-1.95E-06
3170,complexity,6.98E-05,-1.16E-05
