,Word,Bert,Distilbert
0,snort,-0.000139498,2.96E-05
1,infected,-0.00013465,-4.79E-06
2,transportation,-0.000114987,-8.17E-06
3,breed,-0.000112235,-4.05E-06
4,affected,-0.000109896,-3.78E-06
5,watery,-0.000107686,-3.83E-05
6,palestine,-0.000104486,-7.78E-06
7,sucked,-0.000100511,-2.25E-05
8,womb,-9.74E-05,-9.82E-06
9,pushes,-9.73E-05,1.31E-05
10,sewer,-9.49E-05,-3.83E-06
11,minnesota,-9.19E-05,1.63E-06
12,acknowledge,-8.82E-05,2.44E-06
13,yourselves,-8.60E-05,2.35E-05
14,herd,-8.52E-05,-1.38E-05
15,platt,-8.51E-05,-1.04E-05
16,particularly,-8.27E-05,-3.99E-05
17,commentators,-8.22E-05,-3.95E-05
18,creating,-8.17E-05,-6.40E-06
19,admitted,-8.09E-05,4.33E-05
20,fiscal,-7.90E-05,-1.57E-05
21,baba,-7.87E-05,-2.24E-05
22,bleeding,-7.76E-05,-2.16E-05
23,diabetes,-7.72E-05,-1.20E-05
24,noisy,-7.57E-05,1.28E-05
25,chant,-7.47E-05,-6.83E-07
26,cease,-7.38E-05,2.04E-05
27,drone,-7.35E-05,1.92E-05
28,respectful,-7.30E-05,4.09E-06
29,appetite,-7.28E-05,-4.67E-05
30,akin,-7.24E-05,1.21E-05
31,tomato,-7.21E-05,8.85E-06
32,resign,-7.19E-05,-3.70E-05
33,abandon,-7.17E-05,-5.16E-05
34,clay,-7.15E-05,-1.18E-05
35,hitler,-7.15E-05,-4.10E-06
36,channels,-7.03E-05,-3.65E-05
37,melbourne,-6.91E-05,-1.65E-05
38,seeds,-6.89E-05,1.34E-05
39,microwave,-6.86E-05,4.71E-06
40,knives,-6.79E-05,2.58E-05
41,smiley,-6.79E-05,1.32E-06
42,salem,-6.71E-05,-1.29E-05
43,advantage,-6.62E-05,-1.00E-05
44,mixing,-6.56E-05,-3.10E-05
45,marrying,-6.50E-05,-1.33E-05
46,wiped,-6.47E-05,2.50E-05
47,dipped,-6.43E-05,4.04E-05
48,repay,-6.38E-05,-2.34E-05
49,graders,-6.30E-05,-4.13E-06
50,produced,-6.29E-05,6.87E-06
51,snapping,-6.25E-05,1.72E-05
52,gypsy,-6.25E-05,-1.75E-05
53,expose,-6.20E-05,-2.69E-05
54,scandal,-6.20E-05,3.52E-05
55,twisted,-6.19E-05,2.43E-05
56,sells,-6.16E-05,-4.00E-05
57,declared,-6.16E-05,-6.11E-05
58,swamp,-6.08E-05,-2.55E-05
59,chester,-6.06E-05,-3.02E-06
60,represent,-5.88E-05,6.46E-06
61,korea,-5.87E-05,1.33E-05
62,cheering,-5.82E-05,-2.58E-05
63,bullet,-5.81E-05,6.50E-06
64,patriots,-5.81E-05,-6.75E-06
65,consumption,-5.79E-05,2.13E-05
66,heinz,-5.79E-05,-7.36E-06
67,approve,-5.78E-05,8.40E-07
68,disturbed,-5.70E-05,5.22E-05
69,stealing,-5.69E-05,-1.56E-05
70,beans,-5.69E-05,-9.36E-06
71,ruins,-5.52E-05,-1.76E-05
72,commenting,-5.52E-05,2.12E-05
73,coloured,-5.50E-05,-1.62E-05
74,bend,-5.48E-05,-2.72E-05
75,vocabulary,-5.47E-05,-2.37E-05
76,sinks,-5.44E-05,-1.91E-05
77,wealthy,-5.44E-05,1.81E-06
78,trophy,-5.40E-05,-8.57E-06
79,responsibility,-5.40E-05,-3.18E-05
80,slammed,-5.39E-05,-2.39E-05
81,contain,-5.39E-05,-2.18E-05
82,republicans,-5.37E-05,3.69E-05
83,amendment,-5.36E-05,2.20E-06
84,automatic,-5.33E-05,6.08E-07
85,uncles,-5.26E-05,-3.28E-05
86,spike,-5.25E-05,2.35E-05
87,assault,-5.25E-05,-3.17E-05
88,foo,-5.22E-05,-3.08E-05
89,flushed,-5.21E-05,3.32E-05
90,pattern,-5.20E-05,-4.07E-06
91,layers,-5.15E-05,-1.31E-05
92,admitting,-5.15E-05,-9.33E-06
93,hallway,-5.14E-05,-2.30E-05
94,eagles,-5.13E-05,4.67E-05
95,resources,-5.11E-05,-1.35E-05
96,tequila,-5.10E-05,-5.97E-06
97,thirst,-5.07E-05,-1.10E-05
98,donate,-5.03E-05,8.83E-06
99,educated,-5.03E-05,1.54E-05
100,brandy,-5.02E-05,4.89E-06
101,websites,-5.01E-05,-1.59E-05
102,monthly,-5.00E-05,-7.75E-06
103,troops,-4.99E-05,-4.38E-06
104,blacks,-4.96E-05,2.36E-05
105,diamonds,-4.93E-05,-3.24E-06
106,backing,-4.90E-05,-2.89E-05
107,garlic,-4.89E-05,-1.63E-06
108,cologne,-4.88E-05,-1.67E-05
109,dried,-4.87E-05,-2.24E-05
110,trigger,-4.86E-05,-2.53E-05
111,bathing,-4.79E-05,-2.84E-05
112,wore,-4.79E-05,-2.61E-05
113,dining,-4.79E-05,-9.94E-06
114,generic,-4.78E-05,3.22E-05
115,royce,-4.77E-05,-1.96E-05
116,excuses,-4.74E-05,-1.32E-05
117,sunderland,-4.73E-05,-4.67E-05
118,ira,-4.66E-05,-2.29E-05
119,existing,-4.66E-05,-1.81E-05
120,neglect,-4.64E-05,-5.08E-06
121,rn,-4.64E-05,2.44E-05
122,context,-4.61E-05,-1.37E-05
123,increased,-4.61E-05,2.15E-07
124,noses,-4.61E-05,-8.01E-06
125,chopped,-4.59E-05,3.10E-05
126,64,-4.57E-05,-2.16E-05
127,scenes,-4.57E-05,-1.35E-05
128,terry,-4.55E-05,1.20E-05
129,isle,-4.55E-05,-4.57E-05
130,800,-4.55E-05,-3.43E-05
131,carries,-4.50E-05,-8.78E-06
132,meter,-4.49E-05,-1.25E-05
133,mutual,-4.48E-05,5.52E-06
134,offended,-4.47E-05,-1.05E-05
135,disabilities,-4.44E-05,-1.90E-05
136,united,-4.44E-05,-1.21E-05
137,corruption,-4.42E-05,-1.79E-05
138,blocked,-4.41E-05,-2.45E-05
139,husbands,-4.41E-05,5.35E-06
140,whistle,-4.39E-05,-1.92E-05
141,assuming,-4.38E-05,-2.01E-05
142,enforce,-4.38E-05,1.09E-05
143,protective,-4.37E-05,-2.31E-05
144,kills,-4.36E-05,-2.69E-05
145,melting,-4.35E-05,-4.32E-06
146,dug,-4.35E-05,3.16E-05
147,rates,-4.33E-05,3.05E-05
148,backs,-4.32E-05,-6.17E-06
149,kerry,-4.31E-05,-1.62E-05
150,fluffy,-4.31E-05,-1.36E-05
151,watches,-4.30E-05,8.58E-07
152,avoid,-4.29E-05,-2.97E-05
153,plates,-4.25E-05,3.53E-05
154,liberty,-4.25E-05,-1.60E-05
155,internal,-4.25E-05,-1.97E-05
156,benefit,-4.23E-05,-4.44E-06
157,razor,-4.19E-05,-1.82E-05
158,factory,-4.16E-05,-1.99E-05
159,refrigerator,-4.15E-05,2.05E-05
160,colleagues,-4.11E-05,-2.53E-05
161,rumor,-4.11E-05,-1.21E-05
162,torn,-4.11E-05,-9.59E-06
163,numerous,-4.11E-05,-1.99E-05
164,swallowed,-4.10E-05,-7.28E-06
165,mom,-4.10E-05,-6.40E-06
166,older,-4.07E-05,-2.78E-06
167,ties,-4.07E-05,2.60E-06
168,waving,-4.05E-05,-3.22E-05
169,belfast,-4.05E-05,-3.86E-05
170,goods,-4.03E-05,-2.40E-05
171,poke,-4.03E-05,-1.78E-05
172,monroe,-4.02E-05,3.18E-06
173,uniform,-4.02E-05,3.32E-06
174,tragedy,-4.02E-05,-7.40E-06
175,lifestyle,-4.01E-05,-2.90E-05
176,stab,-4.01E-05,7.53E-06
177,cricket,-4.00E-05,-1.75E-05
178,pancakes,-4.00E-05,3.35E-06
179,baptist,-4.00E-05,7.25E-06
180,nigel,-4.00E-05,-1.38E-06
181,needy,-3.99E-05,1.34E-05
182,fridge,-3.99E-05,-5.20E-06
183,sniffing,-3.97E-05,-3.12E-05
184,fooled,-3.96E-05,-5.08E-06
185,scissors,-3.95E-05,4.33E-06
186,mushrooms,-3.94E-05,-5.79E-06
187,nazi,-3.93E-05,1.11E-05
188,destination,-3.89E-05,-9.77E-06
189,advertising,-3.89E-05,-2.90E-05
190,banana,-3.87E-05,-6.47E-06
191,starving,-3.87E-05,-2.34E-06
192,lobster,-3.87E-05,2.69E-05
193,preston,-3.86E-05,4.92E-06
194,gained,-3.85E-05,-2.13E-05
195,garage,-3.85E-05,1.08E-06
196,flicking,-3.83E-05,8.08E-06
197,jackets,-3.82E-05,-2.92E-05
198,veterans,-3.82E-05,-1.63E-05
199,kidney,-3.80E-05,3.43E-06
200,guards,-3.79E-05,-5.30E-06
201,vomiting,-3.79E-05,5.23E-06
202,geek,-3.78E-05,-2.08E-05
203,leash,-3.76E-05,5.36E-06
204,worker,-3.76E-05,1.06E-05
205,proven,-3.75E-05,-1.80E-05
206,stores,-3.74E-05,1.74E-06
207,threw,-3.74E-05,1.68E-05
208,eliminate,-3.72E-05,-1.88E-05
209,literature,-3.72E-05,-2.44E-05
210,mlb,-3.71E-05,-1.05E-05
211,sophomore,-3.69E-05,4.79E-06
212,stuffing,-3.68E-05,-9.40E-06
213,packers,-3.65E-05,1.90E-06
214,ribs,-3.65E-05,6.13E-06
215,celebrations,-3.65E-05,-1.93E-05
216,fanny,-3.65E-05,-1.00E-06
217,liberal,-3.63E-05,3.61E-05
218,depth,-3.61E-05,-3.05E-05
219,suspect,-3.60E-05,-4.15E-06
220,graphic,-3.59E-05,4.70E-07
221,shaved,-3.59E-05,5.33E-06
222,allison,-3.59E-05,-1.49E-05
223,reliable,-3.58E-05,-4.58E-05
224,coma,-3.57E-05,-1.11E-05
225,honestly,-3.56E-05,-1.71E-05
226,experienced,-3.56E-05,-1.78E-06
227,shooter,-3.55E-05,6.36E-05
228,cheat,-3.55E-05,1.04E-05
229,citizen,-3.55E-05,3.12E-06
230,upper,-3.54E-05,1.69E-05
231,cougars,-3.54E-05,-4.49E-05
232,giants,-3.53E-05,-6.14E-06
233,soup,-3.53E-05,-8.49E-06
234,forced,-3.53E-05,-1.39E-05
235,trial,-3.52E-05,-9.53E-06
236,brit,-3.52E-05,1.25E-05
237,appeal,-3.51E-05,-6.41E-06
238,average,-3.49E-05,-1.21E-05
239,israelis,-3.47E-05,-5.46E-05
240,gallon,-3.47E-05,2.44E-05
241,mick,-3.47E-05,1.09E-05
242,hurting,-3.46E-05,1.74E-05
243,newspaper,-3.46E-05,-2.34E-05
244,weighed,-3.46E-05,1.49E-06
245,pajamas,-3.46E-05,-1.34E-05
246,interviewing,-3.46E-05,-2.05E-05
247,workplace,-3.45E-05,-3.34E-06
248,devin,-3.45E-05,2.78E-05
249,australian,-3.45E-05,-1.30E-05
250,maturity,-3.44E-05,-2.29E-05
251,theater,-3.44E-05,-4.59E-06
252,carrying,-3.43E-05,-1.53E-05
253,betrayed,-3.42E-05,3.68E-05
254,intend,-3.42E-05,-2.60E-05
255,victim,-3.40E-05,-1.90E-05
256,moral,-3.39E-05,2.88E-05
257,hiv,-3.39E-05,-2.75E-06
258,corporate,-3.37E-05,1.55E-05
259,hail,-3.36E-05,1.15E-05
260,stations,-3.35E-05,-1.64E-05
261,vile,-3.33E-05,-1.08E-05
262,promote,-3.32E-05,-1.66E-05
263,praised,-3.31E-05,-4.86E-06
264,sperm,-3.31E-05,3.52E-05
265,brutal,-3.30E-05,4.19E-05
266,tucked,-3.30E-05,-2.99E-05
267,sole,-3.28E-05,4.95E-07
268,besides,-3.28E-05,-4.02E-06
269,maggie,-3.28E-05,2.08E-05
270,commit,-3.27E-05,-1.45E-05
271,bun,-3.27E-05,-7.44E-06
272,patients,-3.27E-05,-2.63E-05
273,sausage,-3.26E-05,1.44E-05
274,etc,-3.24E-05,-1.31E-05
275,snoop,-3.23E-05,-3.45E-05
276,carnage,-3.23E-05,-2.38E-08
277,strictly,-3.21E-05,-5.80E-06
278,fountain,-3.20E-05,-2.77E-06
279,arrogance,-3.20E-05,-4.49E-05
280,footballer,-3.20E-05,-3.07E-06
281,cane,-3.19E-05,-1.71E-05
282,orleans,-3.18E-05,-4.21E-07
283,liar,-3.18E-05,-6.43E-06
284,yearbook,-3.18E-05,2.59E-06
285,coke,-3.18E-05,-1.85E-06
286,balloon,-3.18E-05,-1.45E-05
287,attract,-3.17E-05,-1.02E-05
288,supply,-3.17E-05,-2.92E-05
289,opinion,-3.16E-05,-1.02E-05
290,jets,-3.15E-05,-2.64E-06
291,canada,-3.13E-05,-6.10E-06
292,thai,-3.13E-05,2.29E-05
293,grandma,-3.12E-05,9.32E-06
294,degrees,-3.11E-05,1.68E-06
295,common,-3.11E-05,-7.91E-06
296,waist,-3.11E-05,-2.65E-05
297,fling,-3.11E-05,-1.76E-05
298,jenna,-3.10E-05,-2.20E-06
299,compromise,-3.08E-05,-1.33E-05
300,rd,-3.06E-05,-1.27E-05
301,salty,-3.05E-05,-3.42E-06
302,significant,-3.05E-05,-1.73E-05
303,rail,-3.05E-05,1.70E-05
304,cooked,-3.04E-05,-8.53E-06
305,curly,-3.04E-05,-7.87E-06
306,floating,-3.04E-05,8.73E-06
307,sundays,-3.02E-05,-1.25E-05
308,reporter,-3.02E-05,-1.84E-06
309,primary,-3.02E-05,-8.24E-06
310,challenged,-3.01E-05,-9.88E-06
311,busted,-3.01E-05,6.63E-06
312,ram,-3.01E-05,8.40E-06
313,invited,-3.00E-05,5.64E-06
314,nbc,-3.00E-05,-1.12E-06
315,china,-3.00E-05,-6.36E-07
316,politician,-2.99E-05,-8.16E-06
317,voting,-2.98E-05,-2.16E-05
318,shakes,-2.98E-05,-7.82E-06
319,serial,-2.97E-05,-2.46E-05
320,blow,-2.97E-05,-8.57E-07
321,hardcore,-2.96E-05,-9.23E-06
322,flavour,-2.96E-05,2.84E-05
323,sip,-2.96E-05,-1.03E-05
324,nightmares,-2.95E-05,7.69E-06
325,screamed,-2.95E-05,-8.51E-06
326,turtle,-2.95E-05,-1.80E-05
327,antonio,-2.94E-05,2.18E-05
328,colleague,-2.94E-05,-1.47E-05
329,dakota,-2.94E-05,-2.77E-05
330,credibility,-2.92E-05,4.41E-05
331,pale,-2.92E-05,2.51E-05
332,muse,-2.91E-05,-2.50E-05
333,mixture,-2.91E-05,3.23E-05
334,lies,-2.90E-05,-1.64E-05
335,poverty,-2.90E-05,-1.26E-05
336,remorse,-2.89E-05,-1.35E-06
337,bites,-2.89E-05,1.56E-06
338,illness,-2.89E-05,-2.58E-05
339,frozen,-2.88E-05,-1.13E-05
340,landed,-2.88E-05,-1.00E-06
341,vancouver,-2.88E-05,-2.65E-05
342,bets,-2.87E-05,-4.75E-06
343,participating,-2.86E-05,-4.58E-05
344,clit,-2.85E-05,7.34E-06
345,shape,-2.84E-05,-3.27E-05
346,answering,-2.84E-05,1.14E-05
347,recognise,-2.83E-05,-1.43E-05
348,responds,-2.83E-05,-6.06E-05
349,disagree,-2.82E-05,-1.67E-06
350,clearly,-2.81E-05,-1.22E-05
351,practically,-2.81E-05,-8.69E-06
352,liverpool,-2.81E-05,-2.58E-06
353,tools,-2.80E-05,3.22E-06
354,relatives,-2.80E-05,-9.67E-06
355,celebrated,-2.80E-05,-1.82E-06
356,slice,-2.79E-05,-2.66E-06
357,islam,-2.79E-05,-3.50E-05
358,throat,-2.79E-05,-4.82E-06
359,swear,-2.78E-05,-1.54E-05
360,spoken,-2.78E-05,-8.77E-06
361,coal,-2.78E-05,-1.09E-05
362,council,-2.78E-05,-1.03E-05
363,caleb,-2.78E-05,-1.08E-05
364,glen,-2.77E-05,-1.74E-05
365,discrimination,-2.77E-05,-7.13E-05
366,teammates,-2.75E-05,1.41E-05
367,officials,-2.75E-05,-1.75E-05
368,rihanna,-2.75E-05,2.13E-06
369,award,-2.74E-05,-1.77E-05
370,disaster,-2.74E-05,1.01E-05
371,shouted,-2.74E-05,9.42E-06
372,trousers,-2.72E-05,-9.14E-07
373,losers,-2.72E-05,-4.83E-06
374,shell,-2.71E-05,-5.07E-06
375,smelled,-2.71E-05,7.72E-06
376,arrest,-2.71E-05,-4.36E-05
377,bleed,-2.71E-05,-8.54E-06
378,horribly,-2.69E-05,3.58E-06
379,neighbor,-2.69E-05,3.56E-06
380,religion,-2.69E-05,-2.83E-07
381,subject,-2.68E-05,-2.71E-05
382,odor,-2.68E-05,-1.99E-05
383,14,-2.67E-05,-7.88E-06
384,dentist,-2.67E-05,3.40E-06
385,yahoo,-2.67E-05,-4.51E-06
386,heat,-2.67E-05,3.13E-06
387,powder,-2.66E-05,-7.47E-06
388,anymore,-2.66E-05,-9.08E-06
389,puff,-2.66E-05,-5.02E-06
390,gauge,-2.66E-05,-2.86E-05
391,dragged,-2.65E-05,-1.33E-05
392,offensive,-2.64E-05,-1.51E-05
393,budget,-2.64E-05,-1.77E-05
394,nun,-2.64E-05,-2.69E-06
395,click,-2.64E-05,-9.15E-06
396,murderer,-2.63E-05,1.51E-05
397,brushing,-2.63E-05,-1.12E-05
398,sisters,-2.63E-05,-8.44E-06
399,november,-2.63E-05,-4.37E-07
400,lovers,-2.63E-05,-1.43E-05
401,beaten,-2.62E-05,-5.53E-07
402,fuse,-2.61E-05,-5.59E-05
403,lungs,-2.60E-05,-2.82E-06
404,pc,-2.60E-05,-2.23E-07
405,inappropriate,-2.59E-05,4.29E-06
406,grinding,-2.59E-05,-1.27E-05
407,standards,-2.58E-05,3.76E-07
408,impress,-2.58E-05,-2.08E-05
409,sins,-2.58E-05,-2.68E-05
410,beatles,-2.58E-05,3.83E-06
411,cries,-2.57E-05,-8.83E-06
412,peanut,-2.57E-05,-7.46E-06
413,player,-2.57E-05,-2.14E-06
414,apart,-2.57E-05,-8.49E-06
415,allowing,-2.57E-05,-2.11E-05
416,owns,-2.57E-05,2.04E-05
417,springer,-2.56E-05,-2.69E-05
418,attempted,-2.56E-05,-1.09E-05
419,hacking,-2.56E-05,2.42E-05
420,blocking,-2.55E-05,-5.52E-05
421,stepping,-2.55E-05,-4.49E-05
422,crunch,-2.55E-05,-6.89E-06
423,leak,-2.55E-05,-7.97E-07
424,johns,-2.54E-05,1.43E-05
425,gail,-2.53E-05,1.00E-05
426,noel,-2.53E-05,7.86E-06
427,amount,-2.53E-05,-1.26E-05
428,substitute,-2.53E-05,-2.96E-05
429,retire,-2.52E-05,-1.76E-05
430,hence,-2.52E-05,-4.62E-05
431,kisses,-2.51E-05,-1.97E-05
432,sweatshirt,-2.51E-05,-1.97E-06
433,pearl,-2.51E-05,-5.01E-06
434,vegetarian,-2.49E-05,1.97E-05
435,threats,-2.49E-05,-2.34E-05
436,sandwiches,-2.49E-05,1.31E-05
437,chunk,-2.47E-05,-1.41E-05
438,kinds,-2.46E-05,-2.00E-05
439,pudding,-2.46E-05,-2.88E-07
440,pregnancy,-2.46E-05,-2.67E-05
441,figures,-2.45E-05,6.51E-07
442,favor,-2.45E-05,-3.90E-06
443,nerve,-2.45E-05,-3.95E-05
444,war,-2.44E-05,1.06E-06
445,nana,-2.44E-05,-1.46E-05
446,haunt,-2.44E-05,-4.62E-06
447,root,-2.44E-05,-1.08E-05
448,ignore,-2.43E-05,-2.27E-05
449,bizarre,-2.43E-05,4.10E-06
450,showered,-2.42E-05,-8.25E-06
451,aisle,-2.41E-05,1.63E-05
452,deaths,-2.41E-05,6.87E-06
453,shoots,-2.41E-05,-2.52E-07
454,mack,-2.41E-05,-2.94E-05
455,legged,-2.40E-05,-6.33E-06
456,lace,-2.40E-05,-3.40E-05
457,possession,-2.40E-05,-2.37E-05
458,diet,-2.39E-05,-6.43E-06
459,stabbed,-2.39E-05,-8.52E-08
460,peoples,-2.39E-05,1.45E-05
461,spreading,-2.38E-05,-1.48E-05
462,tommy,-2.38E-05,-1.09E-05
463,supporter,-2.37E-05,-6.16E-05
464,rice,-2.37E-05,-1.35E-05
465,mirrors,-2.36E-05,1.94E-06
466,rule,-2.36E-05,2.67E-06
467,intelligent,-2.36E-05,-6.88E-05
468,individual,-2.35E-05,-5.26E-05
469,screw,-2.35E-05,3.77E-06
470,farm,-2.35E-05,-7.63E-06
471,rear,-2.35E-05,-2.59E-06
472,almond,-2.34E-05,5.81E-06
473,striped,-2.34E-05,-3.75E-05
474,former,-2.34E-05,-9.05E-07
475,bug,-2.34E-05,-5.94E-06
476,weak,-2.33E-05,-5.90E-06
477,acceptable,-2.32E-05,-4.66E-06
478,purposely,-2.32E-05,-1.00E-05
479,welcomed,-2.32E-05,-9.18E-06
480,further,-2.32E-05,5.43E-07
481,disabled,-2.31E-05,-1.18E-05
482,era,-2.31E-05,2.62E-06
483,fk,-2.30E-05,4.83E-06
484,chewing,-2.30E-05,7.52E-06
485,innocent,-2.30E-05,-6.61E-07
486,monsters,-2.29E-05,-5.59E-06
487,fork,-2.29E-05,1.20E-06
488,queue,-2.29E-05,-1.50E-05
489,mono,-2.29E-05,3.97E-06
490,inviting,-2.29E-05,-3.22E-05
491,religious,-2.28E-05,-1.42E-06
492,monopoly,-2.28E-05,-2.66E-05
493,chewed,-2.28E-05,1.17E-05
494,instinct,-2.27E-05,-2.30E-05
495,messed,-2.27E-05,-1.16E-05
496,judges,-2.27E-05,1.15E-05
497,counter,-2.27E-05,-8.65E-07
498,flew,-2.26E-05,-7.41E-06
499,habits,-2.26E-05,-1.30E-05
500,carrot,-2.26E-05,-8.27E-06
501,role,-2.25E-05,4.96E-06
502,salmon,-2.24E-05,2.53E-05
503,faded,-2.24E-05,-2.60E-05
504,loyalty,-2.23E-05,-1.66E-05
505,treats,-2.22E-05,1.16E-06
506,flies,-2.22E-05,2.12E-06
507,boutique,-2.21E-05,-4.86E-05
508,cruelty,-2.21E-05,-1.22E-05
509,refusing,-2.20E-05,-3.53E-05
510,fault,-2.20E-05,-5.22E-06
511,existence,-2.20E-05,-1.25E-05
512,honesty,-2.20E-05,-8.26E-06
513,waitress,-2.20E-05,-3.95E-06
514,wendy,-2.19E-05,5.83E-07
515,hostage,-2.19E-05,-9.47E-07
516,boost,-2.19E-05,-9.73E-06
517,kissing,-2.19E-05,3.84E-05
518,funeral,-2.18E-05,-1.39E-06
519,mask,-2.18E-05,-1.66E-05
520,delight,-2.18E-05,-1.77E-05
521,employee,-2.17E-05,-7.75E-06
522,basis,-2.17E-05,-1.99E-05
523,cnn,-2.17E-05,7.65E-06
524,lt,-2.17E-05,-5.61E-06
525,health,-2.16E-05,-1.42E-05
526,threat,-2.16E-05,-8.18E-06
527,affair,-2.16E-05,-2.02E-05
528,blackout,-2.16E-05,1.02E-05
529,banning,-2.16E-05,-5.61E-06
530,forcing,-2.16E-05,-2.44E-05
531,hairs,-2.16E-05,-9.13E-06
532,personally,-2.15E-05,-9.24E-06
533,breakfast,-2.15E-05,-8.56E-06
534,kindness,-2.15E-05,-1.29E-05
535,vanilla,-2.15E-05,-6.16E-06
536,cares,-2.15E-05,-1.19E-05
537,boxers,-2.14E-05,-1.30E-05
538,guests,-2.14E-05,-1.09E-05
539,iceland,-2.14E-05,-6.33E-05
540,burns,-2.14E-05,1.06E-05
541,entertainment,-2.13E-05,8.89E-06
542,baked,-2.12E-05,8.18E-06
543,principal,-2.12E-05,-5.37E-06
544,expired,-2.11E-05,-2.23E-05
545,philip,-2.11E-05,-4.50E-05
546,detention,-2.11E-05,-1.02E-05
547,chocolate,-2.11E-05,-6.00E-06
548,organs,-2.11E-05,3.32E-06
549,sweets,-2.11E-05,-1.29E-05
550,priority,-2.10E-05,-5.21E-05
551,adoption,-2.10E-05,-1.05E-05
552,hook,-2.10E-05,1.99E-06
553,doll,-2.10E-05,-2.91E-05
554,raiders,-2.10E-05,-1.04E-05
555,tea,-2.09E-05,-1.17E-05
556,previously,-2.09E-05,2.29E-05
557,robin,-2.09E-05,-8.59E-06
558,ripped,-2.09E-05,2.06E-06
559,brains,-2.08E-05,1.30E-05
560,sticking,-2.08E-05,-1.04E-05
561,coaching,-2.08E-05,-1.95E-06
562,6th,-2.08E-05,6.87E-06
563,strawberry,-2.08E-05,-3.00E-05
564,rooney,-2.07E-05,-2.76E-07
565,hoped,-2.06E-05,9.94E-06
566,negative,-2.06E-05,-1.10E-05
567,tasting,-2.06E-05,8.50E-06
568,jealousy,-2.06E-05,-1.73E-05
569,involved,-2.05E-05,-8.06E-07
570,pride,-2.05E-05,-2.56E-05
571,grabbed,-2.05E-05,-2.65E-05
572,dignity,-2.05E-05,1.71E-05
573,hash,-2.04E-05,-1.74E-05
574,slavery,-2.04E-05,2.94E-05
575,floors,-2.04E-05,-8.44E-06
576,basic,-2.04E-05,-4.79E-06
577,muslim,-2.04E-05,1.46E-06
578,restaurants,-2.04E-05,-1.58E-05
579,chunks,-2.04E-05,-1.37E-05
580,makeup,-2.04E-05,1.67E-05
581,dans,-2.03E-05,-1.75E-05
582,miserable,-2.03E-05,-3.51E-06
583,sexual,-2.03E-05,3.51E-05
584,scar,-2.03E-05,4.36E-06
585,entire,-2.03E-05,-3.53E-06
586,celebrities,-2.02E-05,1.48E-05
587,immediate,-2.02E-05,-6.17E-07
588,elementary,-2.02E-05,-1.22E-05
589,grapes,-2.02E-05,-4.09E-05
590,yankee,-2.01E-05,-8.34E-06
591,willy,-2.01E-05,1.09E-05
592,concept,-2.00E-05,-1.59E-05
593,guinea,-2.00E-05,-3.74E-05
594,couples,-2.00E-05,-1.20E-05
595,fever,-2.00E-05,-4.34E-06
596,legally,-2.00E-05,1.43E-05
597,gaining,-2.00E-05,-3.00E-05
598,defend,-1.99E-05,3.01E-05
599,crawling,-1.99E-05,-1.52E-05
600,potatoes,-1.99E-05,-1.47E-05
601,girlfriend,-1.99E-05,-1.92E-06
602,gross,-1.99E-05,1.59E-05
603,pasta,-1.99E-05,3.74E-06
604,batter,-1.99E-05,-7.31E-06
605,ina,-1.99E-05,-7.08E-06
606,kicked,-1.99E-05,-9.12E-06
607,injury,-1.98E-05,-1.31E-05
608,dry,-1.98E-05,-2.83E-06
609,fact,-1.98E-05,-2.13E-06
610,afterwards,-1.98E-05,-1.45E-05
611,manager,-1.98E-05,-1.24E-05
612,fare,-1.98E-05,-1.01E-05
613,vest,-1.97E-05,-2.84E-05
614,bowls,-1.97E-05,-2.68E-05
615,salon,-1.97E-05,-3.65E-05
616,grim,-1.96E-05,1.96E-05
617,foundation,-1.95E-05,-1.20E-05
618,known,-1.95E-05,6.50E-07
619,claims,-1.94E-05,-2.20E-05
620,eating,-1.94E-05,-4.78E-07
621,helpless,-1.94E-05,-2.85E-05
622,daughters,-1.94E-05,-1.85E-05
623,bone,-1.93E-05,-1.01E-05
624,removal,-1.93E-05,-4.01E-06
625,groups,-1.93E-05,-6.51E-06
626,hate,-1.93E-05,1.44E-06
627,colin,-1.92E-05,-1.19E-06
628,daughter,-1.92E-05,-7.42E-06
629,peas,-1.91E-05,-8.27E-06
630,lacking,-1.91E-05,-1.46E-05
631,blankets,-1.91E-05,-1.93E-05
632,selling,-1.91E-05,-5.49E-06
633,filmed,-1.91E-05,-1.39E-05
634,irrelevant,-1.91E-05,2.44E-07
635,dime,-1.90E-05,1.26E-05
636,meal,-1.90E-05,-7.50E-06
637,dt,-1.89E-05,-1.52E-05
638,protecting,-1.89E-05,-2.63E-06
639,screwing,-1.89E-05,1.39E-05
640,club,-1.89E-05,-9.40E-06
641,imagine,-1.88E-05,7.83E-07
642,maximum,-1.88E-05,-3.50E-05
643,honey,-1.88E-05,-4.59E-06
644,exposed,-1.87E-05,-7.26E-06
645,bell,-1.87E-05,-5.42E-06
646,childish,-1.87E-05,6.68E-06
647,noodles,-1.87E-05,3.70E-06
648,twice,-1.87E-05,2.53E-06
649,leafs,-1.87E-05,-2.33E-05
650,tags,-1.86E-05,-2.35E-05
651,dramatic,-1.86E-05,1.44E-05
652,onions,-1.86E-05,9.93E-06
653,closed,-1.86E-05,-8.02E-06
654,washing,-1.86E-05,-1.88E-06
655,gloves,-1.85E-05,9.40E-06
