,Word,Bert,Distilbert
2577,rolled,3.29E-05,-6.53E-06
2578,innocence,3.30E-05,7.78E-06
2579,racist,3.32E-05,7.14E-06
2580,neighborhood,3.32E-05,-2.13E-06
2581,thug,3.34E-05,-1.38E-05
2582,illegal,3.35E-05,2.44E-07
2583,hearted,3.35E-05,-8.47E-07
2584,abortion,3.36E-05,4.80E-06
2585,nipples,3.38E-05,-7.73E-06
2586,soaking,3.38E-05,-3.03E-05
2587,eats,3.39E-05,-2.96E-05
2588,chew,3.39E-05,1.42E-05
2589,ignorant,3.39E-05,2.81E-05
2590,wolves,3.40E-05,-1.56E-05
2591,sack,3.40E-05,2.04E-05
2592,disgusting,3.41E-05,2.20E-05
2593,locker,3.42E-05,1.55E-05
2594,horses,3.42E-05,-2.26E-05
2595,encountered,3.43E-05,-7.38E-06
2596,rents,3.44E-05,-4.61E-06
2597,replaced,3.45E-05,2.23E-05
2598,crawled,3.46E-05,6.28E-06
2599,travis,3.46E-05,-7.14E-06
2600,rubber,3.48E-05,-2.34E-05
2601,insect,3.49E-05,1.36E-05
2602,arrested,3.50E-05,-1.33E-05
2603,respect,3.50E-05,-6.84E-06
2604,toby,3.51E-05,-2.92E-05
2605,curb,3.54E-05,-1.26E-05
2606,nasty,3.56E-05,2.14E-05
2607,narrow,3.58E-05,1.86E-05
2608,sour,3.58E-05,-3.75E-05
2609,agency,3.59E-05,-9.66E-06
2610,respected,3.60E-05,1.38E-05
2611,families,3.61E-05,-1.01E-05
2612,rank,3.61E-05,9.53E-07
2613,socks,3.62E-05,-8.02E-06
2614,swap,3.65E-05,-2.59E-05
2615,murdered,3.66E-05,-2.04E-05
2616,moody,3.66E-05,-7.74E-06
2617,justified,3.66E-05,-1.13E-06
2618,taxes,3.67E-05,1.15E-05
2619,stood,3.68E-05,-1.36E-05
2620,stupidity,3.71E-05,-1.07E-05
2621,faced,3.72E-05,3.34E-06
2622,rappers,3.76E-05,4.34E-05
2623,hut,3.76E-05,2.37E-05
2624,inform,3.77E-05,-2.31E-05
2625,protein,3.78E-05,-0.000102735
2626,willing,3.79E-05,2.78E-06
2627,cleavage,3.79E-05,-2.43E-05
2628,judged,3.80E-05,3.47E-05
2629,tram,3.80E-05,1.16E-05
2630,appropriate,3.80E-05,-2.87E-05
2631,cocky,3.81E-05,0.00018192
2632,candidate,3.81E-05,-9.34E-06
2633,zealand,3.83E-05,2.33E-05
2634,ripping,3.86E-05,-3.99E-05
2635,mole,3.87E-05,3.52E-08
2636,footballers,3.89E-05,3.16E-05
2637,beings,3.92E-05,-6.08E-06
2638,exploded,3.92E-05,1.25E-05
2639,attacked,3.93E-05,-1.55E-05
2640,sock,3.96E-05,6.99E-06
2641,private,3.97E-05,1.06E-06
2642,egyptian,3.98E-05,7.04E-05
2643,houses,4.02E-05,-1.09E-05
2644,wages,4.03E-05,-1.39E-05
2645,mtv,4.03E-05,1.26E-05
2646,aggravated,4.03E-05,1.72E-05
2647,stray,4.03E-05,-1.89E-06
2648,panties,4.04E-05,3.48E-05
2649,missouri,4.04E-05,2.75E-05
2650,pets,4.04E-05,-1.84E-06
2651,seniors,4.06E-05,-2.54E-05
2652,piers,4.08E-05,1.11E-05
2653,sloppy,4.09E-05,5.75E-05
2654,spencer,4.11E-05,-1.22E-05
2655,julia,4.12E-05,-1.04E-05
2656,hallways,4.13E-05,-1.14E-05
2657,accuse,4.15E-05,2.24E-05
2658,nipple,4.18E-05,9.51E-06
2659,disbelief,4.18E-05,-2.08E-05
2660,scarred,4.19E-05,2.62E-05
2661,vitamin,4.19E-05,4.43E-06
2662,tuck,4.22E-05,-9.37E-06
2663,unfortunate,4.24E-05,-4.32E-05
2664,brush,4.24E-05,-1.87E-05
2665,messaging,4.25E-05,-9.88E-06
2666,greasy,4.25E-05,2.27E-05
2667,dusty,4.26E-05,-1.08E-05
2668,toes,4.28E-05,-2.14E-05
2669,mint,4.30E-05,7.21E-06
2670,cows,4.35E-05,-2.50E-05
2671,towel,4.35E-05,-5.07E-06
2672,thousands,4.36E-05,-2.79E-05
2673,disgrace,4.37E-05,-7.90E-06
2674,grease,4.38E-05,4.14E-06
2675,granny,4.38E-05,2.85E-05
2676,ambition,4.51E-05,-2.15E-05
2677,ashamed,4.54E-05,9.54E-06
2678,aching,4.57E-05,-2.33E-05
2679,nasal,4.59E-05,-6.50E-06
2680,devastating,4.62E-05,-2.71E-06
2681,wade,4.66E-05,1.46E-06
2682,snaps,4.68E-05,-1.30E-05
2683,confusing,4.75E-05,-1.46E-05
2684,denied,4.76E-05,-1.88E-05
2685,tattoos,4.77E-05,4.62E-05
2686,insult,4.82E-05,-5.17E-07
2687,heroes,4.83E-05,2.48E-05
2688,sweaty,4.84E-05,2.21E-05
2689,promoting,4.87E-05,3.84E-05
2690,entertain,4.90E-05,2.68E-05
2691,buddies,4.95E-05,-1.42E-05
2692,buffet,4.95E-05,8.16E-06
2693,repeatedly,4.95E-05,-3.21E-05
2694,cigarettes,4.98E-05,9.52E-05
2695,freaks,5.00E-05,1.74E-06
2696,olympics,5.01E-05,-6.87E-06
2697,authority,5.01E-05,2.30E-05
2698,accused,5.08E-05,-4.31E-05
2699,litter,5.11E-05,1.20E-05
2700,creator,5.12E-05,-9.33E-06
2701,goose,5.14E-05,4.32E-06
2702,condoms,5.14E-05,-2.70E-05
2703,uniforms,5.23E-05,-5.46E-06
2704,tables,5.29E-05,9.63E-06
2705,tolerance,5.30E-05,1.45E-05
2706,vomit,5.31E-05,1.66E-05
2707,popped,5.32E-05,4.58E-06
2708,morals,5.33E-05,4.71E-05
2709,ruining,5.34E-05,4.24E-05
2710,laughed,5.37E-05,2.73E-05
2711,batch,5.38E-05,-1.44E-05
2712,threatened,5.39E-05,-1.46E-05
2713,lizard,5.40E-05,-2.88E-06
2714,graves,5.44E-05,3.28E-05
2715,banks,5.47E-05,-5.84E-06
2716,creatures,5.53E-05,5.70E-06
2717,tennessee,5.60E-05,2.36E-05
2718,ants,5.63E-05,-1.75E-07
2719,unsafe,5.66E-05,-2.03E-05
2720,condom,5.67E-05,3.50E-05
2721,trump,5.76E-05,-1.74E-05
2722,trace,5.81E-05,-7.74E-06
2723,farming,5.84E-05,3.95E-05
2724,poker,5.87E-05,1.02E-05
2725,filter,5.88E-05,-1.60E-05
2726,ads,5.88E-05,-9.70E-07
2727,cardboard,5.90E-05,1.04E-08
2728,spray,5.93E-05,6.19E-06
2729,expressions,5.94E-05,0.000137409
2730,rub,5.95E-05,2.77E-06
2731,mister,5.97E-05,1.22E-05
2732,smack,6.12E-05,2.86E-05
2733,viral,6.14E-05,4.33E-06
2734,destruction,6.17E-05,4.96E-06
2735,kissed,6.21E-05,2.85E-05
2736,indians,6.22E-05,1.80E-05
2737,ferguson,6.26E-05,-4.81E-06
2738,voter,6.26E-05,4.59E-05
2739,carey,6.29E-05,5.45E-05
2740,policies,6.31E-05,-2.99E-05
2741,conservative,6.39E-05,-5.90E-06
2742,devils,6.47E-05,2.54E-05
2743,expense,6.51E-05,-1.65E-05
2744,stares,6.52E-05,3.69E-06
2745,picket,6.67E-05,-2.07E-06
2746,elderly,6.70E-05,-3.41E-05
2747,swallowing,6.88E-05,-2.29E-05
2748,cottage,6.90E-05,5.98E-05
2749,thumbs,7.11E-05,-2.91E-05
2750,urine,7.15E-05,-1.02E-06
2751,seafood,7.21E-05,-5.80E-05
2752,associated,7.26E-05,-2.44E-05
2753,divorced,7.28E-05,3.41E-06
2754,intake,7.28E-05,3.22E-05
2755,cyrus,7.37E-05,-1.05E-05
2756,vulgar,7.49E-05,2.39E-05
2757,constitution,7.50E-05,3.75E-05
2758,homosexual,7.55E-05,4.94E-05
2759,96,7.72E-05,1.72E-05
2760,recover,7.75E-05,-8.31E-06
2761,repeated,7.77E-05,1.06E-05
2762,colours,7.81E-05,-2.83E-05
2763,posing,7.83E-05,5.56E-05
2764,throws,7.86E-05,-1.34E-05
2765,sniff,7.95E-05,-3.35E-05
2766,abusive,7.99E-05,1.55E-05
2767,liberals,8.01E-05,-1.39E-06
2768,lesbian,8.03E-05,-5.41E-05
2769,whale,8.04E-05,6.96E-07
2770,vegetable,8.11E-05,6.33E-06
2771,incident,8.21E-05,-1.84E-05
2772,behave,8.29E-05,1.52E-05
2773,mustache,8.41E-05,8.18E-05
2774,bothered,8.59E-05,-3.12E-06
2775,artificial,8.62E-05,9.51E-05
2776,stall,8.76E-05,3.86E-05
2777,vegetables,8.77E-05,1.91E-05
2778,norm,8.82E-05,1.65E-05
2779,tied,8.97E-05,-8.66E-06
2780,assaulted,8.98E-05,0.000114482
2781,necks,9.08E-05,4.29E-06
2782,crust,9.19E-05,5.16E-05
2783,ratings,9.28E-05,3.20E-06
2784,falcons,9.36E-05,-3.00E-05
2785,hooker,9.44E-05,5.04E-05
2786,liquid,9.52E-05,2.15E-05
2787,default,9.89E-05,5.17E-05
2788,brad,0.000101921,-1.33E-05
2789,cheated,0.000101984,4.59E-05
2790,chicks,0.000105025,2.82E-05
2791,naive,0.000107255,5.01E-06
2792,filthy,0.000107993,-2.12E-05
2793,stabbing,0.000113508,2.12E-05
2794,statements,0.000114666,7.33E-05
2795,disgusted,0.000117855,5.61E-05
2796,involving,0.00012029,2.63E-05
2797,exposing,0.00012095,-9.75E-06
2798,lick,0.000121052,2.41E-05
2799,cafeteria,0.000130164,4.01E-05
2800,christie,0.000163892,7.35E-05
