word,score,word_count
culinary,-0.005877885901683753,7
wonderfully,-0.0013437897222440852,26
steeps,-0.005437975743956889,3
resulting,-0.013093467782791373,26
murky,-0.013549422059154353,11
delightfully,-0.0030129230889773075,5
aromatic,-0.007489570031330946,29
undoubtedly,-0.003243648648567614,4
nap,-0.0027378177279509448,1
bedtime,0.005486442666886952,7
plans,-0.003716888454822765,5
perform,-0.0032919453484565667,3
activity,-0.0028678988767035967,5
recommended.<br,-0.0044886151124433876,5
arms,-0.0032205720342411343,4
legs,-0.0030812351047855673,6
tingle,-0.004054222074773861,2
relaxation,0.0024442056391611308,2
droopy,-0.0027378177279509448,1
place.<br,-0.0027378177279509448,1
signed,-0.003034300928497009,13
skipping,-0.0017881801303413643,5
scheduled,-0.002056034678246432,12
timely,0.0005884125456144363,22
manner,0.0002905400118811013,16
"b000vk33c6"">newman",0.006458140584368266,1
adult,-0.006289606946398144,69
7-pound,0.006458140584368266,1
bag</a,-0.007353005249182161,12
chutney,-0.00433731946980735,10
cite,-0.006757483263597048,4
peppers,-0.0064203192811737265,27
marmalade,-0.0037598963214356142,5
fire,-0.009433712390375885,19
listen,-0.0014212063515984007,7
ot,0.0017799858488660903,2
cuddle,0.0006906892158895061,1
ut,-0.0015156856000567132,2
choc,-0.0037946192707697807,9
rasp,0.0006906892158895061,1
supposedly,-0.010236051167382076,17
approx,-0.0010220352139783376,14
varies,-0.004251237131915938,5
caf,-0.003948747530124646,7
tannins,0.00024509434609596304,5
astringent,-0.007037794323233747,14
temper,-0.0037347698454686905,2
concentrates,-0.005909885772970289,22
net,-0.006162762735066818,19
prince,-0.005829570316644981,26
restaurants,-0.00828853116459106,37
supermarkets.<br,-0.0037347698454686905,2
it'self,-0.0037347698454686905,2
enriched,-0.012088609103924244,9
sources,-0.009077967121328601,34
improvised,-0.0028193697110691575,1
cow,-0.0014469501749739548,35
infinitely,-0.0028193697110691575,1
lactose,-0.008948049709750367,51
useful,-0.0056290777604281785,32
hormel,-0.00953668511396418,28
compleats,-0.012394284473966559,30
tassimo,-0.002432417698936686,12
"b000gevgxa"">goccia",-0.002230139860960965,1
truffle,-0.007606631410048316,105
italy</a><br,-0.002230139860960965,1
qaulity,-0.002230139860960965,1
euphoria,-0.002230139860960965,1
strawberry,-0.0060904201615893955,83
sugarless,-0.009845591951052989,12
lasting,-0.003959665921089987,24
stringy,-0.014283108316459068,8
quickly.<br,-0.010394708755259368,10
again.<br,-0.00971805499764947,42
recommended!<br,-0.012146533524824728,10
/>cfh,-0.010967961555251723,12
includes,-0.006641740474582822,31
macadamia,-0.0028795235999738602,11
japan,-0.007774715120497551,17
radiation,-0.01060150132861357,2
fields,-0.012036407572573909,3
contamination,-0.01474665324806535,7
claims,-0.011007592914309774,59
yea,-0.007326587437686006,4
sky,0.009322639685630445,2
rubs,0.004639745651676397,5
marinades,0.005900383693339488,5
permanent,0.004018077273636259,6
draw,-0.009392203998655152,25
smelling,-0.007697647638990205,28
attribute,-0.002800869374708491,3
forgiving,0.0008482865555010713,2
6x,-0.0004546429688474518,1
quarter,-0.004586677382702215,11
tubes,-0.0013375040562850363,9
cute,-0.006663133567037942,51
wax,-0.010350831206803074,6
inches,-0.00805241727236004,22
conveniance,-0.003331780770677142,1
21,-0.008285387159905476,18
inch,-0.006377089907197191,24
plasitc,-0.003331780770677142,1
equivelant,-0.003331780770677142,1
maui,-0.009828556640693984,6
willy,-0.0076997019239830235,7
wonka,-0.0076997019239830235,7
factory,-0.010269889884383489,27
favorable,-0.008464189860377598,12
camping,-0.0009464434824379475,17
cheapest,-0.003559326933234414,29
familiar,-0.008586732982178632,28
balk,-0.0010403242552032073,1
hike,-0.0030389288296234253,5
respect,-0.0007617697447100606,4
trail,-0.005016198232280734,8
wilds,-0.0010403242552032073,1
fiend,-0.0018409686174709352,2
awaited,-0.006202326006896328,1
"drinker,<br",-0.006202326006896328,1
mark,-0.006667564497700811,33
essence,-0.01062257515317379,27
anticipate,-0.00444338897158256,2
inexpensive,-0.00603006251671231,43
kool,-0.0032132477380951664,25
stores.<br,-0.0008377712589329651,4
/>delicious,0.0009911832001752274,3
t,-0.006147165774380506,38
e.g.,-0.010814538515799228,16
bananas,-0.0028748224745575733,23
tourangelle,0.004078792739512513,5
sauteeing,0.007193991623498732,1
dent,-0.006828997467191249,18
protected.<br,0.007193991623498732,1
poured,-0.011712606320056166,40
saute,-0.0015082557627498652,11
pan,-0.005001832273205092,45
scramble,-0.006203313719494569,2
watched,-0.0054333795642802826,11
tv,-0.006425004667822316,21
ingesting,-0.014790771346963409,17
auto,-0.0025080840955869284,35
immune,-0.00328231139496383,11
/>ding,-0.014873525166221953,1
metal,-0.007840322225962865,29
alloy,-0.014873525166221953,2
dented,-0.015107808314264285,83
dents,-0.011882338692923046,17
odds,-0.00706076917013282,2
leaking,-0.009731581277341724,21
happening,-0.007920983909537603,9
statistically,-0.014873525166221953,1
uploaded,-0.009529367821038855,1
extraordinarily,0.004064236526143456,1
bolthouse,0.004064236526143456,1
portions,-0.0063218886888268275,15
kcup,-0.006657632356772902,29
:],0.0031199177057533232,2
projectile,-0.012355937507236377,3
cheezy,-0.012355937507236377,3
craze,-0.011028599845484072,4
obsolete,0.0004387412617506925,1
picking,-0.006292265068523076,13
trademark,0.0005068135250742975,2
clip,0.0013007280486635863,3
dense.<br,-0.009419602539128392,8
bag.<br,-0.005764431794952536,18
conclusion,-0.007556619751087663,15
cubes,-0.004706732840333088,36
points,-0.00012543803466092635,29
cheating,-0.011366567339658407,13
/>expensive,0.002720613527283907,1
grind,-0.004765364107756069,69
lovely,-0.0016062957680176102,55
marginally,-0.011741470800721769,19
cappuchino,-0.01101108049983547,6
shoulda,-0.01101108049983547,6
betta,-0.01101108049983547,6
definatly,0.006223337726381337,5
leaps,0.010112367978144902,1
bounds,0.0003686820339013743,2
owner,-0.007652307388913687,37
cockers,0.010112367978144902,1
operated,-0.007926599820952798,7
exceedingly,-0.0068614380783704595,2
totals,-0.002619619815047069,4
540,-0.005777968334720451,1
22,-0.012550432838266314,30
campbell,-0.006515717625898509,15
.5,-0.005777968334720451,1
820,-0.005777968334720451,1
oats,-0.0031054510529922655,47
1/4cup,-0.005240277017946937,1
minutes+,-0.005240277017946937,1
strangely,-0.007063608380376536,2
fats,-0.006939019860273804,56
surprisingly,-0.0041720382873834255,39
stable,-0.0030257191901008704,15
slowly,-0.006945091891523784,58
solid,-0.00954181142702693,75
nutty,-0.002763775706378023,46
flakey,-0.010473902600824658,2
gluey,-0.014129012123852184,15
sugarbomb,-0.005240277017946937,1
insult,-0.008666723016560192,22
pleasing,-0.005178441791936251,35
recomend,0.0010638718877491252,8
moistened,-2.7802204713225364e-05,1
/>his,0.007956883901400336,1
icecream,-0.00022368525586352936,5
differentiates,-0.007087858651029819,1
lining,-0.009763566011910403,19
dorm,-0.005772372173790548,3
eagerness,-0.006296960687298754,1
accidentally,-0.004353328022068834,12
delay,-0.006296960687298754,1
/>a,-0.006146716499886791,64
stem,-0.0047486154741030375,6
terrarium,-0.0038109749128416104,2
habitat,-0.0038589774418869636,2
robustness,-0.006296960687298754,1
proetein,3.660253793592953e-05,1
breads,-0.005070507419636735,23
depend,-0.0005121680709089561,2
salmon,-0.004722181354845895,70
tinned,0.008644736980043793,1
fat-,0.0034965063824893153,2
rum,-0.008293001524721219,34
tables,-0.0056889473178954285,3
lemonade,-0.007244084894283884,54
sweet(men,-0.01384562825919905,1
women,-0.002792549085305296,23
drug,-0.011246884931441754,9
convince,-0.00618793134454639,4
prudish,-0.01384562825919905,1
maids,-0.005432987239459787,5
bi,-0.0010248961376606127,6
criticism,-0.0009387058188278589,3
bough,-0.005481657183584805,3
staying,-0.011084667793023927,11
spa,0.002063982678349324,2
washington.<br,0.010655032419696606,1
relax,-0.0013830733226901822,7
colds,0.0033607340871640193,2
clearing,0.00540027630613622,3
delicious!<br,-0.002163457411831283,4
likewise,-0.003386156703248465,5
pledge,-0.016305338973664523,4
furniture,-0.016305338973664523,4
flake,-0.013861971498784745,8
grated,-0.010838337365197126,6
treats.<br,-0.0022718196249176498,4
buy.<br,-0.001142859227311419,2
/>do,-0.006988201663923897,16
tummies.<br,-0.002507096380771448,1
hem,-0.0050969228733265485,1
worms,-0.00920899789933901,10
straws,-0.007485944186851912,16
/>2,-0.008233376960084048,47
veggie,-0.004148371882751517,26
9-month,0.003903448296211233,2
funky,-0.010425282789609113,17
preferably,-0.000613107738730226,2
purified,-0.0023776708338785588,3
shrimp,-0.0021610360395702866,19
flavor).<br,0.0013511747261509299,1
remarked,-0.0025879461684235137,2
thorough,0.0013511747261509299,1
spillage.<br,0.0013511747261509299,1
seeking,-0.0037209917255971356,5
meats,-0.00030600329379145335,22
experience.<br,-0.0061401695626115,7
comparatively,0.0013511747261509299,1
speaking,-0.0019419848845791418,6
wal,-0.006783425310034344,24
mart,-0.009945060998444985,36
spoiled,-0.011555865728007032,70
springs,-0.004639985795828644,36
detectable,-0.022543439478962833,16
shih,-0.0031682404830103003,7
tzus,-0.00966435838362789,2
brownish,-0.013378966859102854,8
tear,-0.01049884045767648,17
stains,-0.010507683477415616,15
discs,-0.006726332122170354,7
gotton,-0.002363086165084193,1
btw,-0.005634412236501401,16
wan't,-0.002363086165084193,1
reccomend,-0.006497498651961602,10
zipper,-0.008296684632853915,2
mold,-0.014758150580319089,58
unusually,-0.00461103264103258,2
contributed,-0.009172492781071923,1
trimmed,-0.006597041045097285,2
moldy,-0.013403671696253377,58
froze,-0.004403147722429518,3
left.<br,-0.0064808743537651025,2
starts,-0.004882903054256061,45
butcher,-0.0004746920849114152,1
block,-0.004034232378720238,4
viinegret,-0.0004746920849114152,1
saltiness,-0.0065326080078011725,13
vines,0.0003560495712372357,2
twizzler,0.007084369900500557,1
reduces,-0.0011876936677526827,4
communicative,0.007084369900500557,1
aloha,0.00404384834154674,2
s&b,-0.0040684598398769995,3
hunks,-0.00046622907405890167,2
grainy,-0.009407315953819002,25
melting,-0.005868995798325073,14
solidifying,-0.005604155170055189,1
excessively,-0.003165204950072772,4
football,0.0015703183544203767,6
games,0.002084743318143107,3
navitas,-0.0007728776371946049,19
pregnant,-0.0013616885827445913,16
heartburn,-0.00568186247702983,15
indigestion,-0.009396304129647683,11
dawn,-0.0012345123972287788,2
dusk,-0.0021709946828680888,1
eased,-0.0029503965931649465,3
establish,0.0007332254728195645,2
obviously,-0.009816164089829885,60
yrs,-0.0021233504091657095,8
suffers,-0.0019321361085686865,7
kavli,-0.001024656500713819,9
associated,-0.009707447090815419,35
flu,-0.0015421738254984673,3
stress,-0.0009458067633487292,9
applesauce,-0.008478107315147983,23
brat,0.0037132414914958643,1
relieving,0.0037132414914958643,1
ibs,0.0025497046462623985,4
wnow,-0.007725688816484156,1
chili,-0.004826832591642384,78
assured,-0.012583972808794055,34
cherries,-0.0014167347969409351,7
ad,-0.010431363544184936,26
expected!so,0.005917704878374935,1
dharana,0.005917704878374935,1
fluke,-0.006842397814371175,17
nevada,-0.005036030583432875,6
fashioned,-0.008302778685813412,31
anchovy,-0.001067944731815563,1
quit,-0.004458285537910231,11
waist,-0.004428922793546614,1
clam,-0.004438228159412211,51
chowder.not,0.011824933443179664,1
maine,-0.005187587084451176,10
chowders,0.0038252037420170378,2
audio,-0.004179115275221722,31
decides,-0.008789933165350398,19
designed,-0.006737344659994894,35
toy.<br,-0.004487742292949406,4
garbage,-0.013256654148386242,93
didn'nt,-0.0036992217364331735,2
pervasive,-0.0035049462010010757,2
proven,-0.007497363454723562,31
crispiness,0.0016996205495625975,3
job.<br,-0.0030060615057724742,1
distrbute,-0.0030060615057724742,1
rinds.<br,-0.008412451439992565,12
proportion,-0.005232680065544427,6
wards.<br,-0.00855025275045288,3
/>soda,-0.007895286191654426,4
refreshment,-0.006357099025886176,5
traits,-0.00855025275045288,3
drink.<br,-0.008431740540119801,24
embarrassed,-0.012905152182357082,23
reaction.<br,-0.00855025275045288,3
/>avoid,-0.008229197219208633,11
crush,-0.007249397957848288,30
diluted,-0.007511627492118957,6
puts,-0.004037532938722506,25
coolest,0.0005080852422118672,2
exotic,-0.009150285047898466,24
poo,-0.00954582866096661,17
shops,-0.0008426221997619145,6
deals)available,-0.0015120493252470625,1
lurk,-0.0015120493252470625,1
til,0.0001146856630354402,4
-that,-0.006655025413141023,2
fee,-0.0015120493252470625,1
cart,-0.006346845727698397,18
vacuumed,-0.004423699103438897,2
watered,-0.011397264168306368,70
honeybush,0.005239081515949996,1
37,-0.0018546894574885502,3
h,-0.007390007987161795,7
membership.<br,-0.006617695730425718,2
m&m,-0.008837397636503229,19
candy-,-0.007059467229446455,1
bags-,-0.007059467229446455,1
differently-,-0.007059467229446455,1
crushed-,-0.007059467229446455,1
expire,-0.006720018519079328,9
july,-0.0024735959203774525,7
2013-,-0.007059467229446455,1
senior,-0.003702526711155733,17
helpful-,-0.007059467229446455,1
box--,-0.007059467229446455,1
thanx,-0.0036836388722379827,2
intolerance,-0.007282234534232985,18
version.<br,-0.005731922017181475,9
versions,-0.0004796458921562892,12
goodlife,0.0013005424914687561,1
beg,-0.005205784139433052,9
plead,0.0013005424914687561,1
grit,-0.012605572476895003,26
100-calorie,-0.001023441457841121,5
fend,-0.003367268630148222,1
premature,-0.003367268630148222,1
hydrating,0.0005071967575592375,4
energizing,-0.001786531712455649,3
elixir,-0.0016134624160379948,1
/>dark,-0.006068467409873442,3
/>milk,-0.004921798384408854,2
/>peppermint,-0.004921798384408854,2
them).<br,-0.005202365418301473,6
"b005k4q64k"">grove",-0.009302245480406176,2
12-count,-0.0059134949113892315,4
3)</a><br,-0.0021515207466825358,2
artful,0.0011989123448074678,1
pouches,-0.0046082544456217305,45
rita,0.0011989123448074678,2
wrapping,-0.0063195608383334505,28
foresight,0.0011989123448074678,1
brilliant,0.0003708502222663675,9
tinker,-0.0008547190590575661,3
puppies,-0.0035672188467248942,14
weaned,-0.007416791258407202,3
terribly,-0.007793373850876022,24
headed,-0.0019711228317222168,2
/>let,-0.007808676552894515,10
foul,-0.018214487164526557,21
sitting,-0.009536373010358822,105
laps,-0.002745627396919493,2
dogs.<br,-0.005447017251184055,1
petco,-0.005687211174314747,22
speed,-0.007796524953930547,21
chowed,-0.0046537602711679135,3
down-,-0.005447017251184055,1
blame,-0.00977187038831238,20
gluttony.<br,-0.005447017251184055,1
/>eventually,-0.005447017251184055,1
farting,-0.005447017251184055,1
advised,-0.010177770529657468,7
yeah,-0.008204086607993237,44
dealing,-0.004839318275008433,10
puppychow,-0.005447017251184055,1
humans,-0.007578530774335377,11
snack.<br,-0.006640769898198862,23
compares,-0.0008693517905279204,9
yellow,-0.006561373252989334,63
crisper,-0.0013227268708700043,3
fresh.<br,-0.00792075303891276,2
popcorn.<br,-0.00772339568878427,1
best!<br,-0.005105176244239071,2
misto,-0.00772339568878427,1
spray,-0.008372443346406439,21
judged,-0.0026608484585691865,1
mystery,-0.004582671111221923,8
sardines.)<br,-0.0026608484585691865,1
sardine,0.00018571111377241323,5
forces,-0.0026608484585691865,1
quota,-0.0026608484585691865,1
endorsement,-0.0026608484585691865,1
disgusting,-0.013094716910731984,60
irritate,-0.017717231151788533,3
bladder,-0.013125660880352368,5
muncher,0.0014829595902119764,2
thee,-0.003432302646433527,2
bag.the,0.0022192827429050035,1
decadence,-0.0022747775410546945,4
dings,-0.010747177835028305,7
wasteful,-0.011075340148521112,8
bin,-0.012192341385671171,6
otherwise.<a,-0.013523160310772558,5
"b002c4hz00"">cento",-0.013523160310772558,5
marzano,-0.010094720255608097,33
certified,-0.010859021039798909,121
tomatoes,-0.008281061273770308,104
28-ounce,-0.013523160310772558,5
airfare,-0.006884768108987676,1
marshmallows,-0.005371921447292186,9
top.<br,-0.002874574562313986,3
yours,-0.005373032324819682,3
thanks!)<br,-0.006884768108987676,1
registered,-0.0063911739264531885,9
deal.<br,-0.005114448779254544,6
alkalized,-0.006884768108987676,1
biryani,0.001555433356358359,3
adjustments,7.045411062588551e-05,3
recipe.<br,-0.009894315581869229,7
caveat,-0.009514307901667051,10
yogurts,0.006296543660246243,2
marinate,0.0016449093103589499,4
frying.<br,0.0015554333563583592,1
ghee.<br,0.0015554333563583592,1
rivals,0.0027394626064657737,3
~$13,0.0015554333563583592,1
subscribed,0.001007623295323962,6
frito,-0.005379376635042085,11
managed,-0.009263818409788545,22
subway,0.004973970030987402,1
example,-0.007648769276195909,68
ensuring,0.004973970030987402,1
fantastically,-0.0051632736839949045,12
needed!<br,0.004973970030987402,1
increase,-0.006775794690718494,47
japanese,-0.004248219777781026,28
j,-0.006919123422427274,11
5-star!).<br,-0.008000127376935779,3
yicky,-0.008000127376935779,3
rating!<br,-0.008000127376935779,3
envelope,-0.007312320209802768,8
stray,-0.007586958142224678,4
dreadful!!!<br,-0.008000127376935779,3
warn,-0.01433990967218489,9
suit,-0.004158271037774738,8
sandwiches,0.00010782727919501086,22
sushi,0.004479182862596645,4
scrambled,-0.001773454868742712,7
canin,-0.004202375171693859,19
specific,-0.007663702270765388,40
cocker,-0.0005379359205118009,12
spaniel,-0.00038607428854556074,7
ratio,-0.0048273822312942995,35
breastmilk,-0.006302210397243066,15
neocate,-0.00423490217445457,1
colitis,-0.00423490217445457,1
pediatrician,-0.004174417416448705,5
asian,-0.0029321817524630084,34
fulfills,-0.00423490217445457,1
criteria,-0.00423490217445457,1
switches,-0.00423490217445457,1
breastmillk,-0.00423490217445457,1
gassy,-0.0045215642575061185,15
spit,-0.012399573942246403,43
damaged,-0.014554398618348561,39
door.<br,-0.002820210727995421,3
shining,-0.002301887245303078,2
biscoff,-0.002601869200298097,1
accompany,-0.0015951799894295012,2
accompaniment,-0.0005326684682303392,3
approximate,-0.00013391085833427496,5
ammount,-0.00028301501964354733,2
float,-0.004742915898144323,5
ether,0.0011613970305956577,3
peet,-0.0004604964495128013,6
reticent,0.0014563837760700456,1
weaver,0.002796799446630757,5
ethos,0.0014563837760700456,1
zen,0.0014751445091072432,4
appropriate,-0.004165369793567036,17
caffeinated,-0.0005980370437525484,7
muss,-0.0040661974562277055,3
underestimated,-0.004808646518868045,2
amd,-0.004142795049507791,1
weekly,-0.004150605920364493,9
frustrating,-0.005310754865641785,3
suddenly,-0.0049303048016743865,4
adopted,-0.003793353667078367,22
frat,-0.0017702303164211723,1
fries,-0.00010827327310653344,15
market.<br,-0.00023969250618392866,3
/>no,-0.00881307249288339,22
adjust,-0.002910352039549425,14
there.<br,-0.007794881793038194,12
molly,-0.0017702303164211723,1
bouncy,-0.0017702303164211723,1
65,-0.0002924975688542225,7
week.<br,-0.003706564150472534,3
doggy,-0.002763480111179888,4
duty,-0.00559950848820368,7
scat,-0.0017702303164211723,1
clock,-0.0017702303164211723,1
plusses,-0.0017702303164211723,1
bubbles,-0.003986288731815132,25
disolve,-0.004684293671913717,6
describing,-0.008154048289802934,10
shapped,-0.004517917547018442,1
everybody,-0.004488553671907135,30
delicacy,-0.002481531354036027,1
latin,-0.0031787982289824867,2
carribean,-0.007040839414435646,3
cultures.<br,-0.002481531354036027,1
fastest,-0.002481531354036027,1
eatin,-0.008870960030064452,10
feast,-0.005244557305778199,19
hotter,-0.002314037502108948,9
coal,-0.0029114153262465455,2
miner,-0.002481531354036027,1
june,-0.005383486973688168,13
steam,-0.008676488724266771,10
emanating,-0.002481531354036027,1
cracklin,0.0038821506274608606,3
gals,-0.002481531354036027,1
sooooo,-0.0026281995437801966,7
heating,-0.0024930210931153043,6
available).<br,-0.002481531354036027,1
innovation,-0.002481531354036027,1
tater,-0.002481531354036027,1
tots.<br,-0.002481531354036027,1
/>mmmmm,-0.002481531354036027,1
las,-0.007533524398206888,5
vegas,-0.004984055658443442,5
steeler,-0.0036122196927802484,1
nation,-0.0009514071294688621,2
wide,-0.009152028050734621,30
district,0.0045236684939825664,3
manager,-0.002131256945862232,6
east,-0.0020910285451623167,12
accustomed,-0.007586582814831824,10
mississippi,-0.0036122196927802484,1
fees,-0.007979226717773902,8
gastrointestinal,0.0044166924295617116,1
caregiver,-0.0025349099720915545,1
limeade,-0.0025349099720915545,1
2tbsp,-0.0025349099720915545,1
woeber,0.006476177877436082,1
dishearting,-0.0015591642193051787,1
lovers,-0.0009631610901442136,29
candied,-0.008803630625989172,1
chestnuts,-0.0035217449757813787,2
france,-0.005987665597850233,5
wa,-0.003874882005457038,4
spending,-0.007923332785070961,27
premise,-0.002325620515330229,1
assemble,0.0009499145242201242,4
overcomes,-0.004956718297714057,2
usefulness,-0.0034565638204367127,8
roll,-0.007371062115346618,70
icicle,-0.003909023756334436,93
easiest,0.00019687475975903624,5
attach,-0.001231889679984306,2
computer.<br,-0.00020159273660586526,1
interface,-0.0070226382428066276,11
thoughts,-0.011110015738055761,12
recalled,-0.009853665769461105,20
director,-0.005000205285274811,3
skipped,-0.003055658998758493,2
pleading,-0.0007965655955316224,2
handbags,-0.005000205285274811,1
desks,-0.005000205285274811,1
o'clock,-0.010408439164500495,9
saltines,-0.005000205285274811,4
crushed,-0.005983471263099591,29
handbag,-0.005000205285274811,1
drawer,-0.0028764426335422927,9
admired,-0.003574153911081339,2
nabisco,-0.005381990732626203,9
favorites.<br,-0.0030766969531881233,2
nutshell,-0.0012193544604087946,2
dieter,-0.005000205285274811,1
/>basically,-0.007515628345499863,2
minimalist,-0.005000205285274811,1
across!<br,-0.005000205285274811,1
/>what,-0.009053953306308636,52
23,-0.008901425281639987,22
pretenses,-0.005000205285274811,1
lean,-0.0017180018259797954,9
dense,-0.009147740470268005,33
antidote,-0.005000205285274811,1
vaccine,-0.005000205285274811,1
unplanned,-0.005000205285274811,1
modest,-0.0033120399978033292,2
subsisted,-0.005000205285274811,1
mcdonalds,-0.007589816281127111,7
history,-0.0058463292608090965,17
expiring,-0.0039017085865028396,2
localy,-0.0039017085865028396,2
finer,-0.004202946964716021,3
adjustable,-0.00329666004855729,1
smoothness,-0.0003159014226453327,7
old??<br,-0.01847569873488586,6
shoes,-0.012468957906126486,9
rained,-0.015677593662646056,7
luggage,-0.014857555635117025,8
absorb,-0.010315670542748625,24
subjective.<br,0.0025224774442419097,1
matches,0.0025224774442419097,1
caramelize,-0.0033712308101651917,2
walla,-0.003693850737957594,2
sauteed,-0.00858022672411304,10
indulge,-0.0035768802831516954,10
banquet,0.0005529647676958877,2
wings,-0.0009053672251820899,8
mayonnaise,0.0012484837931151557,5
granulated,-0.007345813506903346,14
parsely,0.0038807835176824785,1
siracha,0.0038807835176824785,1
aoli,0.0038807835176824785,1
egrolls,0.0038807835176824785,1
potstickers,0.0038807835176824785,1
youself,0.0038807835176824785,1
reed,0.0038275731104658916,1
crystallized,-0.0067728481113982315,13
deliciously,0.0021163270947919146,6
coconutty,-0.005429304565370331,10
ours,-0.006011777482268667,27
doo,-0.006230153770181156,5
bonito,-0.006230153770181156,5
sprinkles,-0.0047934150000726195,9
appetite,-0.00657118430780732,16
enhancer,-0.01092494809399586,29
f&s,-0.006230153770181156,5
gang,-0.010687189983691494,24
jemima,-0.014069891624130073,8
dominicks,-0.01977086740230637,5
forgettable,-0.01699163531578152,6
seltzers,-0.011131814936137137,4
croix,-0.011131814936137137,4
rosemary,-0.004234767638523003,9
allow,-0.008398029916078981,50
mayo,-0.002112919948633741,10
potted,-0.008770646856521201,8
lose,-0.005506995527942805,47
get.<br,-0.011827524354969227,8
suitable,-0.00808723382759955,15
for.<br,-0.012259345686452434,8
recipient,-0.00468273738020394,3
deserved,-0.002104166733085246,2
deserve,-0.009969985869468439,18
tapioca,-0.0034820258815284728,25
pudding,-0.0030730822698262347,40
boba,0.007038512799020585,1
omega-3s,0.007038512799020585,1
slows,0.007038512799020585,1
blunts,0.007038512799020585,1
=),5.580966289926367e-06,8
branch,-0.01248092346941121,3
waaaay,-0.011264719077635769,10
sorts,-0.00844647477505626,21
requirement,-0.007001274760102634,29
analysis,-0.00892305889363379,25
morinu,0.003975623494964869,7
refrigeration,0.0027876619777375054,7
adapt,0.0020443251180139064,4
tzu,-0.0005697933227632651,5
crunching,-0.013610317774066722,11
poops,-0.00408308199522977,9
firmer,-0.0013579989089945836,6
sight,-0.008913463707326798,9
glossier,-0.005181560724086012,1
flaky,-0.005402388408544236,4
duncan,-0.00898704600568186,29
store.<br,-0.0033639961879058924,10
sakes,0.005019962453467694,1
cold.<br,0.0015926486582369158,2
4-pk,0.000428967594674153,1
land,-0.005152779084487351,9
tightens,-0.002956312345728899,1
mamma,-0.002956312345728899,1
jamma,-0.002956312345728899,1
sheepdog,-0.0008255220382125117,1
chewed,-0.006356106457964313,12
raving,-0.011083095014778036,20
ghiraradelli,-0.01718525173763434,8
unpalatable,-0.015102761044687125,13
chocolatey,-0.008739064931017053,27
tbsp,-0.011611139925565778,23
tsp,-0.008176020473509297,26
yield,-0.012158333721068901,18
chunky,-0.009884277658791884,28
/>sauce,-0.009727620005663387,6
cloy,-0.009727620005663387,6
character.<br,-0.009727620005663387,6
dennisons,-0.009727620005663387,6
jalapenos,-0.004682452486837671,1
prevents,-0.004734615193080702,7
overeating,-0.005017217605554834,4
pricing,-0.004372655519603932,35
ll,-0.012879425642507462,1
rancho,0.00027223134951782414,1
gordo,0.00027223134951782414,1
suited,0.00027223134951782414,1
dish.<br,0.00027223134951782414,1
/>some,-0.01003735770311323,30
gorgeous,-0.0018783666800259705,6
heirloom,0.003739562703794945,4
climate,-0.005394180311192132,3
don't.)<br,0.00027223134951782414,1
/>out,0.001315551954685361,2
borlotti,0.00027223134951782414,2
interior,-0.010837188355991305,9
frijoles,0.00027223134951782414,1
borrachos,0.00027223134951782414,1
refried,-0.0026254554032251083,3
ham,-0.005571106770564488,17
hocks,0.00027223134951782414,1
beans.<br,-0.008911816440520505,14
/>oh,-0.004056019819693602,11
newsletter,0.00027223134951782414,1
sends,0.0016010041136208506,2
stories,-0.0077677132109214035,10
everidae,0.0019185390716019253,3
enhancement,0.0033489027638885695,1
challenge,-0.005459074283285063,12
deeply,-0.008638521128656672,16
unevenly,-0.009406439869635505,6
/>people,-0.01087986134854873,8
acids,-0.0010171088694656241,15
burps,-0.008069267370996789,6
odor,-0.007723268373554552,16
manages,-0.005778197719803302,5
healthful,-0.0027126653286956882,7
dissolving,-0.007707936222738812,14
recommends,0.0006601887396366996,5
tablet,-0.0064899876605853625,43
too!<br,-0.0007792640274298417,3
lend,0.00022232979269877734,2
cupboard,-0.0060167840893425,23
helpings,-0.000690013850107789,2
grabbing,-0.003724129682280414,6
pace,0.0019884076252142053,9
saying.<br,0.0016047920494990345,1
/>2-ounce,0.0016047920494990345,1
racks,0.0016047920494990345,1
adult.<br,-0.0034114644986493656,8
options.<br,-0.005438085756982219,3
tarallini,-0.018359723948839626,8
crunchier,-0.01052896282309045,8
mediterranean,-0.013954589875507434,5
leakage,-0.0034112842835970192,3
tops,-0.0025719568323492583,8
steep,-0.005762324424123034,40
kups,-0.010784813012953746,26
"b004tsazo0"">disposakups",-0.004021589309122647,1
shipping</a,-0.004021589309122647,1
prefect,-0.00010460314497322543,1
werthers,-0.003314884385411763,2
courses,0.005768754570938958,1
horses,0.0017811851211029842,20
smooth.<br,-0.009227671983791576,4
detect,-0.008059219032184279,13
counters,-0.005329525948524557,2
sacrifice,-0.003677466138760792,5
bakes,0.002083247287065811,4
keeper,-0.006955131312299318,13
rice.<br,-0.007075776666251516,7
kangaroo,-0.003854998533788603,1
flint,-0.003854998533788603,2
river,-0.0038549985337886033,3
frustrates,-0.003854998533788603,1
fortunately,-0.008999405485959839,21
handled,-0.001802357238195277,3
/>flint,-0.003854998533788603,1
it.i,-0.0012403203070647981,3
petrossian,0.0002897797410817778,1
shocked,-0.007324964705933995,34
citron,0.00025877715882719095,3
complimented,0.0012750400974558338,2
supple,-0.001696472353503937,7
bourbon,0.0012598070536140918,8
