word,score,word_count
custom,-0.001529510858377202,13
come,-0.006675421140389988,390
cup,-0.006763195713318758,1818
variety,-0.004965418371947753,412
disposable,-0.005204288243033387,43
several,-0.007262077167621165,521
ready,-0.004251890468929517,118
drink,-0.006860112576437049,1338
herbal,-0.004123806839068468,62
bulk,-0.004889696603684319,141
make,-0.006034286918651751,1752
kuerig,-0.005530565554904065,18
definitely,-0.004679640159180782,571
hand,-0.0046037737925144285,205
've,-0.005876509027927725,1758
using,-0.006197738424260643,664
both,-0.006755450950836348,597
wife,-0.006226910035191772,240
our,-0.003456955902867259,1082
bold,-0.00519826588353387,372
guided,-0.0017484890561778833,2
reviews,-0.009441870378180022,713
people,-0.007492718868926788,662
jet,-0.01007683993113044,51
fuel,-0.009954001798356824,52
although,-0.006496031267528985,285
still,-0.00810867344623966,1147
french,-0.005698026146231758,270
roast,-0.005712427960352527,484
friday,-0.004551802756063081,25
sale,-0.005039038982004766,184
new,-0.006236012588432412,593
second,-0.009008870530263804,292
choice,-0.004424237958667782,175
black,-0.007325321741801606,411
tiger,-0.007157101554017419,32
close,-0.006547928536583705,177
fan,-0.006883218806257922,307
nice,-0.002500512838202003,687
well,-0.005555164908739967,1479
rounded,-0.0026210106411577506,11
day,-0.0039630111263912055,734
wincingly,0.000624515680829063,1
hot,-0.006548199189566306,1353
chocolate,-0.007305967301511496,1368
pretty,-0.007946231591784711,612
expensive,-0.006154060609676865,476
chains,-0.0082072918156094,5
thing,-0.007361357175340896,670
advertised,-0.008675629073359638,84
here,-0.005840975720928343,603
promptness,0.006691884512935455,1
delivery,-0.0017063037040159718,115
12.50,-0.007625230579328166,12
box,-0.009371058486586276,1267
4,-0.007304127817547541,649
boxes,-0.008329659139059115,346
such,-0.008344663161418391,509
deal,-0.0036640531489005646,260
blend.<br,-0.0010144502202698883,6
/>if,-0.006831899206573867,249
anyone,-0.007376241418548641,322
upset,-0.005329409610397278,33
website,-0.008436321560352143,196
having,-0.006167598212428551,467
issues,-0.006185828846330263,149
were,-0.010403382765724277,2601
review,-0.009275684527541964,481
poorly,-0.011329138242657756,32
problem.<br,-0.006343093139771048,15
jealous,-0.008356882607234486,10
grow,-0.005137515562194058,74
kids,-0.00477071059635435,295
llc,-0.005606918285375286,12
keurig.<br,-0.0023905981721266773,5
/>all,-0.00554006849413689,41
arrived,-0.007144960799578829,400
packaged,-0.006998734419080652,208
condition,-0.00627829858722681,119
nothing,-0.009232317188684497,454
bad,-0.01155188253174733,1124
truly,-0.0033301356526684632,121
technical,-0.005991391421484877,2
marvel,-0.0033299111350182406,4
stunned,-0.007227556022456459,2
amazed,-0.004931052335372434,43
placed,-0.005671982097876819,55
orders,-0.0076718459019186015,32
weber,-0.00827767727304793,6
grill,-0.005243494945822449,17
grinder,-0.005317488281214418,27
roasted,-0.00537033737493444,159
garlic,-0.003889431459889043,149
herb,-0.006153561589964881,51
past,-0.007888940474262175,244
disappointing,-0.013331728454060247,208
last,-0.0074164772852073025,518
picked,-0.00519470544921115,94
citrus,-0.004902332528404001,52
twist,-0.010808828558430612,38
given,-0.00789028898629095,189
first,-0.00750556764617314,1516
away,-0.011163768983859988,736
family,-0.003574641426662709,449
christmas,-0.005375249295590336,164
gifts,-0.006572713854742487,58
do,-0.00833426424563885,3993
bottle,-0.008477715980382432,369
myself,-0.006501530757518046,270
reordered,-0.008782622127079094,18
hope,-0.006904287045305197,236
receive,-0.008223163081266053,77
inconvenient,-0.00800193058233985,7
repackage,-0.007778365185340155,7
return,-0.014020909668213434,290
possible,-0.006047766565699746,83
location,-0.004327317458083938,17
available.<br,-0.006738002835942702,8
/>very,-0.006943189595238644,16
disappointed,-0.012750015235182878,651
<,-0.007304952787987979,1938
br,-0.007602062434189019,1678
/>leona,-0.00827767727304793,6
received,-0.011555912616267363,610
citus,-0.00827767727304793,6
follows.<br,-0.00827767727304793,6
/>transaction,-0.00827767727304793,6
date,-0.009848223062966796,205
11/03/2011,-0.00827767727304793,6
/>location,-0.00827767727304793,6
/>amount,-0.008434433376868793,13
20.94,-0.00827767727304793,6
/>reference,-0.007908356683883106,7
number,-0.008647734163214536,168
[,-0.006509256277425956,98
],-0.0066768686490614425,95
/>description,-0.00827767727304793,6
amzn.com/billwa,-0.00827767727304793,6
bought,-0.007573804427348759,1394
able,-0.005003998571676283,360
coffess,0.004070288422420466,1
lessen,-0.001469864828153125,2
prefilled,-0.002124307307737278,6
bit,-0.005981000531149604,804
consuming,-0.0074246073075537565,46
cereal,-0.004357714934927387,129
purchased,-0.007104681875209481,640
everything,-0.005265282040730334,278
jan,-0.004906461837751218,6
2012,-0.00824469557184594,43
already,-0.008372161302688738,219
eaten,-0.005627823733520665,128
gone,-0.007568314731742294,179
weeks,-0.007732786977661933,254
eat,-0.0080365344160444,1462
anything,-0.008256727302586806,620
recommend,-0.004665131104848433,957
buying,-0.006999324230357496,665
onion,-0.00904780866713866,126
tastes,-0.008113357299404999,1034
healthier,-0.0034488137639374257,204
non,-0.00821823986603534,234
organic,-0.0069641219147307185,744
soy,-0.007332019414694741,229
nuts,-0.007263465202540377,232
salads,0.004457792631042087,49
instead,-0.00823857769092165,434
croutons,-0.0009610301988767688,3
thanksgiving,-0.010065709879257123,18
sophie,-0.0014136570299281932,3
sam,-0.007634926520072839,38
dinner,-0.006192448135674161,162
mat,-0.007177616845296547,6
whiskas,-0.007001359371877697,20
turkey,-0.007532096540249607,70
giblets,0.0011442288015920592,1
devour,-0.006619127399889503,13
each,-0.0058681971613367715,639
after,-0.008401969738584567,1631
eating,-0.007884789065681855,726
pick,-0.006643572587159622,92
piece,-0.006726273381388164,123
hidden,-0.004453117104238872,40
fur,-0.007880483884013675,31
prices,-0.004660461657127587,87
described,-0.008147178939571243,68
middle,-0.009062615948580603,82
almost,-0.007705036323505331,616
hard,-0.006419761655190483,647
silky,-0.005198842040409981,18
smooth,-0.0010057905700693282,311
filling,-0.005107850203055054,91
described.<br,-0.004864024409932122,6
/>looks,-0.004660027305302112,8
way,-0.006877752975510713,1214
expiration,-0.0117832946645859,87
date.<br,-0.004948066519767356,5
/>would,-0.005922214922489171,26
reccommend,-0.0029618793478308203,8
paid,-0.010256167469052436,185
chunk,-0.005505323550473749,14
cash,-0.005334860516452156,6
she,-0.007136116275294143,1388
liked,-0.005215432255717406,325
want,-0.0067166883120401465,961
high,-0.006333429521606614,720
worth,-0.007240216648641941,509
'll,-0.008006193103875426,763
couple,-0.0057266018162665635,274
bites,-0.0069216487495850345,56
flavors,-0.004670189156602716,899
reaction,-0.008853849408873092,78
types,-0.005904007326104249,97
--,-0.006229324317611595,673
southern,-0.003459167914769144,20
southerners,-0.004473145376347626,1
raspberry,-0.005938728835130731,63
peach,-0.006238504363939597,43
overly,-0.00908787108248846,97
urologist,-0.004473145376347626,1
banned,-0.006174678380891799,7
artificial,-0.009972270874589946,323
sweeteners,-0.007243104463392615,97
kidney,-0.008506198420656771,39
damage.<br,-0.010183027427399386,15
care,-0.008621342617406137,263
herbals,-0.004473145376347626,1
green,-0.0064664936464075935,538
assortment,-0.001888363828247748,24
friends,-0.0030411419891354374,237
those,-0.006671184220519587,658
flavors.<br,-0.007273205292884127,29
/>it,-0.006344798205200472,247
test,-0.006636251280285574,58
fine,-0.008188918475024806,349
assortments,-0.004651979545402961,2
loved,-0.002918841021445303,345
imagined,-0.004534070303995274,8
small,-0.0055905681347291,627
however,-0.008440720603144753,723
germany,-0.000547586979806359,8
easier,-0.0032282503390190574,109
expenive,0.0021467356473052254,1
fun,-0.004695096266679661,135
peanut,-0.004373520675653804,217
butter,-0.004921904133847088,371
bars,-0.00564453595348658,163
ever,-0.007271936664196827,812
jelly,-0.007507619222790488,82
brings,-0.0036925850344850263,31
whole,-0.007165653708810325,611
together,-0.008041000296899754,181
dessert,-0.0007371577360629391,50
weaker,-0.009544886266441125,34
coffees,-0.004232900692101124,236
yummy,-0.002353878919651819,159
milk,-0.0057175831043218776,899
creamy,-0.0013736483652522257,131
nunaturals,-0.005498171969112364,15
stevia,-0.004677592600063284,129
sweetener,-0.008706215269992754,193
beverages,-0.00646148194864977,88
brands,-0.006101740321979744,559
any,-0.0077574520595604735,1645
odd,-0.01021579034756983,98
better,-0.006744243820889063,1648
sugar,-0.007773958006498696,1513
large,-0.004905861889109741,254
12,-0.007586600893982014,431
ounce,-0.004840842376012444,184
container,-0.0064636443710668744,205
lasts,0.0004608155794672483,49
wish,-0.0070670182640928106,307
put,-0.007461239818362116,731
products,-0.008790049299213495,948
sold,-0.007349884520043254,206
soda,-0.007177329944323648,442
purchase,-0.007896412727871486,691
called,-0.010283067618819105,257
virgil,-0.0013377908019750369,1
zero,-0.013248512878024102,122
comes,-0.0049861462286315715,325
concerned,-0.00905528795469664,61
content,-0.006126848963761311,172
traditional,-0.005769867455900327,92
sodas,-0.006554864459613415,109
market,-0.005229322213986534,277
walmart,-0.006308092479774463,57
carried,-0.004018771003185555,39
louisiana,-0.0037036910502120874,7
travel,-0.0025554929782514264,49
sometime,-0.004865252909761845,16
fred,-0.004586018178366026,3
houston,-0.008139300396229978,14
area,-0.0033835894464273398,108
prepare,-0.001785126186117068,69
conversation,2.7293689557963095e-05,6
daughter,-0.0049172199068587925,271
few,-0.006008486842769816,797
reasons,-0.00451160876835392,28
grain,-0.007064179966782133,141
yogurt,-0.00360131901681922,86
incorporated,-0.0018098634081898505,4
into,-0.0076051325380397635,838
bar,-0.006571992818032521,157
three,-0.007763286387603947,480
easily,-0.00570332673560376,186
crumble,-0.008004484485022298,20
since,-0.006688051114299554,1062
starting,-0.004560415466958694,43
plus.<br,-0.0018065055598140134,1
/>plus,-0.0028576270476468207,7
super,-0.0038201827903107085,230
adults,-0.005215775654024848,20
too.<br,-0.0015278412582914788,16
/>they,-0.0074679792939918435,93
esp,-0.008733724385532847,9
nutrigrain,-0.006272108044238111,8
discount,-0.004111231453528524,31
life,-0.006982457455165595,228
ton,-0.005550634343797295,27
added,-0.006315813340171867,524
sugars,-0.006350592735208398,98
expected,-0.010584805739515802,287
50,-0.006544509440331077,151
cents,-0.003760640953028853,109
usually,-0.006218408245428997,499
packet,-0.004292718841974168,122
mix,-0.006834535423954598,1314
brewer,-0.007734818197076506,124
comparable,-0.004256139830946626,32
particular,-0.0072025541230873675,143
may,-0.008043226499878736,626
warm,-0.0018067600769134903,107
around,-0.005183029760083299,424
try,-0.006594743462045065,1528
retailers,-0.0015905802147866174,2
ask,-0.008558392324999976,103
enough,-0.006273334250294949,681
produces,-0.0036896419122750194,22
excellent,-0.00026341598233182707,409
outstanding,-0.0010376720473483669,37
belgian,-0.0037256141500756714,20
waffles,-0.0029064804699644466,120
waring,-0.0009055486582216568,4
pro,-0.006241540569699376,25
waffle,-0.005085631433268356,95
iron,-0.006610915157355168,78
exceed,-0.0023935545429509754,5
restaurant,-0.0031619177995286488,57
5,-0.006810857479919328,599
ingredients,-0.008480909561820056,827
suggest,-0.00734807135968254,149
look,-0.008567924893959007,467
gluten,-0.007441141424984471,626
pamela,-0.009141814612686055,81
pantry,-0.00557883236476081,47
bob,-0.008181294363553053,76
red,-0.006820005789575137,222
mill,-0.010086875135742284,128
arrowhead,0.0006845403661330542,5
mills,-0.0029041317359479214,17
value,-0.004428176211345402,197
dollars,-0.008227666539410849,102
incidentally,-0.0028392011883564307,4
equally,-0.005069931305203107,28
getting,-0.007118723753116725,451
feeding,-0.009515515629875763,204
crap,-0.013155222794533648,44
shoot,-0.004782492659093501,1
single,-0.006831227645239805,254
product.<br,-0.007729226248654975,49
manufacturer,-0.010840885746585158,106
drop,-0.006925139720438511,55
stars,-0.00892453692158227,382
safeway,-0.005619064126396899,28
san,-0.006277256162068076,73
francisco,0.0005518959491450072,9
offer,-0.004837045244488352,78
center,-0.0069687765017005165,79
its,-0.006130969215101545,694
baking,-0.007064004186619326,232
fallen,-0.004948207139122284,15
shelf,-0.007397355218298077,106
level,-0.007339879731173729,115
higher,-0.0050061839595793994,136
end,-0.007573923380169693,256
grocers,-0.005729915391876126,14
approaching,-0.010427634321731601,8
6,-0.007832861636737241,452
forget,-0.00715985131144548,73
hey,-0.006443704812158292,41
largely,-0.010865081452196005,14
ultra,-0.005497858335434102,11
white,-0.00727839612034945,382
rice,-0.005415697359444708,356
flour,-0.008862393359984101,199
sugar!<br,-0.002303913337657125,3
/>bisquick,-0.003416089680201063,3
benefit,-0.008021278979109278,46
buckwheat,-0.005819225661573951,23
gf,-0.0071323052381061505,141
inventory,0.0010969510665123988,3
certainly,-0.008890437901143088,162
nutritional,-0.006558177202024678,116
fantastic,-0.0017041884001476075,135
ok,-0.010260921954625104,265
breakfast,-0.0034894714484038345,286
bed,-0.0036146030449742904,102
fans,-0.006423103226612103,28
donut,-0.006674493410388995,147
house,-0.005882059160477972,369
looking,-0.007252743016468461,665
balanced,-0.0016838712980283567,45
dunkinesque,-0.00565177630194133,2
brew,-0.005354141352473781,237
ourselves,-0.005195239099011814,10
coming,-0.007593650810438834,117
short,-0.007653268774219702,145
strength,-0.00432466926287388,56
corrections,-0.00565177630194133,2
eventually,-0.006542437509044216,39
adding,-0.006493469613983224,206
emeril,-0.0067608234258640714,64
various,-0.00453558814630508,101
dark,-0.005585164666888328,499
roasts,-0.003422014682004381,48
solved,-0.006463439920071627,10
b,-0.008335459235942491,86
b.,-0.003968079686298855,5
eye,-0.0038776822849954365,21
opener,-0.012397148477168975,13
worried,-0.006242230604607189,33
name,-0.008612927558184802,261
somehow,-0.010176752803646997,46
implied,-0.004854590463013058,3
caffeine)based,-0.00565177630194133,2
experience,-0.00796512215975188,260
areas,-0.006759143987140911,20
except,-0.008916526140056226,132
seperate,-0.006580680510071236,3
occasions,-0.007972539075575534,17
seperately,-0.00565177630194133,2
exploding,-0.00565177630194133,2
pop,-0.004874359838195946,234
during,-0.007104148198366951,196
brewing,-0.007503965682679739,158
sent,-0.009530714635398476,233
grounds,-0.010597550567901157,144
spewing,-0.00565177630194133,2
keurig,-0.008725960083639009,505
counter,-0.0062168884538942835,32
