word,NNprob,wordCount,NN_Rank
contention,-23.404707,1,8798
holt,-23.426607,1,8799
matt,-23.433458,17,8800
initiation,-23.460642,1,8801
severity,-23.461279,1,8802
id's,-23.462885,1,8803
literally,-23.463198,76,8804
other,-23.464241,233,8805
originally,-23.466223,1,8806
doubled,-23.476692,1,8807
attacked,-23.481775,3,8808
crucial,-23.50551,1,8809
rod,-23.51285,1,8810
generation,-23.546274,2,8811
bit,-23.552618,108,8812
criticize,-23.553705,1,8813
hahahaha,-23.55705,49,8814
sin,-23.560518,45,8815
queues,-23.566515,1,8816
struggle,-23.57501,26,8817
using,-23.581404,28,8818
*2b,-23.583208,1,8819
wnts,-23.584791,1,8820
gd,-23.60055,3,8821
oversized,-23.61924,1,8822
supporter,-23.62316,1,8823
flares,-23.63442,1,8824
futile,-23.638468,1,8825
defends,-23.642586,1,8826
you,-23.644758,6769,8827
elder,-23.681002,1,8828
your,-23.688555,2314,8829
tom,-23.706282,6,8830
greed,-23.709051,3,8831
grumpy,-23.709957,21,8832
kardashians,-23.71449,8,8833
thos,-23.729868,1,8834
disagree,-23.735357,3,8835
yall,-23.741894,1,8836
spake,-23.748365,1,8837
stance,-23.751165,3,8838
everything,-23.753057,149,8839
tweeter,-23.756788,16,8840
smart,-23.762983,18,8841
brother,-23.77029,193,8842
skyrim,-23.770391,36,8843
rowdy,-23.78122,1,8844
ball,-23.782621,43,8845
continuously,-23.805477,1,8846
worthwhile,-23.862566,1,8847
unforgiveness,-23.882273,1,8848
hahahah,-23.898142,2,8849
texts,-23.90465,56,8850
bbc,-23.907427,22,8851
hahaha,-23.909174,74,8852
|,-23.91714,73,8853
reckon,-23.921972,1,8854
resort,-23.924646,1,8855
fatigue,-23.934679,1,8856
thunderbolt,-23.94932,11,8857
scumbag,-23.951925,2,8858
bout,-23.957697,188,8859
care,-23.958103,133,8860
anti,-23.960556,34,8861
heaping,-23.976522,1,8862
unproductive,-23.980402,1,8863
u?,-23.985943,1,8864
correcting,-23.987846,1,8865
whereabouts,-23.994186,3,8866
required,-24.003414,10,8867
whilst,-24.011572,32,8868
moods,-24.01224,1,8869
advantage,-24.02311,4,8870
rebel,-24.028776,1,8871
hit,-24.03892,144,8872
statuses,-24.061512,1,8873
onside,-24.06375,2,8874
fag,-24.066452,11,8875
goalscorer,-24.069754,9,8876
excessive,-24.074213,4,8877
mach,-24.085352,1,8878
means,-24.08653,123,8879
kris,-24.087463,2,8880
crucify,-24.099833,1,8881
erase,-24.100298,16,8882
older,-24.104204,9,8883
correctly,-24.107195,15,8884
mechanisms,-24.109911,2,8885
points,-24.118376,7,8886
clan,-24.132174,1,8887
grr,-24.153437,24,8888
logs,-24.15915,2,8889
saving,-24.16149,13,8890
spiral,-24.163816,15,8891
absurdly,-24.16525,1,8892
damnn,-24.178854,10,8893
gotta,-24.183506,2,8894
rhetorical,-24.201895,1,8895
afer,-24.207254,1,8896
relevant,-24.211985,2,8897
xbox,-24.212265,17,8898
spanish,-24.212831,39,8899
thatd,-24.241552,1,8900
deserv,-24.243256,1,8901
shit,-24.248,621,8902
truly,-24.251928,49,8903
stones,-24.259731,1,8904
#,-24.272493,9807,8905
position,-24.28374,1,8906
yself,-24.301981,13,8907
every1,-24.302662,3,8908
get,-24.321932,1681,8909
power,-24.328901,75,8910
make,-24.337423,826,8911
nike,-24.35169,3,8912
answered,-24.364809,3,8913
140,-24.365202,30,8914
spoiled,-24.376812,5,8915
ar,-24.381609,3,8916
stronger,-24.388975,11,8917
prefer,-24.403015,5,8918
tweet,-24.40601,359,8919
neighbour,-24.422102,3,8920
thinks,-24.427015,20,8921
myth,-24.42726,1,8922
smashed,-24.43368,41,8923
article,-24.436152,35,8924
lag,-24.444479,1,8925
opposition,-24.45997,1,8926
chain,-24.495913,15,8927
flippen,-24.502394,1,8928
stone,-24.504942,11,8929
insert,-24.517527,12,8930
peg,-24.524328,1,8931
adder,-24.528181,1,8932
ooc,-24.54599,1,8933
meter,-24.549677,1,8934
lieing,-24.557837,1,8935
korean,-24.558054,3,8936
stoked,-24.564953,7,8937
tat,-24.572548,5,8938
matter,-24.574934,55,8939
sauna,-24.57527,1,8940
noo,-24.579353,4,8941
policy,-24.582602,18,8942
–,-24.584507,3,8943
chipped,-24.624197,1,8944
trolling,-24.641256,1,8945
paying,-24.644588,73,8946
wt,-24.659779,11,8947
wanting,-24.67719,58,8948
main,-24.68042,10,8949
offended,-24.692225,2,8950
ve,-24.694979,86,8951
wen,-24.706783,91,8952
increase,-24.716185,6,8953
reactions,-24.735739,3,8954
#movie,-24.742823,1,8955
explain,-24.751154,11,8956
mentioned,-24.773748,4,8957
signature,-24.776766,2,8958
emoticon,-24.78047,1,8959
eachother,-24.78526,15,8960
adoptive,-24.79561,1,8961
exaggeration,-24.808882,16,8962
ohh,-24.814014,36,8963
"""-",-24.844442,2,8964
19,-24.85079,4,8965
built,-24.854044,22,8966
justin,-24.856173,33,8967
above,-24.886225,8,8968
planet,-24.888437,8,8969
wud,-24.889828,10,8970
striking,-24.890524,11,8971
es,-24.900366,1,8972
of,-24.905565,6780,8973
reporter,-24.90816,14,8974
maintenance,-24.9135,14,8975
clash,-24.922718,1,8976
flames,-24.926395,14,8977
complete,-24.936234,76,8978
ability,-24.954205,10,8979
offender,-24.962431,2,8980
wea,-24.967972,12,8981
networks,-24.993708,1,8982
more,-25.005478,791,8983
screwed,-25.007053,26,8984
becoming,-25.021076,26,8985
ans,-25.021534,19,8986
there,-25.022177,890,8987
boils,-25.022198,15,8988
hinders,-25.022846,1,8989
hatter,-25.045103,1,8990
increases,-25.045492,11,8991
became,-25.056097,2,8992
perhaps,-25.0585,4,8993
s.,-25.06378,3,8994
proved,-25.067305,11,8995
repay,-25.074339,1,8996
dealing,-25.08945,5,8997
puts,-25.092161,7,8998
rated,-25.102667,2,8999
minute,-25.127186,75,9000
alot,-25.134615,34,9001
mate,-25.155788,14,9002
piss,-25.156357,65,9003
shove,-25.156908,29,9004
sony,-25.171003,11,9005
hr,-25.18759,29,9006
murder,-25.196095,47,9007
demerit,-25.197392,1,9008
fume,-25.213318,1,9009
affliction,-25.215208,1,9010
disproportionate,-25.232344,16,9011
ok,-25.236242,111,9012
coles,-25.2382,16,9013
passionate,-25.238653,11,9014
cms,-25.238894,2,9015
sumtimes,-25.241026,1,9016
systems,-25.241236,1,9017
hibernate,-25.245089,1,9018
survival,-25.251863,19,9019
amused,-25.261223,1,9020
“,-25.284004,17,9021
promised,-25.294031,6,9022
or,-25.294949,861,9023
requires,-25.305199,1,9024
manger,-25.307232,12,9025
cocky,-25.327444,1,9026
irresponsible,-25.338282,1,9027
strike,-25.340973,12,9028
crisis,-25.341825,5,9029
rifle,-25.346716,1,9030
protect,-25.35837,3,9031
bp,-25.372316,1,9032
offence,-25.376518,1,9033
suitable,-25.392584,1,9034
foolish,-25.409883,9,9035
hater,-25.42864,2,9036
gripping,-25.43746,1,9037
paranoia,-25.437885,1,9038
ohboy,-25.442938,2,9039
although,-25.455544,33,9040
variations,-25.461077,1,9041
shout,-25.461824,11,9042
shorter,-25.484108,3,9043
talking,-25.48908,152,9044
"¥""@revrunwisdom",-25.49801,1,9045
lad,-25.518291,3,9046
urge,-25.52394,15,9047
ordered,-25.537584,29,9048
6-,-25.541428,1,9049
wuld,-25.555468,3,9050
apologizing,-25.564476,1,9051
expense,-25.572443,1,9052
lolololol,-25.629951,1,9053
suggesting,-25.646816,9,9054
2,-25.665602,769,9055
jeesh,-25.67047,1,9056
spice,-25.683073,12,9057
burner,-25.683378,1,9058
tools,-25.6853,16,9059
tha,-25.685465,5,9060
david,-25.688662,10,9061
hahah,-25.689676,48,9062
revert,-25.699125,7,9063
somehow,-25.702217,7,9064
ease,-25.702644,1,9065
lolz,-25.702988,15,9066
described,-25.704533,10,9067
blimmin,-25.705244,1,9068
staggered,-25.714136,1,9069
413,-25.719183,1,9070
everybodies,-25.72611,1,9071
chaos,-25.73416,2,9072
writer,-25.734419,3,9073
running,-25.741251,114,9074
websites,-25.756014,15,9075
disgrace,-25.774738,2,9076
si,-25.780523,1,9077
strikes,-25.785074,4,9078
lads,-25.785555,4,9079
fuckit,-25.79443,1,9080
lennon,-25.800043,3,9081
political,-25.803354,5,9082
stresses,-25.818054,1,9083
3,-25.841017,333,9084
jeff,-25.84524,3,9085
obsessed,-25.85081,2,9086
producing,-25.851976,7,9087
meant,-25.859789,28,9088
causing,-25.861277,20,9089
definition,-25.87057,16,9090
litterally,-25.87226,1,9091
no,-25.882153,1329,9092
use,-25.892427,117,9093
stonewall,-25.898382,1,9094
messing,-25.901354,19,9095
tragedy,-25.90312,2,9096
regarded,-25.90777,1,9097
lingo,-25.90917,1,9098
unfortunately,-25.916645,12,9099
bacon,-25.928442,37,9100
second,-25.932314,97,9101
aaron,-25.94216,2,9102
forgave,-25.942167,1,9103
hound,-25.942987,11,9104
998,-25.953577,1,9105
perfectly,-25.954258,3,9106
jeez,-25.955713,1,9107
runner,-25.957777,1,9108
tottenham,-25.965836,1,9109
lousy,-25.969576,9,9110
toni,-25.982061,1,9111
slaped,-26.005537,17,9112
known,-26.009398,10,9113
please,-26.00954,219,9114
cs,-26.011806,2,9115
speaking,-26.02672,49,9116
quickly,-26.041857,21,9117
matte,-26.045906,33,9118
steel,-26.06651,1,9119
wiht,-26.07,11,9120
team,-26.070452,74,9121
afire,-26.07374,1,9122
evry,-26.09651,16,9123
repress,-26.1112,1,9124
person,-26.123299,446,9125
liar,-26.133425,4,9126
besides,-26.146818,23,9127
again,-26.14823,440,9128
time,-26.149693,1310,9129
ginger,-26.153303,5,9130
litteraly,-26.169426,1,9131
inevitably,-26.174463,1,9132
fucks,-26.181402,66,9133
mug,-26.184055,5,9134
become,-26.186625,75,9135
mutually,-26.19645,1,9136
benfica,-26.20748,9,9137
powerful,-26.214922,22,9138
what,-26.222195,1374,9139
wish,-26.227686,248,9140
action,-26.228107,31,9141
intelligence,-26.24704,33,9142
49,-26.251616,12,9143
solved,-26.265406,1,9144
agh,-26.267864,16,9145
sensitive,-26.274466,3,9146
yet,-26.282867,212,9147
4.5,-26.297691,2,9148
attatched,-26.307913,1,9149
lol,-26.316694,596,9150
rogue,-26.328285,1,9151
utter,-26.328804,3,9152
nooo,-26.330833,4,9153
answer,-26.331648,104,9154
empathy,-26.338884,14,9155
targeting,-26.352736,1,9156
bashing,-26.353392,1,9157
sure,-26.362698,218,9158
sm,-26.36339,14,9159
60,-26.363632,10,9160
opinions,-26.370375,1,9161
#god,-26.370905,1,9162
deaf,-26.37222,1,9163
t2,-26.376245,1,9164
ohhhh,-26.37636,15,9165
sme,-26.393892,17,9166
cruelty,-26.394968,1,9167
communications,-26.395174,1,9168
separation,-26.401697,1,9169
habit,-26.403181,4,9170
selfis,-26.420454,1,9171
gah,-26.429838,48,9172
offensive,-26.436604,15,9173
andd,-26.444462,1,9174
attacks,-26.445444,2,9175
bury,-26.445677,43,9176
drivers,-26.453167,14,9177
shittier,-26.458752,1,9178
subtle,-26.470922,1,9179
production,-26.471552,2,9180
task,-26.482908,31,9181
adjustment,-26.484013,11,9182
discussing,-26.501322,10,9183
expensive,-26.509808,2,9184
miserable,-26.518393,13,9185
kicked,-26.529451,19,9186
actively,-26.532179,2,9187
mess,-26.542233,97,9188
forget,-26.545404,104,9189
stabbed,-26.553064,25,9190
post,-26.574036,80,9191
smilies,-26.575422,1,9192
lmao,-26.587801,91,9193
4,-26.595907,364,9194
5-,-26.595993,18,9195
thich,-26.6036,23,9196
boasts,-26.626734,1,9197
gap,-26.633535,3,9198
takes,-26.63989,59,9199
ram,-26.643229,6,9200
chavs,-26.645437,16,9201
indifferent,-26.651438,1,9202
discipline,-26.651918,4,9203
fitness,-26.676989,3,9204
thy,-26.681158,6,9205
hardly,-26.690805,5,9206
iz,-26.697487,14,9207
reason,-26.704323,231,9208
self,-26.713541,121,9209
bully,-26.71422,3,9210
quitting,-26.719017,11,9211
t1,-26.726795,1,9212
incident,-26.728342,1,9213
process,-26.733803,21,9214
rem,-26.73598,1,9215
exist,-26.738531,13,9216
warp,-26.742086,1,9217
place,-26.767546,144,9218
distance,-26.786589,2,9219
suggest,-26.801718,1,9220
litle,-26.811144,23,9221
psn,-26.811548,12,9222
unrelenting,-26.812943,1,9223
lips,-26.826597,19,9224
doncaster,-26.837141,1,9225
suffering,-26.85194,13,9226
adebayor,-26.862904,10,9227
messaged,-26.863665,1,9228
stomp,-26.870474,1,9229
emotion,-26.872587,106,9230
sware,-26.876757,1,9231
comment,-26.88534,16,9232
infant,-26.897326,18,9233
neutralise,-26.900934,11,9234
chip,-26.91068,21,9235
barley,-26.922125,1,9236
sizes,-26.927,16,9237
ex,-26.93702,42,9238
tt,-26.950117,1,9239
hardest,-26.951704,6,9240
med,-26.954756,1,9241
sam,-26.985868,6,9242
btw,-26.988556,46,9243
song,-26.990068,182,9244
mic,-26.994871,17,9245
16,-26.999002,5,9246
105,-27.006248,1,9247
defence,-27.01164,10,9248
121,-27.015127,1,9249
inch,-27.01709,3,9250
back,-27.049747,902,9251
mentally,-27.050596,16,9252
told,-27.05593,206,9253
disgust,-27.056562,28,9254
hunger,-27.056715,42,9255
?,-27.066866,3196,9256
fragment,-27.07015,1,9257
fuking,-27.073044,1,9258
cycle,-27.075937,14,9259
remorse,-27.076498,2,9260
blatantly,-27.07784,2,9261
swift,-27.08575,32,9262
debates,-27.10539,1,9263
channels,-27.106981,17,9264
great,-27.107172,354,9265
booking,-27.114202,1,9266
retarded,-27.130747,1,9267
syndrome,-27.132673,1,9268
way,-27.140493,327,9269
alex,-27.153837,4,9270
critics,-27.154125,2,9271
thier,-27.16266,4,9272
effectively,-27.163,1,9273
bgt,-27.180227,1,9274
steals,-27.180788,14,9275
224,-27.183441,1,9276
server,-27.20541,5,9277
redundant,-27.211897,1,9278
hypocrite,-27.21203,2,9279
destruction,-27.221767,1,9280
faster,-27.228937,68,9281
staff,-27.234186,8,9282
i'll,-27.237932,2,9283
2o,-27.252417,1,9284
frames,-27.257399,1,9285
allowing,-27.26851,8,9286
either,-27.270985,63,9287
sided,-27.28447,1,9288
never,-27.288849,540,9289
ont,-27.301363,1,9290
current,-27.30325,3,9291
whatsoever,-27.310537,20,9292
these,-27.326523,262,9293
crappy,-27.341154,15,9294
importance,-27.341194,7,9295
side,-27.342932,78,9296
helpful,-27.348063,3,9297
unborn,-27.363085,15,9298
mayhem,-27.364841,1,9299
gve,-27.366076,1,9300
whiner,-27.377981,1,9301
ignore,-27.40029,67,9302
resulting,-27.400967,1,9303
ask,-27.406652,137,9304
scott,-27.407387,22,9305
"ma""",-27.420694,1,9306
switched,-27.423624,19,9307
fuelled,-27.424105,16,9308
authority,-27.429976,2,9309
nip,-27.432306,1,9310
crazy,-27.436686,121,9311
iceland,-27.449657,1,9312
sakes,-27.457094,10,9313
entire,-27.45788,82,9314
until,-27.46882,247,9315
26,-27.470453,7,9316
greedy,-27.477213,27,9317
tore,-27.489416,3,9318
teammates,-27.492672,2,9319
faza,-27.509861,1,9320
killed,-27.511372,57,9321
tis,-27.518036,6,9322
bitt,-27.5216,1,9323
thee,-27.560217,4,9324
after,-27.564608,493,9325
sooooooo,-27.56753,3,9326
revolution,-27.573736,2,9327
prove,-27.57704,3,9328
songs,-27.58637,41,9329
mis,-27.587454,15,9330
battering,-27.588182,1,9331
mouthguard,-27.588713,1,9332
inspite,-27.594625,1,9333
creators,-27.600342,9,9334
tele,-27.609436,16,9335
feeld,-27.609964,1,9336
eloquently,-27.614252,2,9337
dumbass,-27.61866,1,9338
decent,-27.620462,12,9339
confronted,-27.640589,1,9340
core,-27.650255,34,9341
has,-27.665901,700,9342
ensuing,-27.667433,1,9343
bane,-27.66965,8,9344
ratings,-27.68813,16,9345
probably,-27.693663,104,9346
reasoning,-27.693876,2,9347
altogether,-27.70659,3,9348
ambition,-27.70764,2,9349
born,-27.714506,50,9350
stress,-27.726576,45,9351
notting,-27.734087,2,9352
shutdown,-27.742937,1,9353
littlewoods,-27.753603,7,9354
crave,-27.788715,2,9355
idgaf,-27.798525,35,9356
measure,-27.806536,3,9357
jeremy,-27.818922,21,9358
especially,-27.824549,70,9359
lucifer,-27.825182,1,9360
half,-27.827932,220,9361
try,-27.829435,195,9362
hypocritical,-27.84252,1,9363
benefit,-27.846125,2,9364
dismissive,-27.855898,1,9365
sprinting,-27.857546,1,9366
wanted,-27.863152,162,9367
luke,-27.86557,19,9368
betrayal,-27.86913,3,9369
430,-27.879072,2,9370
didnt,-27.884188,1,9371
pfffft,-27.886795,1,9372
arsenal,-27.89556,6,9373
yew,-27.89899,3,9374
behaved,-27.907104,1,9375
recieve,-27.91487,13,9376
every,-27.915367,424,9377
usually,-27.937784,39,9378
imma,-27.939024,82,9379
looool,-27.94058,15,9380
blows,-27.94536,55,9381
10mins,-27.945566,1,9382
atleast,-27.963158,46,9383
his,-27.969587,640,9384
needing,-27.971632,2,9385
chav,-27.977339,1,9386
rihanna,-27.97848,12,9387
directly,-27.979086,7,9388
boycotting,-27.994577,1,9389
perish,-27.996408,1,9390
intensity,-28.000921,10,9391
gripped,-28.0058,2,9392
parenting,-28.009848,2,9393
joke,-28.018305,76,9394
little,-28.022642,282,9395
master,-28.02283,7,9396
each,-28.024656,70,9397
rds,-28.029217,1,9398
incorrectly,-28.034891,1,9399
different,-28.03559,86,9400
arte,-28.038166,1,9401
suck,-28.045496,77,9402
contradiction,-28.045658,2,9403
anymore,-28.047493,95,9404
riots,-28.050404,3,9405
spoiler,-28.059982,1,9406
minority,-28.060663,1,9407
starving,-28.071037,22,9408
stopp,-28.085505,14,9409
fools,-28.086496,23,9410
dnt,-28.090109,66,9411
135,-28.09361,1,9412
expressing,-28.097246,29,9413
cover,-28.108301,44,9414
others,-28.118563,104,9415
consumed,-28.122747,3,9416
te,-28.123526,1,9417
apt,-28.134811,6,9418
grind,-28.137241,20,9419
resources,-28.140303,1,9420
reallly,-28.147034,1,9421
cudnt,-28.151293,1,9422
case,-28.156687,22,9423
bud,-28.162037,22,9424
increased,-28.177736,10,9425
womans,-28.186613,2,9426
consume,-28.188463,1,9427
ooooh,-28.196646,11,9428
blamed,-28.206497,1,9429
fought,-28.21929,2,9430
cited,-28.236383,1,9431
4give,-28.236914,10,9432
getting,-28.23752,485,9433
contempt,-28.242552,6,9434
slight,-28.244776,20,9435
asos,-28.256548,28,9436
wanker,-28.275164,1,9437
loading,-28.279127,34,9438
uve,-28.291958,1,9439
teleprompter,-28.306307,12,9440
unclear,-28.312235,1,9441
writes,-28.326132,1,9442
boss,-28.341328,43,9443
having,-28.341675,278,9444
nuts,-28.378723,6,9445
question,-28.386032,36,9446
reduced,-28.38694,1,9447
instant,-28.391794,7,9448
battle,-28.39184,22,9449
extent,-28.395159,3,9450
priories,-28.395285,1,9451
frequent,-28.415993,14,9452
sum1,-28.43454,15,9453
skill,-28.43817,10,9454
happend,-28.438488,1,9455
original,-28.459146,8,9456
specially,-28.47371,1,9457
to,-28.476274,11845,9458
worse,-28.485273,169,9459
aroused,-28.486876,1,9460
anarchy,-28.50739,3,9461
nooooo,-28.519535,3,9462
uproar,-28.544703,1,9463
toaster,-28.545383,1,9464
serious,-28.553894,50,9465
:-,-28.555323,1,9466
hang,-28.561838,59,9467
definetly,-28.576387,1,9468
coz,-28.581366,8,9469
shown,-28.58226,3,9470
liars,-28.595673,1,9471
pedals,-28.599115,1,9472
realtalk,-28.60321,5,9473
firstworldproblems,-28.603514,3,9474
clause,-28.6066,9,9475
son,-28.610716,43,9476
remotely,-28.613905,12,9477
earlier,-28.620687,73,9478
whiney,-28.624048,9,9479
total,-28.624077,11,9480
adaptive,-28.628675,1,9481
teenagers,-28.638838,1,9482
realizes,-28.641272,3,9483
uploading,-28.64358,1,9484
honestly,-28.645115,69,9485
brain,-28.650309,14,9486
heathen,-28.654818,1,9487
frequently,-28.657698,1,9488
kardashian,-28.661753,2,9489
acknowledge,-28.6781,13,9490
hits,-28.68144,6,9491
administrator,-28.683943,18,9492
nah,-28.69056,30,9493
don,-28.692411,10,9494
jun,-28.699106,11,9495
workstation,-28.707506,14,9496
react,-28.727518,8,9497
motorway,-28.736456,1,9498
careless,-28.743551,2,9499
ti,-28.746511,3,9500
balled,-28.774109,12,9501
pea,-28.777788,3,9502
damaging,-28.784159,2,9503
loudly,-28.786331,5,9504
tweeted,-28.786482,33,9505
processor,-28.800121,1,9506
awful,-28.806581,114,9507
elses,-28.811018,16,9508
mental,-28.82541,43,9509
keep,-28.826664,246,9510
humanity,-28.827358,23,9511
separately,-28.838226,1,9512
pff,-28.848227,1,9513
mater,-28.851114,10,9514
indeed,-28.854752,9,9515
appropriate,-28.857244,12,9516
ftw,-28.863157,1,9517
sobre,-28.865072,1,9518
cycling,-28.872087,1,9519
parent,-28.87289,6,9520
mindless,-28.874796,1,9521
end,-28.87758,210,9522
yur,-28.879087,1,9523
obvious,-28.88665,21,9524
boxing,-28.889072,11,9525
hurry,-28.89298,4,9526
front,-28.897688,93,9527
correct,-28.904928,3,9528
har,-28.93004,1,9529
complimented,-28.940924,12,9530
breaks,-28.949518,11,9531
refusing,-28.953592,5,9532
ohhhhh,-28.957533,1,9533
devil,-28.96262,23,9534
cherry,-28.966085,4,9535
hahha,-28.971943,2,9536
large,-28.972624,9,9537
locking,-28.975042,1,9538
chanel,-28.97516,1,9539
took,-28.976767,148,9540
397,-28.977175,1,9541
questions,-28.984804,11,9542
killer,-29.004255,5,9543
any1,-29.009127,9,9544
curling,-29.01614,1,9545
carriers,-29.01697,1,9546
genuine,-29.02297,15,9547
dhis,-29.023157,1,9548
49ers,-29.029087,1,9549
justify,-29.032621,2,9550
eastenders,-29.033365,3,9551
af,-29.038025,3,9552
necessarily,-29.045225,2,9553
present'',-29.050535,6,9554
cos,-29.085184,22,9555
:,-29.100626,2047,9556
imho,-29.101542,1,9557
important,-29.11125,53,9558
will,-29.123846,1165,9559
ensure,-29.126543,2,9560
drum,-29.12664,2,9561
ce,-29.140905,1,9562
steaming,-29.143927,1,9563
shoulda,-29.14987,4,9564
bedlam,-29.14992,1,9565
wished,-29.151798,5,9566
hulk,-29.153688,23,9567
chant,-29.15846,1,9568
champions,-29.159334,6,9569
left,-29.16377,276,9570
taunting,-29.173101,1,9571
triple,-29.185215,2,9572
aspects,-29.188557,1,9573
gets,-29.21344,204,9574
texting,-29.213652,40,9575
scarlett,-29.222761,1,9576
agree,-29.246721,25,9577
wht,-29.251541,7,9578
nightmare,-29.25498,22,9579
money,-29.266083,152,9580
"""",-29.275059,2516,9581
about,-29.276495,1312,9582
a,-29.279074,8803,9583
addicted,-29.2805,4,9584
beat,-29.286293,137,9585
blocked,-29.294363,5,9586
give,-29.299776,312,9587
kps,-29.30561,1,9588
-this,-29.305769,1,9589
tost,-29.316656,1,9590
could,-29.323568,383,9591
erased,-29.330515,13,9592
app,-29.336048,43,9593
loev,-29.336878,1,9594
angela,-29.35392,11,9595
assist,-29.35993,8,9596
spit,-29.364109,19,9597
defended,-29.364594,1,9598
forming,-29.379122,2,9599
heck,-29.380234,21,9600
paids,-29.403257,1,9601
stay,-29.411703,115,9602
fark,-29.413324,1,9603
churchill,-29.416986,1,9604
racist,-29.421774,34,9605
explode,-29.422049,13,9606
sacrifice,-29.426792,1,9607
constant,-29.429564,17,9608
5,-29.436789,232,9609
tyler,-29.444496,3,9610
stingy,-29.444605,13,9611
wtf,-29.451792,85,9612
impossible,-29.460133,10,9613
realize,-29.462774,86,9614
pleasee,-29.467485,1,9615
memeber,-29.486195,1,9616
limitations,-29.486628,2,9617
no.2,-29.491207,1,9618
letting,-29.516226,17,9619
24,-29.529335,13,9620
horrible,-29.532164,43,9621
dearly,-29.53245,3,9622
fixing,-29.532642,4,9623
reinforce,-29.541536,1,9624
precious,-29.550222,11,9625
headphones,-29.550867,26,9626
ab,-29.561623,2,9627
lke,-29.59242,1,9628
condemned,-29.5948,1,9629
ensured,-29.638124,1,9630
28,-29.643276,1,9631
herself,-29.652222,13,9632
helplessness,-29.663315,10,9633
nd,-29.667536,26,9634
costas,-29.671625,1,9635
b4,-29.676508,30,9636
compliment,-29.677538,23,9637
otherwise,-29.680222,28,9638
barely,-29.689638,9,9639
im,-29.70625,12,9640
stan,-29.711203,1,9641
noooo,-29.712057,5,9642
module,-29.738245,1,9643
race,-29.74509,37,9644
bought,-29.745703,117,9645
less,-29.782125,211,9646
whines,-29.788683,1,9647
dell,-29.793036,2,9648
(,-29.795221,477,9649
arguably,-29.80004,1,9650
bring,-29.80434,169,9651
again-,-29.804901,11,9652
lucas,-29.810972,1,9653
wrking,-29.811533,1,9654
metrics,-29.829245,1,9655
lacking,-29.83874,2,9656
pro,-29.841093,14,9657
shooting,-29.857977,7,9658
nicks,-29.863638,2,9659
robbing,-29.876947,1,9660
ad,-29.879553,8,9661
responding,-29.882816,2,9662
preferred,-29.883608,1,9663
fully,-29.894358,7,9664
23,-29.8962,3,9665
mean,-29.909529,99,9666
separate,-29.913168,3,9667
quote,-29.91871,69,9668
toward,-29.923174,15,9669
brothers,-29.925312,30,9670
pleaseeeeeeee,-29.926203,1,9671
2nd,-29.926378,48,9672
ultra,-29.943556,15,9673
nonetheless,-29.954363,1,9674
grumbling,-29.964506,1,9675
writting,-29.965878,1,9676
involved,-29.973234,4,9677
hog,-29.992088,1,9678
variation,-29.995005,1,9679
hos,-29.99518,1,9680
1.5,-29.997137,16,9681
capitalize,-30.021563,9,9682
sharpening,-30.046436,2,9683
equipped,-30.04722,1,9684
knw,-30.070673,17,9685
revolutions,-30.072527,15,9686
siesta,-30.080673,1,9687
belong,-30.089254,5,9688
themm,-30.097677,1,9689
knows,-30.10032,67,9690
",",-30.109385,9467,9691
upload,-30.114088,3,9692
breakup,-30.114225,1,9693
quite,-30.13022,30,9694
paradoxically,-30.130362,1,9695
sugar,-30.15122,31,9696
wrestling,-30.157248,47,9697
square,-30.161165,6,9698
sarcasim,-30.16199,18,9699
27,-30.165537,3,9700
fuse,-30.169077,1,9701
sticks,-30.178228,6,9702
advocate,-30.182404,1,9703
ia,-30.185396,1,9704
12.5,-30.18659,1,9705
broke,-30.186985,126,9706
changeable,-30.19399,2,9707
ot,-30.197,1,9708
version,-30.214338,32,9709
doubt,-30.21439,15,9710
ahahahah,-30.2166,2,9711
assassin,-30.220804,1,9712
build,-30.25266,12,9713
tries,-30.27124,16,9714
reference,-30.277346,3,9715
canceled,-30.279076,3,9716
joking,-30.287664,2,9717
warriors,-30.299934,1,9718
mentions,-30.301218,2,9719
strung,-30.304642,2,9720
prevents,-30.30797,15,9721
subject,-30.30911,24,9722
lied,-30.315395,14,9723
unwillingness,-30.318449,1,9724
time-,-30.32236,1,9725
cable,-30.328806,16,9726
gona,-30.337381,1,9727
…,-30.34121,5,9728
referee,-30.347162,1,9729
someimes,-30.356993,1,9730
knife,-30.357172,4,9731
turn,-30.362225,201,9732
devastating,-30.375404,1,9733
delivery,-30.385807,6,9734
umpteenth,-30.389124,1,9735
upsetting,-30.40257,11,9736
telling,-30.402979,94,9737
worthy,-30.411732,4,9738
guilty,-30.414883,5,9739
yaself,-30.416067,1,9740
sarah,-30.420876,29,9741
scorching,-30.426468,1,9742
acts,-30.43549,33,9743
request,-30.44996,53,9744
exact,-30.45255,15,9745
stubbing,-30.469252,16,9746
both,-30.476816,78,9747
belfast,-30.479578,1,9748
earphones,-30.481302,1,9749
edgy,-30.490465,1,9750
losers,-30.492525,18,9751
war,-30.49759,62,9752
lolllll,-30.498434,13,9753
disabled,-30.520006,1,9754
anguished,-30.531342,1,9755
going,-30.53332,863,9756
bleed,-30.534824,16,9757
allt,-30.535471,36,9758
inefficient,-30.538015,8,9759
epic,-30.543344,6,9760
twi,-30.547226,1,9761
as,-30.553808,934,9762
