word,NNprob,wordCount,NN_Rank
@jilian_lovex,-12.359163,12,2733
@darransull86,-12.359163,1,2734
janecky,-12.359163,4,2735
@alfy021,-12.359163,1,2736
arggggggggggggh,-12.359163,7,2737
christmasmiracle,-12.359163,1,2738
â€œ@djcassiuscain,-12.359163,1,2739
lowkee,-12.359163,1,2740
poonâ€,-12.359163,1,2741
barnes&noble,-12.359163,1,2742
busybusy,-12.359163,1,2743
@cgstong,-12.359163,1,2744
thatâ€,-12.359163,1,2745
@selenaa_23,-12.359163,2,2746
@sexchronicl3s,-12.359163,1,2747
@halinamalik,-12.359163,1,2748
@the_will_allen,-12.359163,1,2749
@lukeculver,-12.359163,1,2750
@odbe34,-12.359163,1,2751
butwhatdoesitmean,-12.359163,1,2752
collegestudentproblems,-12.359163,1,2753
finalsweek,-12.359163,1,2754
@laurenliscio,-12.359163,1,2755
it.-cheryl,-12.359163,2,2756
happythanksgiving,-12.359163,4,2757
sumeone,-12.359163,1,2758
@lizslater15,-12.359163,1,2759
knckouts,-12.359163,1,2760
@hollypmn,-12.359163,1,2761
@mmmwhatsup,-12.359163,1,2762
@joeyryanonline,-12.359163,3,2763
dickmania,-12.359163,1,2764
jarryn,-12.359163,1,2765
13:6,-12.359163,1,2766
@hashtagmerlin,-12.359163,1,2767
buttttttttttt,-12.359163,1,2768
â€œ@hartramsey,-12.359163,9,2769
behavior.â€,-12.359163,9,2770
mariokart7,-12.359163,14,2771
@tanner_law,-12.359163,1,2772
tweedos,-12.359163,1,2773
richness.otherwise,-12.359163,2,2774
stayfarawayfrommeif,-12.359163,2,2775
evenmorehungrynow,-12.359163,1,2776
needturkey,-12.359163,1,2777
@bocalegend,-12.359163,1,2778
@danilic,-12.359163,1,2779
wilkos,-12.359163,1,2780
@brituntitled,-12.359163,12,2781
@iam_fet,-12.359163,1,2782
@mrstavrospark,-12.359163,1,2783
hateschool,-12.359163,1,2784
@yanman52,-12.359163,1,2785
1:6,-12.359163,6,2786
turnbacktogod,-12.359163,5,2787
âž¨,-12.359163,18,2788
~unk,-12.359163,20,2789
â€œ@fit_not_skinny,-12.359163,1,2790
loserlikeme,-12.359163,1,2791
@eringuingrich,-12.359163,1,2792
@drewwatkins3,-12.359163,1,2793
loserrr,-12.359163,1,2794
@killsteenkill,-12.359163,4,2795
wherearemyuggs,-12.359163,1,2796
@iansimmons,-12.359163,10,2797
@redridingrabbit,-12.359163,10,2798
raaaage,-12.359163,10,2799
@everlane,-12.359163,1,2800
@christinabadina,-12.359163,1,2801
@thexfactor,-12.359163,2,2802
â€¢ï¿¼evan,-12.359163,27,2803
@ironrose83,-12.359163,1,2804
-ably,-12.359163,1,2805
@pinkferrari_kay,-12.359163,1,2806
@aliohays,-12.359163,1,2807
@villagechurchtx,-12.359163,1,2808
@jennalainebucs,-12.359163,1,2809
@siholly,-12.359163,1,2810
strangln,-12.359163,14,2811
@sadi808,-12.359163,14,2812
superdooper,-12.359163,1,2813
~alfred,-12.359163,3,2814
@ruiterwrongfan,-12.359163,1,2815
godsgrace,-12.359163,1,2816
@kimkardaeshian,-12.359163,1,2817
@jackalltimelow,-12.359163,1,2818
75123,-12.359163,1,2819
myartsubmit,-12.359163,2,2820
@ryanmrhodes,-12.359163,1,2821
@corianderoza,-12.359163,1,2822
divaew,-12.359163,3,2823
@swstheband,-12.359163,1,2824
@lindsayball2,-12.359163,1,2825
@macymonnin,-12.359163,1,2826
@shannon_ruth,-12.359163,1,2827
selfdoubt,-12.359163,1,2828
hurtfulpeople,-12.359163,1,2829
@fefedobson,-12.359163,1,2830
rom13,-12.359163,1,2831
@maceysmomma,-12.359163,1,2832
@mrtinktinkizfly,-12.359163,1,2833
@davidvonderhaar,-12.359163,1,2834
keeplearning,-12.359163,1,2835
@sophsqueen,-12.359163,1,2836
@youngduce305,-12.359163,1,2837
@taste_my_sw33tz,-12.359163,1,2838
consict,-12.359163,1,2839
countesthorpe,-12.359163,1,2840
@youthofvelvet,-12.359163,1,2841
@ronmarz,-12.359163,1,2842
@jacobhebert1,-12.359163,1,2843
@fender,-12.359163,1,2844
dreamscometrue,-12.359163,1,2845
luckygirl,-12.359163,2,2846
@tasteurdreams,-12.359163,1,2847
faveteacher,-12.359163,1,2848
@damnitjason,-12.359163,1,2849
braidable,-12.359163,1,2850
@britanylynnn,-12.359163,11,2851
@lindskristina,-12.359163,1,2852
@1garretthill,-12.359163,1,2853
bestpresenteverrrr,-12.359163,1,2854
smokesuminden,-12.359163,1,2855
tmrws,-12.359163,1,2856
@fourzerotwo,-12.359163,1,2857
@karrid21,-12.359163,1,2858
@kaitlinsaney,-12.359163,1,2859
@kellybob12,-12.359163,2,2860
â€œ@aa9_era,-12.359163,1,2861
-drake,-12.359163,1,2862
npâ€please,-12.359163,1,2863
me.listen,-12.359163,1,2864
drakeandbirdman,-12.359163,1,2865
@hayleyth1,-12.359163,12,2866
@jazzybell31,-12.359163,1,2867
@myfoxla,-12.359163,1,2868
occupyla,-12.359163,1,2869
@nikhilwad,-12.359163,1,2870
@zahialyy,-12.359163,1,2871
saddneesss,-12.359163,13,2872
@wotcfam,-12.359163,1,2873
@karagabriel,-12.359163,13,2874
rawrrrr,-12.359163,13,2875
@j_tats,-12.359163,1,2876
@danceislife37,-12.359163,1,2877
â€œyou,-12.359163,2,2878
face.â€,-12.359163,1,2879
@dwkm,-12.359163,1,2880
@soveryawkward,-12.359163,1,2881
lametweet,-12.359163,1,2882
â€œ@morr_ell6,-12.359163,1,2883
@melanieslates,-12.359163,14,2884
jesusteam,-12.359163,1,2885
@connexio,-12.359163,1,2886
usefulstuff,-12.359163,1,2887
@caitdemps07,-12.359163,1,2888
@kelly_surfer,-12.359163,1,2889
@thereal1_smity,-12.359163,1,2890
@drbrojo,-12.359163,1,2891
@ephraimskin,-12.359163,1,2892
kalibata,-12.359163,1,2893
@mehnar,-12.359163,1,2894
4your,-12.359163,1,2895
tw't,-12.359163,1,2896
ole&olã,-12.359163,1,2897
cutnoart,-12.359163,1,2898
assadabuses,-12.359163,15,2899
mar15,-12.359163,15,2900
calmdown,-12.359163,1,2901
@tarababcock,-12.359163,1,2902
do/,-12.359163,1,2903
rightr,-12.359163,1,2904
fixedwhatisntbroken,-12.359163,1,2905
@slatesstu,-12.359163,14,2906
@thinkmoneyotg,-12.359163,1,2907
christopher!!you,-12.359163,1,2908
@robertc1970,-12.359163,1,2909
iswonderful,-12.359163,1,2910
                                                               ,-12.359163,1,2911
@_liitebriite,-12.359163,1,2912
@nickchallis,-12.359163,13,2913
@imjustgar,-12.359163,13,2914
1.finding,-12.359163,1,2915
2.discovering,-12.359163,1,2916
3.this,-12.359163,1,2917
@erinflo,-12.359163,1,2918
"simons,<33",-12.359163,1,2919
@samharless,-12.359163,1,2920
notrainingneeded,-12.359163,1,2921
â£,-12.359163,1,2922
dodgethoseidiots,-12.359163,13,2923
@protonicexplode,-12.359163,1,2924
@cammay23,-12.359163,1,2925
imakid,-12.359163,1,2926
popcornanyone,-12.359163,1,2927
@rogerrthatt19,-12.359163,1,2928
@rhusseman,-12.359163,1,2929
youyouyou,-12.359163,1,2930
@chrisfranjola,-12.359163,1,2931
me&then,-12.359163,1,2932
tomorrowat8â€ftw,-12.359163,1,2933
yeeeeeey,-12.359163,1,2934
justlikebefore,-12.359163,10,2935
dountoothers,-12.359163,2,2936
f***ing,-12.359163,1,2937
s**t,-12.359163,1,2938
@emmacarter23,-12.359163,1,2939
deyz,-12.359163,1,2940
saltdough,-12.359163,1,2941
â€œworry,-12.359163,1,2942
buscaglia,-12.359163,1,2943
@jasonsegel,-12.359163,1,2944
@sambate1,-12.359163,1,2945
ailish,-12.359163,1,2946
@motorpointarena,-12.359163,1,2947
lovemylife,-12.359163,10,2948
@emilyrd,-12.359163,1,2949
~~~,-12.359163,2,2950
^__^,-12.359163,1,2951
@thedrumsforever,-12.359163,1,2952
@jonnypierce,-12.359163,1,2953
@mshucksmith,-12.359163,1,2954
@jackattwood,-12.359163,1,2955
1:8,-12.359163,1,2956
tokillya,-12.359163,1,2957
@jacobearly,-12.359163,1,2958
hypakritz,-12.359163,1,2959
praiseemforme,-12.359163,1,2960
gradmother,-12.359163,1,2961
berkly,-12.359163,1,2962
mimzy,-12.359163,1,2963
laughn,-12.359163,1,2964
â«@tayblackpassion,-12.359163,1,2965
â€œ@_born2grind,-12.359163,1,2966
ewwwwwâ€ctfuâ,-12.359163,1,2967
76:10,-12.359163,1,2968
@icelindagunn,-12.359163,1,2969
@minnieinred,-12.359163,1,2970
preminition,-12.359163,1,2971
@mae_june_july,-12.359163,1,2972
@toria_renae,-12.359163,1,2973
imissher,-12.359163,1,2974
@knappalapalin,-12.359163,1,2975
@getupwithgod,-12.359163,1,2976
@redbull,-12.359163,1,2977
@brandoncurtis,-12.359163,1,2978
@chucktaylor18,-12.359163,2,2979
@jonnyquest23,-12.359163,1,2980
8:30,-12.359163,3,2981
@lisabowhorse,-12.359163,1,2982
@blissmag,-12.359163,1,2983
greatnight,-12.359163,1,2984
@foxcharlotte,-12.359163,2,2985
@michaelianblack,-12.359163,1,2986
suddeninspiration,-12.359163,13,2987
@all511,-12.359163,1,2988
@hollywheldon,-12.359163,2,2989
@indycar,-12.359163,2,2990
kktny,-12.359163,2,2991
him!?11,-12.359163,9,2992
butterkiss,-12.359163,1,2993
@leahgracexo,-12.359163,1,2994
@kissagod,-12.359163,1,2995
gwetta,-12.359163,12,2996
agwilera,-12.359163,12,2997
truenature(wholeness,-12.359163,1,2998
@jess_bowser,-12.359163,1,2999
@adelitasway,-12.359163,1,3000
@kjwallen,-12.359163,1,3001
@southwestair,-12.359163,1,3002
@ycolin,-12.359163,1,3003
@michel_schuster,-12.359163,1,3004
@nicokosi,-12.359163,1,3005
kooiman,-12.359163,2,3006
likealways,-12.359163,13,3007
@pgaleota,-12.359163,1,3008
thrw,-12.359163,13,3009
@bfcjez,-12.359163,1,3010
@angryscientist,-12.359163,1,3011
whatshespregnant,-12.359163,1,3012
readytotakeonfinals,-12.359163,1,3013
@hayley_md,-12.359163,1,3014
theywontbemissed,-12.359163,1,3015
@nondu_m,-12.359163,2,3016
cabanga,-12.359163,2,3017
ukuthi,-12.359163,3,3018
ukeith,-12.359163,2,3019
:-)),-12.359163,2,3020
@rosayred11,-12.359163,1,3021
@a_laveck,-12.359163,1,3022
@islaphoes_2_slp,-12.359163,1,3023
@bitchits_tee,-12.359163,1,3024
xyloto,-12.359163,15,3025
leino,-12.359163,1,3026
top100lies,-12.359163,1,3027
@courtsloger,-12.359163,1,3028
choosewisely,-12.359163,1,3029
myprotection,-12.359163,1,3030
@zee_geezy,-12.359163,1,3031
@guttaceo,-12.359163,1,3032
@mickymunday,-12.359163,1,3033
@watchj,-12.359163,1,3034
@samantha_maye,-12.359163,1,3035
@ashleyy117,-12.359163,1,3036
@bren_35,-12.359163,1,3037
"dog""-",-12.359163,1,3038
@laurenjplatt,-12.359163,1,3039
getwellsoonlucas,-12.359163,1,3040
@katinka8368,-12.359163,1,3041
@riajgfan1975,-12.359163,1,3042
@schlingel,-12.359163,1,3043
boinxtv,-12.359163,1,3044
lmfa,-12.359163,1,3045
choclat,-12.359163,1,3046
@camilliec,-12.359163,1,3047
jolo,-12.359163,12,3048
mymomcalledmefat,-12.359163,1,3049
@lauraquile,-12.359163,1,3050
@torivance,-12.359163,1,3051
criously,-12.359163,1,3052
f*ckin,-12.359163,1,3053
sometimesss,-12.359163,1,3054
retweetin,-12.359163,1,3055
morepresents,-12.359163,1,3056
---->@jayrealnomake,-12.359163,7,3057
lfucg,-12.359163,1,3058
tonightt,-12.359163,1,3059
@karlie_44,-12.359163,1,3060
@nat_nat143,-12.359163,1,3061
doublejoy,-12.359163,1,3062
@leannehaasen,-12.359163,1,3063
â˜›,-12.359163,1,3064
~cheri,-12.359163,1,3065
@mannydelvalle,-12.359163,1,3066
gshore,-12.359163,1,3067
@b_sauce,-12.359163,1,3068
partyy,-12.359163,1,3069
quantrell,-12.359163,1,3070
@mayral0ve,-12.359163,1,3071
yupppp,-12.359163,1,3072
@justintime_24,-12.359163,1,3073
@aelvecrog,-12.359163,1,3074
@idgaf_nigga,-12.359163,9,3075
@brytupper,-12.359163,1,3076
@aprylmarie,-12.359163,1,3077
sarcastictweet,-12.359163,3,3078
paranormalromance,-12.359163,12,3079
@lekeg1,-12.359163,1,3080
bestdaughtereverâ€,-12.359163,1,3081
â€œ@alisaatiree,-12.359163,1,3082
domorethanjustsurvive,-12.359163,2,3083
42:5,-12.359163,1,3084
couldbeworsethough,-12.359163,1,3085
@ashtoncaldwell2,-12.359163,1,3086
realspit,-12.359163,1,3087
pray&ask,-12.359163,1,3088
fightme,-12.359163,8,3089
shuttleride,-12.359163,1,3090
@char_wiggy,-12.359163,14,3091
@kerrylovell,-12.359163,14,3092
reception.not,-12.359163,1,3093
@mmoloney89,-12.359163,1,3094
done&not,-12.359163,1,3095
@l_faye,-12.359163,1,3096
@amelialilyoffic,-12.359163,1,3097
@akagayle,-12.359163,1,3098
@im_a_key_pa,-12.359163,2,3099
@dessy008,-12.359163,1,3100
philophobia,-12.359163,2,3101
giovanini,-12.359163,1,3102
b.law,-12.359163,1,3103
dunnomy3to5yet,-12.359163,1,3104
rothlisberger,-12.359163,1,3105
@benstratton1,-12.359163,1,3106
funsight,-12.359163,1,3107
@mrut923,-12.359163,1,3108
sinnita,-12.359163,1,3109
mckeith,-12.359163,1,3110
"choice""jonathan",-12.359163,1,3111
breakingyawn,-12.359163,1,3112
tvirginity,-12.359163,1,3113
@vanessajmusic,-12.359163,1,3114
ewwwwe,-12.359163,1,3115
randomactsofkindness,-12.359163,1,3116
@comcastcares,-12.359163,14,3117
meigh,-12.359163,1,3118
temtation,-12.359163,1,3119
shaab,-12.359163,1,3120
yurid,-12.359163,1,3121
isqaat,-12.359163,1,3122
nizaam,-12.359163,1,3123
@anniiwebb,-12.359163,1,3124
hotpeoplearegood,-12.359163,1,3125
â€œoh,-12.359163,1,3126
boyâ€,-12.359163,1,3127
arenâ€,-12.359163,1,3128
thiswillbetough,-12.359163,1,3129
alwaysbescanning,-12.359163,1,3130
punkd,-12.359163,1,3131
krumbs,-12.359163,1,3132
@lindseyprobst,-12.359163,1,3133
@l_kesler,-12.359163,1,3134
nesquick,-12.359163,1,3135
repitoo,-12.359163,1,3136
c'm,-12.359163,11,3137
reallove,-12.359163,1,3138
â€œhappiness,-12.359163,3,3139
effort.â€,-12.359163,3,3140
@nursefriendly,-12.359163,1,3141
s'il,-12.359163,1,3142
welcomeback,-12.359163,1,3143
@whencamswentham,-12.359163,1,3144
thinkbeforeyouspeak,-12.359163,12,3145
@rachaelcrow,-12.359163,1,3146
byonce.love,-12.359163,1,3147
@_saadix,-12.359163,1,3148
@halesliffey,-12.359163,1,3149
appriciating,-12.359163,1,3150
flavorcombo,-12.359163,1,3151
seasonisover,-12.359163,1,3152
gotebow,-12.359163,1,3153
@andrewpeterson,-12.359163,1,3154
~bill,-12.359163,1,3155
@christfollowbac,-12.359163,3,3156
@nicole_hhhh,-12.359163,1,3157
statusâ€“he,-12.359163,1,3158
@caitshannon,-12.359163,1,3159
@khrcock,-12.359163,1,3160
grandtime,-12.359163,1,3161
@its_dabo,-12.359163,1,3162
coldsweatshirt,-12.359163,1,3163
lastminuteshopping,-12.359163,1,3164
@morgan_conley1,-12.359163,1,3165
@daniellelaporte,-12.359163,1,3166
@frankie_rf,-12.359163,1,3167
@clairelise95,-12.359163,1,3168
thang'll,-12.359163,2,3169
@tj_theflyone,-12.359163,1,3170
@mrmando_12,-12.359163,1,3171
@carson_michelle,-12.359163,1,3172
hopkinsproblems,-12.359163,1,3173
www.shawnrenefit.com,-12.359163,1,3174
out!~â,-12.359163,1,3175
@zaynmalik,-12.359163,2,3176
@nickybelardo,-12.359163,1,3177
~â,-12.359163,2,3178
doesnâ€,-12.359163,3,3179
@starbuckscard,-12.359163,1,3180
@nickydico,-12.359163,1,3181
start.truth,-12.359163,1,3182
=3,-12.359163,1,3183
disease'-,-12.359163,1,3184
@creflo_dollar,-12.359163,1,3185
@brokenhalo,-12.359163,1,3186
deliver.service,-12.359163,1,3187
side.its,-12.359163,1,3188
randomthought,-12.359163,1,3189
aaaaahhhhh,-12.359163,1,3190
lksjdgkjsgiuerjkzdfdnfnjdfgn,-12.359163,11,3191
hubbards,-12.359163,1,3192
@omandm,-12.359163,2,3193
@shayleybourget,-12.359163,1,3194
getwellsoon,-12.359163,1,3195
@harleyat40,-12.359163,1,3196
@mdotmanolo,-12.359163,12,3197
@raidersrbacbaby,-12.359163,12,3198
@the_architect44,-12.359163,12,3199
@w1ldfl0wer,-12.359163,12,3200
nontrad,-12.359163,1,3201
@caoimhesuipeil,-12.359163,1,3202
@soberlane,-12.359163,1,3203
@sineadkennedy89,-12.359163,1,3204
dis-ease.it,-12.359163,1,3205
@raywj,-12.359163,1,3206
â€œ@therealamor,-12.359163,1,3207
@eastcoastuk,-12.359163,1,3208
drianca,-12.359163,1,3209
@joeyhodges,-12.359163,1,3210
@alywalansky,-12.359163,1,3211
@glambr,-12.359163,1,3212
@carmeloanthony,-12.359163,1,3213
@amareisreal,-12.359163,1,3214
@lcduve,-12.359163,1,3215
mrs.byrum,-12.359163,1,3216
@netflix,-12.359163,1,3217
rule5,-12.359163,1,3218
@korrr_h,-12.359163,1,3219
pink<3,-12.359163,1,3220
@ksam1721,-12.359163,1,3221
givemesnacks,-12.359163,12,3222
@trisharolfe,-12.359163,13,3223
3:30,-12.359163,4,3224
@hollynicolx,-12.359163,1,3225
herâ,-12.359163,1,3226
iâ€,-12.359163,4,3227
@leah_banks,-12.359163,1,3228
groups+nat,-12.359163,1,3229
bastyan,-12.359163,1,3230
fuckfrench,-12.359163,1,3231
@peytonallen,-12.359163,1,3232
conquerz,-12.359163,7,3233
@sweetenedwaters,-12.359163,1,3234
well.its,-12.359163,1,3235
@maryroseo,-12.359163,1,3236
@alysj,-12.359163,1,3237
satam,-12.359163,1,3238
@chelsseabrown,-12.359163,1,3239
vasyl,-12.359163,1,3240
@rihanna,-12.359163,1,3241
@ibebossedup,-12.359163,1,3242
@suzierobb,-12.359163,1,3243
brokentooth,-12.359163,1,3244
fartherinlaw,-12.359163,1,3245
yousuck,-12.359163,1,3246
@casespcae101,-12.359163,1,3247
@runningquotes,-12.359163,2,3248
trelleborg,-12.359163,1,3249
@emilybrinnand,-12.359163,1,3250
302-,-12.359163,1,3251
furnad,-12.359163,1,3252
@larryrobs,-12.359163,14,3253
4:26,-12.359163,8,3254
need@servantsanon,-12.359163,1,3255
@sgrab14,-12.359163,9,3256
nokillingbaddies,-12.359163,1,3257
@marleymagaziner,-12.359163,1,3258
yu've,-12.359163,7,3259
@tom_davis91,-12.359163,1,3260
24/7and,-12.359163,1,3261
@stanlee,-12.359163,1,3262
@cthulhuchick,-12.359163,1,3263
@k_tray,-12.359163,1,3264
problemsolved,-12.359163,16,3265
15:16,-12.359163,1,3266
@paezpumarl,-12.359163,1,3267
@walkingstickmtn,-12.359163,1,3268
truejoy,-12.359163,1,3269
@thexfactorusa,-12.359163,2,3270
@drewryniewicz,-12.359163,2,3271
@astronomicalkid,-12.359163,15,3272
notinthemood,-12.359163,1,3273
withinu,-12.359163,1,3274
@laurenkatebooks,-12.359163,1,3275
@senatorreid,-12.359163,1,3276
endofstory,-12.359163,1,3277
@bwdaly,-12.359163,1,3278
christiscoming,-12.359163,1,3279
@imisssaku,-12.359163,1,3280
contâ€,-12.359163,1,3281
@t_green02,-12.359163,1,3282
ahnold,-12.359163,1,3283
mustgoshopping,-12.359163,1,3284
@wickedpoptart,-12.359163,1,3285
@raviprashar,-12.359163,1,3286
â€œ@vinnyguadagnino,-12.359163,1,3287
realâ€,-12.359163,1,3288
@nwatkins2,-12.359163,1,3289
@jonileighh,-12.359163,1,3290
@arundanush,-12.359163,1,3291
thalivan,-12.359163,1,3292
@kat_nowlin,-12.359163,1,3293
fartherthanithought,-12.359163,1,3294
nerdlife,-12.359163,1,3295
@lulubetsy,-12.359163,1,3296
2)march,-12.359163,1,3297
"2009,the",-12.359163,1,3298
@zacharygc,-12.359163,1,3299
â€œ@runningquotes,-12.359163,3,3300
goucherâ€,-12.359163,2,3301
medeo,-12.359163,1,3302
@cblank504,-12.359163,1,3303
@pammywilly,-12.359163,1,3304
makebetterbets,-12.359163,1,3305
@jotweets4,-12.359163,1,3306
chestnutt,-12.359163,1,3307
@t0eknee,-12.359163,11,3308
chicoms,-12.359163,1,3309
@eliz_myrick,-12.359163,2,3310
@cupcakemartha,-12.359163,2,3311
@shipsofsong,-12.359163,1,3312
noskyrim,-12.359163,1,3313
13:5,-12.359163,1,3314
motals,-12.359163,1,3315
@_loveash,-12.359163,1,3316
@nickjonas,-12.359163,1,3317
gradschoolproblems,-12.359163,1,3318
@robin_joyce,-12.359163,1,3319
positiveprogression,-12.359163,1,3320
@nmtb_tv,-12.359163,1,3321
good&funny,-12.359163,1,3322
@mandizzel,-12.359163,1,3323
@djrespin,-12.359163,1,3324
@aurelienmsohet,-12.359163,1,3325
@ablodola,-12.359163,1,3326
offfff,-12.359163,7,3327
mabbitt,-12.359163,1,3328
hermitting,-12.359163,1,3329
sittinginclassispointless,-12.359163,1,3330
@pattonoswalt,-12.359163,2,3331
@fear_in_words,-12.359163,1,3332
@djcommish,-12.359163,1,3333
@garycurl10,-12.359163,1,3334
@tm05row,-12.359163,1,3335
@patilynnw,-12.359163,1,3336
@praisewalker,-12.359163,1,3337
@iam_jjiv,-12.359163,1,3338
anpointment,-12.359163,12,3339
ugh--,-12.359163,12,3340
letitout,-12.359163,12,3341
@meikamonroe,-12.359163,1,3342
@elizabethanne_r,-12.359163,1,3343
@lastroke,-12.359163,1,3344
@speechpath68,-12.359163,1,3345
@poeticninja,-12.359163,8,3346
@meowlexandra,-12.359163,1,3347
@drewmitchell890,-12.359163,1,3348
@brucieboy1986,-12.359163,1,3349
soirã,-12.359163,1,3350
â„•oã­ê€,-12.359163,1,3351
î²â„’eãº,-12.359163,1,3352
â„³â,-12.359163,1,3353
@r_slee,-12.359163,1,3354
justwanttorelax,-12.359163,1,3355
@slgoodson,-12.359163,1,3356
@ratimujumdar,-12.359163,1,3357
@digorio,-12.359163,1,3358
@matthewmoofish,-12.359163,1,3359
@joshuachurchill,-12.359163,1,3360
me:*on,-12.359163,1,3361
akinyele,-12.359163,1,3362
antocha,-12.359163,1,3363
timelineâ€,-12.359163,1,3364
god.-joyce,-12.359163,1,3365
@c_evon,-12.359163,1,3366
www.vanastudios.com/xmas,-12.359163,1,3367
@shannonpoe,-12.359163,2,3368
@bucks_a_million,-12.359163,1,3369
twiterland,-12.359163,1,3370
â€œ@mellie_jae,-12.359163,6,3371
badâ€,-12.359163,6,3372
2him,-12.359163,1,3373
eternalpraise,-12.359163,1,3374
~ps.111:10,-12.359163,1,3375
cum'n,-12.359163,1,3376
@heidihoganson,-12.359163,1,3377
none.and,-12.359163,1,3378
dfma,-12.359163,1,3379
threeohwonderfullife,-12.359163,1,3380
@kconderulo,-12.359163,1,3381
m&m,-12.359163,1,3382
@c_money307,-12.359163,1,3383
@daniellouden,-12.359163,1,3384
@stephenfry,-12.359163,1,3385
@zoklara,-12.359163,1,3386
@mrsdigger,-12.359163,2,3387
@a_tweet_life,-12.359163,2,3388
@kurtschlichter,-12.359163,2,3389
weaklen,-12.359163,1,3390
@biblicious,-12.359163,1,3391
@denis_donovan,-12.359163,1,3392
@hardbodyronnie,-12.359163,1,3393
hittn,-12.359163,1,3394
4:30am,-12.359163,1,3395
@neeeeekole,-12.359163,1,3396
@pudsybear,-12.359163,1,3397
@jacobscrosstv,-12.359163,1,3398
@fabloj,-12.359163,1,3399
@kurtscobiemusic,-12.359163,1,3400
@sabambury,-12.359163,1,3401
ooonly,-12.359163,1,3402
lovecheerleading,-12.359163,1,3403
@tweak81,-12.359163,13,3404
@igsmalls,-12.359163,1,3405
holidayday,-12.359163,1,3406
@dailygrumbles,-12.359163,1,3407
dragonsong,-12.359163,1,3408
kid(stolen,-12.359163,1,3409
@sparklyblues77,-12.359163,1,3410
ditchin,-12.359163,1,3411
f**k,-12.359163,1,3412
5daysleft,-12.359163,1,3413
@ellenclare47,-12.359163,1,3414
@kah_ay_tie,-12.359163,2,3415
@kahreenahh,-12.359163,2,3416
starvinggg,-12.359163,1,3417
@abadinte,-12.359163,1,3418
@fanzoid,-12.359163,1,3419
ohshit,-12.359163,1,3420
itsgonnabealongnight,-12.359163,1,3421
"â£14,000",-12.359163,1,3422
@hadearkandil,-12.359163,1,3423
@bennettjax,-12.359163,1,3424
@dropdeadag,-12.359163,1,3425
@rob0807,-12.359163,1,3426
gohogs,-12.359163,1,3427
ioffered,-12.359163,1,3428
claphamjunction,-12.359163,1,3429
@revolutionbars,-12.359163,1,3430
@bobboutiquehair,-12.359163,1,3431
o@dzela_elric,-12.359163,1,3432
g'nite,-12.359163,1,3433
itstheaftershaveprobably,-12.359163,1,3434
chã¶drã¶n,-12.359163,1,3435
@madisonkantor,-12.359163,1,3436
guuuuurl,-12.359163,1,3437
present&i'll,-12.359163,1,3438
kingdavid,-12.359163,2,3439
@jaredleto,-12.359163,1,3440
@liltunechi,-12.359163,13,3441
@caleglendening,-12.359163,1,3442
glendening,-12.359163,1,3443
scaredtodeath,-12.359163,1,3444
@kryslanjae,-12.359163,1,3445
sellick,-12.359163,1,3446
scerf,-12.359163,1,3447
vivamwell,-12.359163,1,3448
@zoe_smith,-12.359163,1,3449
smb3,-12.359163,1,3450
@ghally_08,-12.359163,1,3451
@amirkingkhan,-12.359163,1,3452
oldwest,-12.359163,1,3453
@scent_of_roses,-12.359163,1,3454
@fckn_dayvid,-12.359163,1,3455
missedtweets,-12.359163,8,3456
@auntiechristina,-12.359163,1,3457
really??wow,-12.359163,1,3458
barbars,-12.359163,1,3459
twickers,-12.359163,1,3460
class&paid,-12.359163,1,3461
@manmademoon,-12.359163,1,3462
godswordislaw,-12.359163,1,3463
nibhata,-12.359163,1,3464
fiqr,-12.359163,1,3465
dhuyen,-12.359163,1,3466
@connersmith61,-12.359163,1,3467
@kateupton,-12.359163,8,3468
funsucker,-12.359163,1,3469
stillsopumped,-12.359163,1,3470
@cassengineer,-12.359163,1,3471
@gmfuller1971,-12.359163,1,3472
@joebuffalowins,-12.359163,11,3473
jsjsjsbnjdosbsis,-12.359163,15,3474
@lydiaaswolf,-12.359163,1,3475
wickedwednesday,-12.359163,2,3476
@maxnavalinski,-12.359163,8,3477
games.:/,-12.359163,1,3478
offffff,-12.359163,1,3479
bejoyful,-12.359163,1,3480
@littletigeruk,-12.359163,1,3481
talking2everyone,-12.359163,13,3482
magwheels,-12.359163,1,3483
littlesarcasm,-12.359163,1,3484
@qweenray,-12.359163,1,3485
â€œrt,-12.359163,1,3486
@mikemitchell_6,-12.359163,1,3487
@_leaveit2beaver,-12.359163,1,3488
lmaoâ€,-12.359163,1,3489
beotchh,-12.359163,1,3490
@truongthomas,-12.359163,1,3491
@mashaal1234,-12.359163,1,3492
@mitchcain,-12.359163,13,3493
frostedtips,-12.359163,1,3494
@mauiwowie26,-12.359163,1,3495
@mchaffe1,-12.359163,1,3496
imnotcreepyatall,-12.359163,1,3497
@thelovelyciera,-12.359163,1,3498
@clearlyy_mswan,-12.359163,1,3499
@noamchomski,-12.359163,1,3500
govegan,-12.359163,1,3501
@_shatara,-12.359163,1,3502
@justcallmekiku,-12.359163,1,3503
@ayebrannmuffin,-12.359163,13,3504
punemirror,-12.359163,1,3505
nopey,-12.359163,1,3506
@domw1999,-12.359163,1,3507
@alicearnold1,-12.359163,1,3508
deadpoetssociety,-12.359163,1,3509
-miss,-12.359163,1,3510
@kaymounce,-12.359163,1,3511
